KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,47040.0,1.5879252105826218,47.216499999999996,47.2238,46953.0,50279.0,Echolocation,Pipistrellus pipistrellus,0.201,0.212,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_163000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,44160.0,0.1977549102728795,58.9725,58.9821,43515.0,49340.0,Echolocation,Pipistrellus pipistrellus,0.171,0.242,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_163000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,29760.0,-6.605095483948898,104.0655,104.0736,28046.0,36177.0,Echolocation,Eptesicus serotinus,0.134,0.262,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_163000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,22080.0,-6.389919274748669,104.4145,104.4267,22890.0,30397.0,Echolocation,Eptesicus serotinus,0.126,0.241,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_163000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,46080.0,2.0845531278558056,180.8515,180.8564,45234.0,52364.0,Echolocation,Pipistrellus pipistrellus,0.261,0.28,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_163000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,46080.0,4.548582059578147,212.8005,212.8043,24609.0,71987.0,Echolocation,Myotis nattereri,0.253,0.268,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_163000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48000.0,3.221911842874217,256.1645,256.1707,46953.0,51110.0,Echolocation,Pipistrellus pipistrellus,0.211,0.217,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_163000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,1.8416802694441494,259.1715,259.1778,20312.0,34147.0,Echolocation,Plecotus austriacus,0.159,0.267,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_163000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,47040.0,8.582430978782016,1.0925,1.1038,46953.0,47332.0,Echolocation,Pipistrellus pipistrellus,0.146,0.226,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48000.0,14.28525464475253,11.2575,11.2675,46953.0,50437.0,Echolocation,Pipistrellus pipistrellus,0.244,0.34,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,53760.0,14.388564802031611,11.6885,11.6969,53828.0,57878.0,Echolocation,Pipistrellus pygmaeus,0.253,0.276,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,26880.0,-7.057647674853049,11.9295,11.9397,25468.0,31023.0,Echolocation,Eptesicus serotinus,0.124,0.223,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,46080.0,3.9400232377462263,22.7595,22.7657,45234.0,50384.0,Echolocation,Pipistrellus pipistrellus,0.193,0.203,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,2.035411769041498,28.6855,28.6915,21171.0,31110.0,Echolocation,Plecotus austriacus,0.19,0.35,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,43200.0,-0.8904194717589766,36.6845,36.6946,43515.0,47040.0,Echolocation,Pipistrellus pipistrellus,0.168,0.256,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,21120.0,3.967251820400878,42.042500000000004,42.047399999999996,17734.0,53574.0,Echolocation,Myotis nattereri,0.241,0.253,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,19200.0,2.915352468720018,42.576499999999996,42.5942,18593.0,21568.0,Echolocation,Nyctalus leisleri,0.237,0.341,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,19200.0,5.78960574172849,44.9965,45.0191,18593.0,20425.0,Echolocation,Nyctalus noctula,0.13,0.217,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,47040.0,-0.5431424284696099,48.2335,48.2417,46093.0,53735.0,Echolocation,Pipistrellus pipistrellus,0.222,0.241,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,24000.0,-3.085660276323248,48.4765,48.4916,25468.0,29093.0,Echolocation,Nyctalus leisleri,0.17,0.276,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,5.550172208832359,55.676500000000004,55.6821,20312.0,57070.0,Echolocation,Myotis nattereri,0.189,0.2,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,25920.0,3.5056685048685106,60.4535,60.4582,26328.0,44047.0,Echolocation,Myotis nattereri,0.081,0.226,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,24000.0,4.526326638742932,77.0095,77.0161,22031.0,33018.0,Echolocation,Plecotus austriacus,0.228,0.358,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,2.99510301308683,77.1605,77.1674,21171.0,49167.0,Echolocation,Myotis nattereri,0.213,0.229,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48000.0,9.049687788809223,85.7325,85.7372,46093.0,59883.0,Echolocation,Pipistrellus pipistrellus,0.219,0.3,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,6.961093618960874,87.66550000000001,87.6697,24609.0,51635.0,Echolocation,Myotis nattereri,0.154,0.202,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,47040.0,35.36405697986052,87.9015,87.911,46953.0,51778.0,Echolocation,Pipistrellus pipistrellus,0.211,0.23,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,46080.0,-3.3644132639311897,87.9745,87.982,45234.0,53927.0,Echolocation,Pipistrellus pipistrellus,0.206,0.212,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,27840.0,1.6164379170592071,89.4855,89.4903,27187.0,43716.0,Echolocation,Myotis daubentonii,0.154,0.223,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,-0.08073815528172207,89.6935,89.6977,23750.0,51096.0,Echolocation,Myotis nattereri,0.198,0.248,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,-3.387117552431488,90.8385,90.8449,20312.0,30195.0,Echolocation,Plecotus austriacus,0.155,0.214,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,47040.0,1.4487046367447127,91.7335,91.7421,46953.0,51138.0,Echolocation,Pipistrellus pipistrellus,0.253,0.271,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,46080.0,6.725838863084488,94.4745,94.479,40937.0,73670.0,Echolocation,Myotis mystacinus,0.128,0.228,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48000.0,-6.697467892577262,99.5375,99.5449,47812.0,58207.0,Echolocation,Pipistrellus pipistrellus,0.201,0.214,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,25920.0,7.11358595214675,102.3095,102.3268,25468.0,27997.0,Echolocation,Nyctalus leisleri,0.338,0.384,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,6.813863018682184,104.2735,104.28659999999999,24609.0,29287.0,Echolocation,Nyctalus leisleri,0.241,0.278,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,25920.0,6.017546631525098,108.3605,108.3758,25468.0,29157.0,Echolocation,Nyctalus leisleri,0.301,0.35,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,21120.0,8.849568341229904,110.5505,110.5625,21171.0,28358.0,Echolocation,Nyctalus leisleri,0.1,0.22,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,45120.0,-9.145725863043918,112.7005,112.7072,42656.0,48319.0,Echolocation,Pipistrellus pipistrellus,0.252,0.263,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,45120.0,10.491964865171429,114.0325,114.0389,42656.0,52820.0,Echolocation,Pipistrellus pipistrellus,0.18,0.25,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48960.0,5.640039221415416,115.3375,115.3421,38359.0,56259.0,Echolocation,Myotis daubentonii,0.105,0.218,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,53760.0,4.668631372053077,115.7655,115.77080000000001,53828.0,58369.0,Echolocation,Pipistrellus pygmaeus,0.201,0.224,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,47040.0,5.6888699595972705,117.4335,117.4387,46093.0,53414.0,Echolocation,Pipistrellus pipistrellus,0.21,0.218,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48960.0,1.6408949033670348,118.1045,118.1105,46953.0,61486.0,Echolocation,Pipistrellus pipistrellus,0.21,0.234,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48000.0,9.184957789537407,119.1215,119.12950000000001,46093.0,53785.0,Echolocation,Pipistrellus pipistrellus,0.206,0.214,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,56640.0,1.2112156881788751,121.3105,121.3154,52109.0,60706.0,Echolocation,Pipistrellus pipistrellus,0.178,0.207,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,8.377918568447162,122.7615,122.7658,17734.0,54654.0,Echolocation,Myotis nattereri,0.28,0.296,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48960.0,2.503892345105927,123.0605,123.0657,47812.0,53306.0,Echolocation,Pipistrellus pipistrellus,0.219,0.232,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,21120.0,2.410993327651177,123.3165,123.3214,22031.0,47960.0,Echolocation,Myotis nattereri,0.152,0.201,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48000.0,-4.641764436015336,124.4245,124.4317,47812.0,52082.0,Echolocation,Pipistrellus pipistrellus,0.205,0.235,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,19200.0,-0.5707964903292752,126.5845,126.6086,18593.0,21257.0,Echolocation,Nyctalus leisleri,0.155,0.276,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,70080.0,-17.50647811212212,126.9865,127.0118,68437.0,79906.0,Echolocation,Rhinolophus ferrumequinum,0.235,0.241,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,2.910987079636396,128.1915,128.1991,22031.0,33636.0,Echolocation,Plecotus austriacus,0.153,0.231,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48000.0,9.6577485715063,130.6675,130.67340000000002,45234.0,50141.0,Echolocation,Pipistrellus pipistrellus,0.203,0.212,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,46080.0,1.6566372237870277,134.3825,134.38909999999998,45234.0,51355.0,Echolocation,Pipistrellus pipistrellus,0.203,0.218,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,55680.0,3.2455616484110736,134.4705,134.4755,55546.0,60834.0,Echolocation,Pipistrellus pygmaeus,0.218,0.221,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,24000.0,1.5247049003573312,134.9695,134.9734,24609.0,50454.0,Echolocation,Myotis nattereri,0.334,0.419,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,-2.4627987218847873,135.0315,135.0358,22890.0,50616.0,Echolocation,Myotis nattereri,0.212,0.245,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,22080.0,2.06043209175396,137.2245,137.2292,21171.0,56268.0,Echolocation,Myotis nattereri,0.287,0.302,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,25920.0,3.0473121602862907,140.2465,140.2567,25468.0,31848.0,Echolocation,Nyctalus leisleri,0.266,0.334,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,21120.0,1.069293211655627,140.6345,140.6498,18593.0,21690.0,Echolocation,Nyctalus leisleri,0.148,0.234,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,54720.0,-8.042293655614717,142.0015,142.0088,52109.0,58520.0,Echolocation,Pipistrellus pygmaeus,0.184,0.258,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,45120.0,5.979990715943067,142.4905,142.4962,44375.0,49920.0,Echolocation,Pipistrellus pipistrellus,0.179,0.214,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,2.2203829606455785,149.1505,149.1562,22890.0,39207.0,Echolocation,Myotis nattereri,0.106,0.231,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,22080.0,9.93223673721377,149.5685,149.5755,19453.0,53748.0,Echolocation,Myotis nattereri,0.264,0.277,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48000.0,-7.376119124330373,152.4345,152.4398,46953.0,51715.0,Echolocation,Pipistrellus pipistrellus,0.301,0.335,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,23040.0,4.066998950006566,153.0435,153.0494,20312.0,56677.0,Echolocation,Myotis nattereri,0.241,0.258,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48960.0,3.4556691876090233,155.8025,155.8082,47812.0,52745.0,Echolocation,Pipistrellus pipistrellus,0.196,0.215,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,19200.0,-0.8638058592798743,157.3455,157.3688,18593.0,21779.0,Echolocation,Nyctalus noctula,0.167,0.217,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,70080.0,-0.15384002305979322,157.4025,157.4444,68437.0,83235.0,Echolocation,Rhinolophus ferrumequinum,0.232,0.232,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,25920.0,2.0350683925028368,157.8945,157.9108,25468.0,28850.0,Echolocation,Nyctalus leisleri,0.276,0.334,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48000.0,0.30245714934632895,162.4865,162.4937,46953.0,51531.0,Echolocation,Pipistrellus pipistrellus,0.293,0.303,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,54720.0,-2.866245679419635,162.7945,162.7996,52109.0,57659.0,Echolocation,Pipistrellus pipistrellus,0.188,0.205,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,26880.0,1.0224698859538748,164.7575,164.7723,25468.0,29526.0,Echolocation,Nyctalus leisleri,0.158,0.24,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,26880.0,4.9421574187038,167.6265,167.6309,23750.0,54528.0,Echolocation,Myotis nattereri,0.249,0.334,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,45120.0,4.638904900801222,175.5225,175.52609999999999,26328.0,52979.0,Echolocation,Myotis nattereri,0.144,0.243,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,46080.0,4.2844382209519525,176.3045,176.3109,45234.0,50201.0,Echolocation,Pipistrellus pipistrellus,0.202,0.216,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,48960.0,3.293859955678408,178.2265,178.2322,46953.0,60774.0,Echolocation,Pipistrellus pipistrellus,0.185,0.228,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
HF,49920.0,0.8812626324724118,178.3465,178.351,48671.0,56500.0,Echolocation,Pipistrellus pipistrellus,0.231,0.246,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
LF,25920.0,3.557273146509882,190.0205,190.0253,23750.0,51537.0,Echolocation,Myotis nattereri,0.257,0.312,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_027/20250324_164000.WAV,recover-20250331,UBNA_027,E18 Bridge
