start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file
40.2485,40.2642,23750.0,28562.0,Echolocation,Nyctalus leisleri,0.567,0.656,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
40.5195,40.5345,24609.0,29267.0,Echolocation,Nyctalus leisleri,0.519,0.67,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
40.6775,40.6933,23750.0,27812.0,Echolocation,Nyctalus leisleri,0.531,0.611,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
40.9875,41.0039,23750.0,27167.0,Echolocation,Nyctalus leisleri,0.647,0.698,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
41.2745,41.2906,23750.0,28055.0,Echolocation,Nyctalus leisleri,0.56,0.647,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
41.460499999999996,41.4773,23750.0,26452.0,Echolocation,Nyctalus leisleri,0.623,0.661,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
41.7795,41.796099999999996,22890.0,26202.0,Echolocation,Nyctalus leisleri,0.703,0.734,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
42.0625,42.0784,23750.0,27808.0,Echolocation,Nyctalus leisleri,0.57,0.682,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
42.1925,42.2041,24609.0,30327.0,Echolocation,Nyctalus leisleri,0.566,0.686,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
42.4385,42.4521,23750.0,29852.0,Echolocation,Nyctalus leisleri,0.615,0.756,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
42.7085,42.7246,23750.0,27201.0,Echolocation,Nyctalus leisleri,0.656,0.714,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
