start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
2.5265,2.5427,24609,27356,Nyctalus leisleri,0.577,0.642,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
2.8205,2.8362,24609,27446,Nyctalus leisleri,0.586,0.661,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
3.1155,3.1319,23750,26701,Nyctalus leisleri,0.667,0.701,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
3.6815,3.6979,23750,27315,Nyctalus leisleri,0.668,0.715,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
3.9885,4.0037,24609,29192,Nyctalus leisleri,0.508,0.609,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
4.4195,4.4357,23750,26562,Nyctalus leisleri,0.67,0.72,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
4.7225,4.738,23750,26922,Nyctalus leisleri,0.746,0.782,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
5.0035,5.0188,23750,27725,Nyctalus leisleri,0.694,0.754,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
5.3185,5.335,23750,26253,Nyctalus leisleri,0.72,0.745,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
5.6315,5.6474,23750,26670,Nyctalus leisleri,0.764,0.797,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
6.1145,6.1293,23750,26619,Nyctalus leisleri,0.765,0.791,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
6.3325,6.3488,23750,26792,Nyctalus leisleri,0.736,0.782,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
6.5775,6.5941,23750,26362,Nyctalus leisleri,0.714,0.741,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
6.8625,6.8797,23750,26051,Nyctalus leisleri,0.826,0.844,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
7.1545,7.1708,22890,26066,Nyctalus leisleri,0.723,0.761,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
7.4365,7.453,22890,26319,Nyctalus leisleri,0.755,0.794,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
7.8495,7.8664,23750,25241,Nyctalus leisleri,0.804,0.828,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
8.1415,8.1579,22890,27119,Nyctalus leisleri,0.75,0.788,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
8.4145,8.4318,22890,26404,Nyctalus leisleri,0.75,0.789,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
8.8325,8.8496,23750,25774,Nyctalus leisleri,0.772,0.796,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
9.1265,9.143,22890,26357,Nyctalus leisleri,0.78,0.798,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
9.3825,9.3992,22890,26649,Nyctalus leisleri,0.698,0.741,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_24.wav
