start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
18.5835,18.5976,26328,30796,Nyctalus leisleri,0.358,0.503,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
18.7255,18.7385,25468,31918,Nyctalus leisleri,0.318,0.644,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
19.2555,19.2694,26328,30075,Nyctalus leisleri,0.513,0.614,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
19.3995,19.414,26328,31280,Nyctalus leisleri,0.286,0.63,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
19.5465,19.5585,26328,32869,Nyctalus leisleri,0.347,0.681,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
19.6905,19.7036,25468,31127,Nyctalus leisleri,0.389,0.633,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
19.9625,19.9759,25468,32102,Nyctalus leisleri,0.294,0.647,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
20.1085,20.1203,25468,32234,Nyctalus leisleri,0.294,0.598,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
20.2605,20.2726,25468,33786,Eptesicus serotinus,0.31,0.659,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
20.4275,20.4403,26328,32435,Nyctalus leisleri,0.356,0.663,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_10.wav
