start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
0.8255,0.8401,22890,28189,Nyctalus leisleri,0.333,0.515,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
5.8465,5.8599,23750,29164,Nyctalus leisleri,0.479,0.601,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
6.8075,6.8245,23750,27567,Nyctalus leisleri,0.523,0.598,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
7.0605,7.0761,22890,27496,Nyctalus leisleri,0.488,0.57,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
7.3175,7.334,23750,27307,Nyctalus leisleri,0.617,0.668,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
7.5945,7.6096,23750,28610,Nyctalus leisleri,0.561,0.629,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
8.2785,8.2932,22890,27227,Nyctalus leisleri,0.73,0.78,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
8.5655,8.5814,23750,26308,Nyctalus leisleri,0.72,0.751,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
8.9745,8.9908,23750,26233,Nyctalus leisleri,0.776,0.809,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
9.3995,9.4145,22890,27909,Nyctalus leisleri,0.706,0.763,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
9.6415,9.6579,23750,26075,Nyctalus leisleri,0.718,0.751,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
