start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
0.1025,0.1131,27187,40257,Eptesicus serotinus,0.505,0.71,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.2035,0.2146,24609,30690,Nyctalus leisleri,0.453,0.633,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.2295,0.2401,27187,35489,Nyctalus leisleri,0.326,0.676,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.3385,0.3476,26328,34496,Nyctalus leisleri,0.433,0.708,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.3615,0.3718,26328,43195,Eptesicus serotinus,0.465,0.708,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.4515,0.4601,25468,34136,Eptesicus serotinus,0.288,0.6,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.4815,0.4925,27187,44552,Eptesicus serotinus,0.467,0.725,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.5955,0.6068,25468,36514,Eptesicus serotinus,0.404,0.638,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.7345,0.7448,26328,35446,Eptesicus serotinus,0.388,0.682,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.8725,0.8831,26328,44296,Eptesicus serotinus,0.475,0.724,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
0.9945,1.0047,27187,45302,Eptesicus serotinus,0.503,0.705,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
1.1245,1.1356,25468,42307,Eptesicus serotinus,0.409,0.641,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
1.2545,1.2633,27187,36294,Nyctalus leisleri,0.463,0.728,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
1.3935,1.4026,27187,44034,Eptesicus serotinus,0.484,0.785,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
1.5265,1.5358,27187,35560,Nyctalus leisleri,0.397,0.696,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
1.6665,1.6767,27187,42985,Eptesicus serotinus,0.46,0.748,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
1.8015,1.812,26328,34802,Nyctalus leisleri,0.309,0.662,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
1.9455,1.9558,26328,38588,Eptesicus serotinus,0.498,0.715,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.1015,2.112,26328,33491,Eptesicus serotinus,0.312,0.668,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.1615,2.1728,25468,31727,Nyctalus leisleri,0.404,0.667,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.2555,2.2682,26328,38888,Eptesicus serotinus,0.504,0.696,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.4045,2.4166,25468,36126,Eptesicus serotinus,0.477,0.637,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.5005,2.5129,24609,32415,Nyctalus leisleri,0.302,0.676,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.5515,2.5635,26328,37913,Eptesicus serotinus,0.477,0.661,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.7075,2.7201,24609,36776,Eptesicus serotinus,0.551,0.654,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.7855,2.7952,27187,33899,Eptesicus serotinus,0.251,0.531,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.8845,2.8963,25468,32096,Nyctalus leisleri,0.409,0.639,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
2.9745,2.9888,24609,34559,Eptesicus serotinus,0.415,0.598,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
3.1295,3.1427,24609,34804,Eptesicus serotinus,0.409,0.68,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
3.2835,3.2927,27187,34837,Nyctalus leisleri,0.319,0.62,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
3.4035,3.4185,24609,30410,Nyctalus leisleri,0.329,0.581,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
3.5695,3.5834,25468,31629,Nyctalus leisleri,0.323,0.663,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
3.8395,3.8537,23750,32007,Eptesicus serotinus,0.302,0.648,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
3.9115,3.9211,25468,33228,Nyctalus leisleri,0.384,0.668,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
3.9815,3.9923,25468,33235,Nyctalus leisleri,0.329,0.667,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.0465,4.0571,25468,33270,Nyctalus leisleri,0.444,0.73,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.1315,4.1446,25468,29787,Nyctalus leisleri,0.414,0.513,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.2055,4.2154,25468,33189,Nyctalus leisleri,0.377,0.682,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.2995,4.3109,25468,31516,Nyctalus leisleri,0.348,0.566,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.3695,4.3811,25468,35249,Eptesicus serotinus,0.334,0.687,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.5275,4.5377,25468,32852,Nyctalus leisleri,0.417,0.662,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.6745,4.6866,23750,33206,Eptesicus serotinus,0.374,0.683,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.7235,4.7354,24609,31621,Eptesicus serotinus,0.295,0.586,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.8405,4.853,24609,35299,Eptesicus serotinus,0.41,0.685,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
4.8775,4.8891,26328,32801,Nyctalus leisleri,0.28,0.544,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
5.0185,5.0292,25468,31339,Nyctalus leisleri,0.43,0.597,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
5.1705,5.1829,23750,32068,Nyctalus leisleri,0.32,0.686,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
5.3295,5.3412,24609,31448,Nyctalus leisleri,0.317,0.532,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
5.4855,5.4955,26328,32560,Nyctalus leisleri,0.392,0.644,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
5.7715,5.782,25468,32248,Nyctalus leisleri,0.383,0.643,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
5.9245,5.9338,24609,31720,Nyctalus leisleri,0.308,0.539,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
13.1475,13.1605,24609,31943,Nyctalus leisleri,0.335,0.621,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
13.7135,13.7258,24609,31453,Nyctalus leisleri,0.328,0.639,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
13.8545,13.8657,25468,31294,Nyctalus leisleri,0.462,0.661,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
14.2545,14.2658,24609,31173,Nyctalus leisleri,0.399,0.657,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
14.3805,14.3909,25468,32050,Nyctalus leisleri,0.401,0.644,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
14.9985,15.0087,25468,32833,Nyctalus leisleri,0.348,0.662,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
15.1425,15.1562,23750,31846,Nyctalus leisleri,0.304,0.662,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
15.4795,15.4912,24609,31705,Nyctalus leisleri,0.281,0.59,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
15.6455,15.6588,23750,32672,Eptesicus serotinus,0.372,0.682,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
15.8435,15.857,23750,32710,Eptesicus serotinus,0.376,0.641,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
15.9545,15.9646,25468,33933,Nyctalus leisleri,0.413,0.732,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
16.0645,16.0742,25468,35258,Eptesicus serotinus,0.355,0.712,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
16.1825,16.1929,25468,35582,Eptesicus serotinus,0.374,0.739,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_14.wav
