start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
0.0475,0.0612,23750,30365,Nyctalus leisleri,0.299,0.63,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
0.2365,0.2562,24609,32418,Eptesicus serotinus,0.287,0.542,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
0.2925,0.3067,23750,30003,Nyctalus leisleri,0.315,0.599,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
0.3645,0.3766,26328,32923,Eptesicus serotinus,0.334,0.594,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
0.4395,0.4512,24609,30363,Nyctalus leisleri,0.441,0.671,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
0.5075,0.5203,26328,38042,Eptesicus serotinus,0.503,0.678,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
0.5745,0.5854,25468,31106,Nyctalus leisleri,0.369,0.601,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
0.7235,0.735,24609,30074,Nyctalus leisleri,0.483,0.63,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
0.7675,0.7812,25468,34771,Eptesicus serotinus,0.391,0.572,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
0.9605,0.9745,23750,31189,Nyctalus leisleri,0.287,0.632,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
1.0175,1.031,25468,36181,Eptesicus serotinus,0.477,0.595,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
1.2055,1.2203,23750,29265,Nyctalus leisleri,0.388,0.635,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
1.2785,1.2945,25468,36171,Eptesicus serotinus,0.453,0.602,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
1.3585,1.3707,24609,29752,Nyctalus leisleri,0.374,0.529,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
1.5405,1.5546,25468,31608,Nyctalus leisleri,0.3,0.596,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
1.8665,1.8808,23750,29285,Nyctalus leisleri,0.487,0.648,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
2.1295,2.1422,22890,28458,Nyctalus leisleri,0.494,0.654,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
2.2675,2.2802,24609,32618,Eptesicus serotinus,0.348,0.621,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
2.3825,2.3937,23750,29910,Nyctalus leisleri,0.471,0.65,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
2.4115,2.4228,26328,32823,Nyctalus leisleri,0.282,0.614,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
2.5565,2.5667,25468,33391,Eptesicus serotinus,0.336,0.634,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
2.9755,2.9873,25468,30408,Nyctalus leisleri,0.354,0.583,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
6.7845,6.7995,25468,29961,Nyctalus leisleri,0.429,0.581,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_20.wav
