start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
0.1105,0.1261,24609,32942,Nyctalus leisleri,0.301,0.656,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
0.4945,0.5091,24609,31865,Nyctalus leisleri,0.298,0.658,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
0.7665,0.7817,24609,31991,Nyctalus leisleri,0.431,0.703,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.0425,1.0564,24609,31450,Eptesicus serotinus,0.299,0.615,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.1845,1.2002,25468,34005,Eptesicus serotinus,0.339,0.583,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.4465,1.4616,24609,32356,Nyctalus leisleri,0.341,0.684,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.5465,1.559,26328,44565,Eptesicus serotinus,0.52,0.744,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.6425,1.654,27187,46715,Eptesicus serotinus,0.506,0.762,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.7515,1.7621,27187,51180,Eptesicus serotinus,0.519,0.754,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.8755,1.8846,28906,47910,Eptesicus serotinus,0.352,0.729,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.9655,1.9742,28046,49803,Eptesicus serotinus,0.346,0.72,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.0495,2.0568,28046,47251,Eptesicus serotinus,0.539,0.75,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.1025,2.1075,27187,40023,Eptesicus serotinus,0.579,0.706,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.1395,2.1463,27187,37804,Eptesicus serotinus,0.358,0.604,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.1585,2.1636,28046,41412,Eptesicus serotinus,0.47,0.614,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.2485,2.257,28046,49761,Eptesicus serotinus,0.514,0.769,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.3875,2.401,24609,35397,Eptesicus serotinus,0.476,0.579,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.5095,2.5238,26328,39701,Eptesicus serotinus,0.553,0.678,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.6305,2.6428,26328,41986,Eptesicus serotinus,0.59,0.735,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
