start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
6.9705,6.9856,23750.0,28510.0,Nyctalus leisleri,0.545,0.648,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
7.8095,7.8257,23750.0,28407.0,Nyctalus leisleri,0.508,0.613,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
8.0985,8.1135,24609.0,27396.0,Nyctalus leisleri,0.524,0.588,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
8.5215,8.5367,23750.0,27961.0,Nyctalus leisleri,0.691,0.734,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
8.8175,8.8344,23750.0,27280.0,Nyctalus leisleri,0.594,0.654,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
9.1105,9.1308,23750.0,27367.0,Nyctalus leisleri,0.486,0.557,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
9.3925,9.409,23750.0,27757.0,Nyctalus leisleri,0.7,0.752,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
9.6865,9.7042,23750.0,26900.0,Nyctalus leisleri,0.633,0.69,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
10.1025,10.1184,23750.0,27637.0,Nyctalus leisleri,0.718,0.765,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
10.3935,10.4121,23750.0,26507.0,Nyctalus leisleri,0.704,0.743,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
10.8175,10.8331,23750.0,26277.0,Nyctalus leisleri,0.746,0.784,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
11.1035,11.119,23750.0,27731.0,Nyctalus leisleri,0.767,0.798,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
11.3905,11.407,23750.0,26455.0,Nyctalus leisleri,0.756,0.787,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
11.7965,11.8114,23750.0,27333.0,Nyctalus leisleri,0.809,0.837,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
12.0705,12.0866,23750.0,26415.0,Nyctalus leisleri,0.783,0.815,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_11.wav
