KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,32640.0,-0.2209180040732595,1.4395,1.4438,25468.0,51075.0,Myotis nattereri,0.14,0.222,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,-0.5586868780079725,1.8185,1.823,22031.0,52307.0,Myotis nattereri,0.233,0.26,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,-1.1399690307407981,3.1935,3.1977,16875.0,51453.0,Myotis nattereri,0.229,0.26,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,65280.0,-1.0049557937138716,3.5355,3.5482,63281.0,67545.0,Pipistrellus pygmaeus,0.297,0.355,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,65280.0,-1.5502386432625526,6.9925,7.0051,62421.0,69267.0,Pipistrellus pipistrellus,0.132,0.214,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,22080.0,7.539744450451438,8.9995,9.0145,21171.0,25794.0,Nyctalus leisleri,0.111,0.218,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,-0.11352730663548466,17.9825,17.9881,21171.0,32708.0,Plecotus austriacus,0.12,0.21,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,22080.0,9.12521547719636,19.8485,19.8685,21171.0,24479.0,Nyctalus leisleri,0.195,0.224,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,-1.9403714265498344,23.8485,23.8529,22890.0,55006.0,Myotis nattereri,0.232,0.274,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,-3.604285312143698,24.8435,24.849,23750.0,36574.0,Plecotus austriacus,0.143,0.211,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,-0.7053504677367182,27.2555,27.26,22890.0,36163.0,Plecotus austriacus,0.174,0.227,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,23040.0,-0.692842315833321,28.3835,28.405,22890.0,25825.0,Nyctalus leisleri,0.208,0.24,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,19200.0,-6.9271101291886605,28.7485,28.7754,17734.0,21255.0,Nyctalus noctula,0.234,0.303,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,-0.31138493449509147,29.5735,29.5822,22031.0,31232.0,Plecotus austriacus,0.087,0.2,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,23040.0,7.168465694331819,30.4775,30.4976,22890.0,26069.0,Nyctalus leisleri,0.339,0.388,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,23040.0,-2.202628439617036,31.3435,31.3597,22890.0,25870.0,Nyctalus leisleri,0.228,0.251,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,23040.0,14.463876330243044,32.8845,32.9074,22031.0,25113.0,Nyctalus leisleri,0.219,0.268,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,10.773949392182862,33.0185,33.0362,32343.0,35377.0,Pipistrellus nathusii,0.182,0.286,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,65280.0,0.8340812218152692,33.9315,33.9794,68437.0,83373.0,Rhinolophus ferrumequinum,0.292,0.292,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,48960.0,4.210749727031043,36.5835,36.5925,46093.0,57338.0,Pipistrellus pipistrellus,0.161,0.206,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,60480.0,6.253933676783975,36.7485,36.7644,55546.0,61718.0,Pipistrellus pygmaeus,0.183,0.201,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,65280.0,0.991346883996157,38.5005,38.5105,61562.0,67345.0,Pipistrellus pipistrellus,0.148,0.307,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,65280.0,0.7305903054624892,39.3445,39.3608,64140.0,69871.0,Pipistrellus pipistrellus,0.148,0.234,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,47040.0,3.021502228055275,40.9495,40.959,46093.0,50889.0,Pipistrellus pipistrellus,0.306,0.339,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,1.3942307021340583,47.2915,47.296800000000005,17734.0,59503.0,Myotis nattereri,0.22,0.23,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,93120.0,6.699646379308176,49.802499999999995,49.832300000000004,79609.0,95688.0,Rhinolophus hipposideros,0.202,0.202,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,42240.0,2.6350984627286724,53.8285,53.8433,40937.0,44218.0,Pipistrellus nathusii,0.222,0.247,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,47040.0,11.74922457628056,59.3375,59.347300000000004,46953.0,49893.0,Pipistrellus pipistrellus,0.3,0.375,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,48960.0,3.1741384754868553,60.4585,60.4713,47812.0,51288.0,Pipistrellus pipistrellus,0.226,0.276,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,25920.0,2.646691270183137,60.4585,60.4722,24609.0,28767.0,Nyctalus leisleri,0.354,0.4,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,32640.0,-1.3476597364151945,65.4435,65.462,32343.0,35431.0,Pipistrellus nathusii,0.133,0.263,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
LF,25920.0,3.177364804854721,68.48349999999999,68.49719999999999,25468.0,28219.0,Nyctalus leisleri,0.285,0.326,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,78720.0,2.457579578779167,76.9315,76.973,68437.0,83071.0,Rhinolophus ferrumequinum,0.204,0.204,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
HF,79680.0,2.0743449640388563,82.1875,82.2201,68437.0,82393.0,Rhinolophus ferrumequinum,0.202,0.202,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_027/20250407_232000.WAV,recover-20250418,UBNA_027,E18 Bridge
