KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,54720.0,5.563829675910879,6.1085,6.114,54687.0,58543.0,Pipistrellus pygmaeus,0.207,0.218,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
HF,59520.0,1.9548310029087284,7.0305,7.0351,58984.0,66151.0,Pipistrellus pygmaeus,0.219,0.221,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
HF,43200.0,2.019262033990122,14.0545,14.0582,31484.0,54895.0,Myotis daubentonii,0.169,0.217,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
LF,24000.0,7.582293063423649,15.0875,15.1022,22890.0,26429.0,Nyctalus leisleri,0.478,0.509,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
HF,47040.0,7.453635826888581,19.7295,19.7363,46953.0,54584.0,Pipistrellus pipistrellus,0.205,0.24,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
LF,25920.0,11.066910799067045,24.6135,24.6252,25468.0,31491.0,Nyctalus leisleri,0.225,0.322,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
LF,28800.0,3.0267386449960214,26.1465,26.1508,26328.0,47398.0,Myotis nattereri,0.135,0.224,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
LF,23040.0,-1.4835842422114232,30.9185,30.9239,22031.0,51700.0,Myotis nattereri,0.161,0.206,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
HF,43200.0,30.01588888940156,34.3095,34.3144,30625.0,80021.0,Myotis daubentonii,0.088,0.231,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
HF,48000.0,-5.712592131756163,37.4165,37.4237,46953.0,57782.0,Pipistrellus pipistrellus,0.181,0.201,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
HF,45120.0,4.742042110039365,37.7055,37.71,24609.0,63028.0,Myotis nattereri,0.229,0.306,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_026/20250224_183000.WAV,recover-20250303,UBNA_026,Carp Pond
