KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,48960.0,11.655708477132272,2.5185,2.5301,48671.0,50882.0,Echolocation,Pipistrellus pipistrellus,0.286,0.4,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
HF,48960.0,14.194055184148446,11.2335,11.2426,48671.0,53516.0,Echolocation,Pipistrellus pipistrellus,0.334,0.373,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
HF,48960.0,19.50425524241348,19.3665,19.3779,48671.0,51498.0,Echolocation,Pipistrellus pipistrellus,0.379,0.489,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
HF,48960.0,13.153128679367859,20.3765,20.3909,47812.0,50717.0,Echolocation,Pipistrellus pipistrellus,0.389,0.453,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
HF,48960.0,14.784861232598967,39.3735,39.3859,47812.0,51943.0,Echolocation,Pipistrellus pipistrellus,0.388,0.476,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
HF,48960.0,5.015362632742779,42.3775,42.387100000000004,47812.0,51694.0,Echolocation,Pipistrellus pipistrellus,0.346,0.385,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
HF,48960.0,12.818035837119307,69.5765,69.59,47812.0,50744.0,Echolocation,Pipistrellus pipistrellus,0.35,0.425,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
HF,48960.0,1.1185831166330529,76.8725,76.8856,48671.0,50916.0,Echolocation,Pipistrellus pipistrellus,0.253,0.326,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,24000.0,3.610318412145279,106.9125,106.9307,23750.0,26549.0,Echolocation,Nyctalus leisleri,0.294,0.326,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,24000.0,5.999648253241906,107.9265,107.9444,23750.0,27336.0,Echolocation,Nyctalus leisleri,0.254,0.301,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,24000.0,5.516967958316114,198.2545,198.2743,22890.0,26243.0,Echolocation,Nyctalus leisleri,0.325,0.361,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,24000.0,15.301669962119506,213.5605,213.5759,23750.0,26835.0,Echolocation,Nyctalus leisleri,0.342,0.369,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
HF,44160.0,8.442357779415378,221.5145,221.5231,43515.0,46242.0,Echolocation,Pipistrellus pipistrellus,0.293,0.301,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,24000.0,-9.355956860316573,277.7865,277.8005,23750.0,27552.0,Echolocation,Nyctalus leisleri,0.409,0.44,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_221000.WAV,recover-20250606,UBNA_026,E18 Bridge
HF,46080.0,3.083661593262152,196.3805,196.3873,45234.0,50074.0,Echolocation,Pipistrellus pipistrellus,0.301,0.316,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_222000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,20160.0,3.70682220925589,282.4965,282.5155,18593.0,22484.0,Echolocation,Nyctalus noctula,0.245,0.346,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_231000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,21120.0,7.069864651482719,2.5125,2.5339,19453.0,22798.0,Echolocation,Nyctalus noctula,0.195,0.305,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_233000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,21120.0,4.476036697104666,2.7865,2.8094,19453.0,21991.0,Echolocation,Nyctalus noctula,0.196,0.302,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_233000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,28800.0,0.8673334966424482,39.7605,39.7709,28046.0,34540.0,Echolocation,Eptesicus serotinus,0.215,0.302,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250530_235000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,24000.0,4.239969863558384,194.67849999999999,194.6861,22890.0,32507.0,Echolocation,Eptesicus serotinus,0.119,0.344,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250531_000000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,23040.0,0.7650706203707397,190.3665,190.3825,22890.0,26504.0,Echolocation,Nyctalus leisleri,0.421,0.497,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250531_003000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,26880.0,0.9780960613258749,128.4395,128.4474,26328.0,34815.0,Echolocation,Eptesicus serotinus,0.176,0.317,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250531_012000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,24960.0,3.014798259806526,292.0215,292.0311,22890.0,30197.0,Echolocation,Eptesicus serotinus,0.207,0.426,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250531_012000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,22080.0,1.1095023377250053,221.8145,221.8314,21171.0,25529.0,Echolocation,Nyctalus noctula,0.208,0.358,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250531_013000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,28800.0,2.194173940058057,110.3225,110.3317,27187.0,35207.0,Echolocation,Eptesicus serotinus,0.226,0.328,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250531_021000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,28800.0,8.467856850255036,207.3985,207.4183,28046.0,30794.0,Echolocation,Nyctalus leisleri,0.305,0.341,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250531_024000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,25920.0,1.6900656091596111,0.0305,0.0402,24609.0,31074.0,Echolocation,Nyctalus leisleri,0.198,0.456,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250531_043000.WAV,recover-20250606,UBNA_026,E18 Bridge
LF,26880.0,2.668834916665857,0.2765,0.2851,26328.0,35005.0,Echolocation,Eptesicus serotinus,0.333,0.516,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_026/20250531_043000.WAV,recover-20250606,UBNA_026,E18 Bridge
