start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
550.2155,550.2263,44375.0,52219.0,0.535,Echolocation,20230610_073000.WAV
551.2365,551.2458,43515.0,58293.0,0.503,Echolocation,20230610_073000.WAV
551.3975,551.4069,42656.0,64373.0,0.576,Echolocation,20230610_073000.WAV
551.4845,551.4939,42656.0,60371.0,0.505,Echolocation,20230610_073000.WAV
551.5725,551.5828,42656.0,67232.0,0.589,Echolocation,20230610_073000.WAV
551.6655,551.6738,42656.0,62370.0,0.516,Echolocation,20230610_073000.WAV
551.7575,551.7668,41796.0,70161.0,0.517,Echolocation,20230610_073000.WAV
552.0435,552.0501,42656.0,53230.0,0.57,Echolocation,20230610_073000.WAV
552.3225,552.3289,44375.0,50758.0,0.608,Echolocation,20230610_073000.WAV
552.4165,552.4256,42656.0,57520.0,0.528,Echolocation,20230610_073000.WAV
552.5235,552.53,43515.0,52171.0,0.535,Echolocation,20230610_073000.WAV
552.6195,552.6263,42656.0,55541.0,0.52,Echolocation,20230610_073000.WAV
552.8115,552.8182,42656.0,56616.0,0.547,Echolocation,20230610_073000.WAV
553.1815,553.1881,42656.0,56816.0,0.539,Echolocation,20230610_073000.WAV
687.9445,687.9508,46093.0,56809.0,0.614,Echolocation,20230610_073000.WAV
688.2785,688.2855,42656.0,60096.0,0.583,Echolocation,20230610_073000.WAV
688.5295,688.5367,43515.0,58605.0,0.56,Echolocation,20230610_073000.WAV
689.2065,689.216,44375.0,53923.0,0.61,Echolocation,20230610_073000.WAV
689.2855,689.2951,43515.0,57010.0,0.537,Echolocation,20230610_073000.WAV
689.8205,689.8279,43515.0,54731.0,0.536,Echolocation,20230610_073000.WAV
689.9065,689.9144,44375.0,52942.0,0.593,Echolocation,20230610_073000.WAV
690.0135,690.0213,42656.0,56484.0,0.504,Echolocation,20230610_073000.WAV
691.1395,691.1479,43515.0,52337.0,0.548,Echolocation,20230610_073000.WAV
336.3695,336.3863,22890.0,25285.0,0.563,Echolocation,20230611_053000.WAV
336.7675,336.7854,22890.0,26231.0,0.611,Echolocation,20230611_053000.WAV
338.1085,338.1233,22890.0,26887.0,0.581,Echolocation,20230611_053000.WAV
340.1475,340.1647,22890.0,26315.0,0.566,Echolocation,20230611_053000.WAV
340.9765,340.9958,22031.0,26009.0,0.534,Echolocation,20230611_053000.WAV
401.5105,401.5189,43515.0,59320.0,0.615,Echolocation,20230611_053000.WAV
401.7025,401.7093,43515.0,55907.0,0.615,Echolocation,20230611_053000.WAV
401.8095,401.8175,45234.0,51143.0,0.547,Echolocation,20230611_053000.WAV
401.9075,401.9159,42656.0,60907.0,0.58,Echolocation,20230611_053000.WAV
402.0095,402.0175,43515.0,51075.0,0.582,Echolocation,20230611_053000.WAV
402.0975,402.1038,43515.0,56855.0,0.682,Echolocation,20230611_053000.WAV
402.1805,402.187,44375.0,55358.0,0.691,Echolocation,20230611_053000.WAV
402.2615,402.2706,42656.0,58951.0,0.509,Echolocation,20230611_053000.WAV
402.3595,402.3675,43515.0,52025.0,0.612,Echolocation,20230611_053000.WAV
402.4525,402.4597,43515.0,53170.0,0.547,Echolocation,20230611_053000.WAV
402.5395,402.545,43515.0,56938.0,0.665,Echolocation,20230611_053000.WAV
