KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,45120.0,0.2628449650539437,66.6385,66.6452,43515.0,48676.0,Echolocation,Pipistrellus pipistrellus,0.304,0.326,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,48960.0,1.319820005364575,71.7625,71.7683,46953.0,53674.0,Echolocation,Pipistrellus pipistrellus,0.303,0.317,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,48960.0,13.596222835789746,75.8625,75.8659,42656.0,63374.0,Echolocation,Myotis mystacinus,0.149,0.331,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,65280.0,13.127111602280316,109.7005,109.7139,64140.0,70875.0,Echolocation,Pipistrellus pygmaeus,0.455,0.458,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,43200.0,5.3648717840442695,117.6245,117.6292,22890.0,52223.0,Echolocation,Myotis nattereri,0.28,0.314,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
LF,24000.0,5.343205053910766,124.2875,124.2933,22890.0,38728.0,Echolocation,Plecotus austriacus,0.165,0.357,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,66240.0,11.372147264466854,133.6605,133.6747,64140.0,69306.0,Echolocation,Pipistrellus pygmaeus,0.294,0.31,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,65280.0,3.77550346694492,196.5565,196.5711,64140.0,69138.0,Echolocation,Pipistrellus pygmaeus,0.354,0.359,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,54720.0,4.0415092682735185,198.9125,198.9162,50390.0,58415.0,Echolocation,Pipistrellus pipistrellus,0.283,0.323,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,71040.0,1.2374279774546133,200.6475,200.6612,64140.0,70354.0,Echolocation,Pipistrellus pygmaeus,0.428,0.436,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
LF,23040.0,2.132786925942012,204.5785,204.58350000000002,21171.0,52328.0,Echolocation,Myotis nattereri,0.279,0.313,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,68160.0,3.954842573560973,261.1735,261.1881,64140.0,69506.0,Echolocation,Pipistrellus pygmaeus,0.425,0.431,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
LF,24000.0,4.603273008108722,265.0375,265.0427,21171.0,43118.0,Echolocation,Myotis nattereri,0.27,0.324,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,62400.0,2.6908772260356146,288.9175,288.9301,64140.0,69424.0,Echolocation,Pipistrellus pygmaeus,0.329,0.331,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
LF,21120.0,9.106076181084841,293.7405,293.7452,17734.0,60436.0,Echolocation,Myotis nattereri,0.304,0.314,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_215000.WAV,recover-20250613,UBNA_010,Central Pond
HF,38400.0,10.302873636542532,17.1455,17.1498,22031.0,57013.0,Echolocation,Myotis nattereri,0.35,0.387,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_220000.WAV,recover-20250613,UBNA_010,Central Pond
HF,63360.0,10.270904032170762,187.5445,187.5545,64140.0,69591.0,Echolocation,Pipistrellus pygmaeus,0.346,0.352,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_220000.WAV,recover-20250613,UBNA_010,Central Pond
LF,22080.0,2.9213518257815214,198.4415,198.44650000000001,22031.0,38072.0,Echolocation,Plecotus austriacus,0.306,0.418,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_220000.WAV,recover-20250613,UBNA_010,Central Pond
HF,67200.0,1.3703001511142503,294.0085,294.0254,64140.0,70859.0,Echolocation,Pipistrellus pygmaeus,0.371,0.38,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_010/20250606_220000.WAV,recover-20250613,UBNA_010,Central Pond
