KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,32640.0,0.2108245610295249,0.1685,0.1853,27187.0,31236.0,Nyctalus leisleri,0.289,0.396,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,42240.0,0.9439377602734949,0.5735,0.5859,43515.0,49535.0,Pipistrellus nathusii,0.17,0.208,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,23040.0,5.4303684167129065,1.5995,1.62,22890.0,26729.0,Nyctalus leisleri,0.156,0.22,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,60480.0,6.195149361818366,1.8365,1.8463,54687.0,61894.0,Pipistrellus pipistrellus,0.141,0.255,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,42240.0,2.9549103867804876,2.8415,2.8575,41796.0,43932.0,Pipistrellus nathusii,0.184,0.21,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,65280.0,2.3038534266929176,3.6465,3.654,54687.0,63397.0,Pipistrellus pygmaeus,0.195,0.211,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,65280.0,1.143271992444229,5.6135,5.6208,58125.0,67061.0,Pipistrellus pygmaeus,0.234,0.238,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,0.140300517779715,5.9435,5.9566,27187.0,31049.0,Nyctalus leisleri,0.165,0.277,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,2.3471346913102433,6.6335,6.6522,22890.0,27374.0,Nyctalus leisleri,0.201,0.295,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,51840.0,3.2447390833788967,6.8065,6.8146,47812.0,52065.0,Pipistrellus pipistrellus,0.198,0.223,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,-0.522078575736453,7.9025,7.9166,22890.0,28403.0,Nyctalus noctula,0.094,0.226,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,0.11026826812483694,7.9585,7.9704,26328.0,31752.0,Eptesicus serotinus,0.133,0.22,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,56640.0,0.23647349635081197,8.0125,8.021,49531.0,56135.0,Pipistrellus pipistrellus,0.205,0.264,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,0.15157077173054323,8.4895,8.5076,27187.0,30847.0,Nyctalus leisleri,0.191,0.27,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,60480.0,2.175118690484364,9.0865,9.1018,55546.0,60118.0,Pipistrellus pygmaeus,0.197,0.209,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,0.28495657945063935,9.6765,9.6927,27187.0,30852.0,Nyctalus leisleri,0.127,0.213,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,1.7703023962654578,9.9515,9.9661,22890.0,27614.0,Nyctalus leisleri,0.136,0.238,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,-3.666183930487472,10.2635,10.2776,22890.0,27709.0,Eptesicus serotinus,0.077,0.208,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,0.04778497730680411,10.6375,10.6547,27187.0,30369.0,Nyctalus leisleri,0.17,0.257,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,0.44451734203774856,11.3045,11.3222,27187.0,30589.0,Nyctalus leisleri,0.21,0.306,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,60480.0,-2.068018537571822,11.3665,11.3819,55546.0,60557.0,Pipistrellus pygmaeus,0.257,0.293,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,1.1967096728679085,12.6655,12.6789,23750.0,28058.0,Nyctalus leisleri,0.187,0.261,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,60480.0,6.32893227833755,12.7005,12.7136,55546.0,58934.0,Pipistrellus pygmaeus,0.213,0.229,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,3.0316467536206453,13.0865,13.0995,23750.0,28280.0,Nyctalus leisleri,0.138,0.27,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,2.776803053113857,13.1305,13.1426,22031.0,28120.0,Nyctalus noctula,0.198,0.403,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,42240.0,7.707073174143691,14.7015,14.7195,40937.0,45387.0,Pipistrellus nathusii,0.157,0.227,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,42240.0,1.6947966506082217,17.1475,17.1569,41796.0,48101.0,Pipistrellus nathusii,0.188,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,0.09814136642374335,17.4915,17.5053,27187.0,31266.0,Nyctalus leisleri,0.113,0.202,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,43200.0,0.2188662057866958,18.0595,18.0663,43515.0,48902.0,Pipistrellus pipistrellus,0.214,0.252,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,44160.0,-0.9009687326814699,19.3305,19.3389,43515.0,50573.0,Pipistrellus nathusii,0.132,0.284,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
HF,65280.0,1.2243102320211094,20.0875,20.1019,58984.0,63741.0,Pipistrellus pipistrellus,0.124,0.256,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
LF,32640.0,5.6019176219154065,20.6735,20.6945,31484.0,34789.0,Pipistrellus nathusii,0.208,0.343,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_029/20250418_213000.WAV,recover-20250425,UBNA_029,Carp Pond
