KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,43200.0,6.733785071309456,1.5415,1.5538,43515.0,53863.0,Pipistrellus pipistrellus,0.2,0.357,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
HF,65280.0,2.7983257235653376,2.0705,2.1211,68437.0,83907.0,Rhinolophus ferrumequinum,0.206,0.206,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
HF,65280.0,4.778975745880486,2.4435,2.4533,54687.0,64901.0,Pipistrellus pygmaeus,0.204,0.254,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
LF,23040.0,2.868894956362349,2.6795,2.6951,22890.0,26470.0,Nyctalus leisleri,0.333,0.368,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
LF,23040.0,4.454588280687146,2.7165,2.7363,23750.0,27251.0,Nyctalus leisleri,0.183,0.239,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
HF,60480.0,3.508104027276337,2.8485,2.8624,55546.0,58933.0,Pipistrellus pygmaeus,0.308,0.322,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
HF,42240.0,1.7105863617675332,2.9605,2.9717,41796.0,44735.0,Pipistrellus nathusii,0.093,0.221,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
HF,42240.0,-4.687282261997349,4.2245,4.2334,40937.0,44605.0,Pipistrellus nathusii,0.256,0.283,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
LF,23040.0,-2.206977479568521,4.7235,4.7376,22890.0,27657.0,Nyctalus leisleri,0.151,0.288,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
HF,60480.0,7.451569721853877,4.9805,4.9924,55546.0,62642.0,Pipistrellus pygmaeus,0.204,0.211,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_009/20250210_180000.WAV,recover-20250224,UBNA_009,Carp Pond
