KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,31680.0,0.3609964307018537,94.4075,94.4127,28046.0,38706.0,Echolocation,Plecotus auritus,0.144,0.256,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_163000.WAV,recover-20250331,UBNA_028,Central Pond
LF,19200.0,3.0053306089688725,117.3995,117.4031,16015.0,33564.0,Echolocation,Plecotus auritus,0.16,0.229,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_163000.WAV,recover-20250331,UBNA_028,Central Pond
LF,26880.0,-5.738317166490731,117.6035,117.6146,25468.0,31512.0,Echolocation,Eptesicus serotinus,0.177,0.299,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_163000.WAV,recover-20250331,UBNA_028,Central Pond
LF,26880.0,-18.951528349524335,155.2805,155.2923,25468.0,30354.0,Echolocation,Eptesicus serotinus,0.099,0.21,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_163000.WAV,recover-20250331,UBNA_028,Central Pond
LF,24960.0,1.787723720010443,176.2575,176.2629,21171.0,36878.0,Echolocation,Plecotus austriacus,0.126,0.217,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_163000.WAV,recover-20250331,UBNA_028,Central Pond
LF,30720.0,0.6004685710799011,195.2185,195.2282,28046.0,34951.0,Echolocation,Eptesicus serotinus,0.14,0.205,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_163000.WAV,recover-20250331,UBNA_028,Central Pond
LF,28800.0,4.235379024781162,262.2495,262.2536,23750.0,40325.0,Echolocation,Plecotus austriacus,0.162,0.219,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_163000.WAV,recover-20250331,UBNA_028,Central Pond
LF,24960.0,0.3811970367862154,266.7935,266.8043,22890.0,27385.0,Echolocation,Eptesicus serotinus,0.142,0.356,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_163000.WAV,recover-20250331,UBNA_028,Central Pond
LF,24960.0,-3.5213963304655724,267.0415,267.0533,22890.0,28545.0,Echolocation,Eptesicus serotinus,0.101,0.224,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_163000.WAV,recover-20250331,UBNA_028,Central Pond
HF,45120.0,4.161476375191485,0.8095,0.8153,45234.0,51018.0,Echolocation,Pipistrellus pipistrellus,0.215,0.222,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,22080.0,1.2044176131800637,11.2365,11.2412,21171.0,48844.0,Echolocation,Myotis nattereri,0.219,0.246,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,20160.0,2.148524669884709,13.5285,13.533,19453.0,52939.0,Echolocation,Myotis nattereri,0.204,0.232,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,48000.0,2.364108137740529,14.0535,14.059,46953.0,53190.0,Echolocation,Pipistrellus pipistrellus,0.193,0.203,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,29760.0,7.673720351347592,15.8795,15.8834,28046.0,43476.0,Echolocation,Myotis daubentonii,0.152,0.261,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,43200.0,13.126317823050965,17.2975,17.3015,26328.0,62095.0,Echolocation,Myotis nattereri,0.142,0.246,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,24960.0,-7.604333395914501,23.4175,23.4265,22890.0,29439.0,Echolocation,Nyctalus leisleri,0.13,0.208,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,46080.0,2.7132252383783033,23.8655,23.8698,39218.0,59228.0,Echolocation,Myotis mystacinus,0.093,0.218,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,45120.0,-13.449297203023093,28.4225,28.4296,41796.0,54020.0,Echolocation,Pipistrellus nathusii,0.09,0.222,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,26880.0,3.0110406937428142,29.7825,29.7864,24609.0,43818.0,Echolocation,Myotis nattereri,0.19,0.273,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,30720.0,3.4913130553811573,43.6545,43.658500000000004,24609.0,44042.0,Echolocation,Myotis nattereri,0.111,0.24,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,29760.0,2.115168007927418,46.5865,46.5898,26328.0,43154.0,Echolocation,Myotis daubentonii,0.133,0.289,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,43200.0,3.230051882247439,47.6105,47.614599999999996,34062.0,56911.0,Echolocation,Myotis daubentonii,0.213,0.259,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,48000.0,3.816511344299978,50.558499999999995,50.561800000000005,40078.0,62857.0,Echolocation,Myotis mystacinus,0.128,0.207,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,45120.0,4.614367048589253,51.0135,51.0169,40937.0,60453.0,Echolocation,Myotis mystacinus,0.096,0.23,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,48000.0,2.778598234115629,55.3535,55.357299999999995,40078.0,62275.0,Echolocation,Myotis mystacinus,0.08,0.203,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,29760.0,5.758759902541181,57.2485,57.2531,22890.0,44452.0,Echolocation,Myotis nattereri,0.161,0.25,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,29760.0,5.781172611279752,60.1585,60.1623,27187.0,48982.0,Echolocation,Myotis daubentonii,0.12,0.282,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,23040.0,0.2723128970120122,65.7805,65.7853,24609.0,38043.0,Echolocation,Plecotus austriacus,0.144,0.204,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,47040.0,3.9454330428967395,71.62950000000001,71.6337,31484.0,61072.0,Echolocation,Myotis daubentonii,0.162,0.217,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,25920.0,1.1986739709051304,86.3105,86.3142,24609.0,43687.0,Echolocation,Myotis nattereri,0.196,0.281,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,22080.0,4.518012219330747,87.2485,87.25319999999999,22031.0,52164.0,Echolocation,Myotis nattereri,0.253,0.278,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,43200.0,3.228793887760893,87.2745,87.2786,32343.0,60778.0,Echolocation,Myotis daubentonii,0.138,0.24,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,25920.0,1.321039325963991,91.4465,91.4508,23750.0,45833.0,Echolocation,Myotis nattereri,0.175,0.238,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,43200.0,4.462064296118167,91.5075,91.5112,37500.0,60073.0,Echolocation,Myotis daubentonii,0.098,0.225,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,46080.0,9.713501020235606,92.0035,92.008,45234.0,51952.0,Echolocation,Pipistrellus pipistrellus,0.182,0.216,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,46080.0,5.283985595439101,92.0035,92.008,32343.0,66903.0,Echolocation,Myotis daubentonii,0.19,0.296,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,26880.0,3.0227129911654234,100.9415,100.946,24609.0,48676.0,Echolocation,Myotis nattereri,0.144,0.214,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,41280.0,12.156990183725306,109.4805,109.4844,25468.0,65629.0,Echolocation,Myotis nattereri,0.323,0.348,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,31680.0,3.588496974290189,109.7925,109.8125,30625.0,33836.0,Echolocation,Nyctalus leisleri,0.101,0.257,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,41280.0,2.737854598947224,110.7195,110.7242,39218.0,55549.0,Echolocation,Myotis daubentonii,0.155,0.218,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,48000.0,3.53641665562127,110.8835,110.88759999999999,40937.0,52892.0,Echolocation,Myotis daubentonii,0.201,0.279,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,46080.0,5.005213112018927,110.9615,110.96549999999999,40937.0,55584.0,Echolocation,Myotis daubentonii,0.146,0.22,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,42240.0,2.275479424377923,111.8745,111.8787,34062.0,54440.0,Echolocation,Myotis daubentonii,0.18,0.207,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,26880.0,-1.30554067420867,111.89750000000001,111.9028,24609.0,43074.0,Echolocation,Myotis daubentonii,0.162,0.301,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,24960.0,0.2867644411134763,113.7685,113.77199999999999,26328.0,41449.0,Echolocation,Myotis daubentonii,0.09,0.216,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,48000.0,1.0522716264977474,115.15950000000001,115.1637,45234.0,52534.0,Echolocation,Pipistrellus pipistrellus,0.199,0.212,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,24960.0,2.16831610822603,119.7495,119.7531,26328.0,45788.0,Echolocation,Myotis nattereri,0.126,0.283,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,40320.0,4.9866359097371,124.0035,124.009,32343.0,61449.0,Echolocation,Myotis daubentonii,0.188,0.214,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,43200.0,6.339517699748576,126.8245,126.829,29765.0,52279.0,Echolocation,Myotis daubentonii,0.293,0.37,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,24960.0,0.7870174162271225,133.3755,133.3813,22890.0,49414.0,Echolocation,Myotis nattereri,0.187,0.209,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,48960.0,3.995112670177754,137.8425,137.8472,46093.0,54073.0,Echolocation,Pipistrellus pipistrellus,0.417,0.434,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
LF,29760.0,0.4030136276589654,138.7805,138.7847,24609.0,36707.0,Echolocation,Plecotus austriacus,0.149,0.232,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
HF,48000.0,6.220159901579105,138.89249999999998,138.8971,46093.0,52094.0,Echolocation,Pipistrellus pipistrellus,0.223,0.236,-1,192000.0,/mnt/ubna_data_05/recover-20250331/UBNA_028/20250324_164000.WAV,recover-20250331,UBNA_028,Central Pond
