KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,23040.0,4.358298560160187,18.4195,18.4397,22890.0,26465.0,Nyctalus leisleri,0.257,0.331,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_213000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,23040.0,9.08317735276787,27.0235,27.0394,22890.0,26221.0,Nyctalus leisleri,0.41,0.436,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_213000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,32640.0,-0.509828077689247,118.6815,118.6935,25468.0,28829.0,Nyctalus leisleri,0.288,0.334,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_213000.WAV,recover-20250509,UBNA_024,E18 Bridge
HF,79680.0,-13.175236838317028,156.7405,156.784,68437.0,82942.0,Rhinolophus ferrumequinum,0.443,0.443,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_213000.WAV,recover-20250509,UBNA_024,E18 Bridge
HF,48960.0,17.734314400832808,157.1975,157.2127,48671.0,51161.0,Pipistrellus pipistrellus,0.201,0.337,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_213000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,9.605015305920219,5.5675,5.5826,24609.0,28144.0,Nyctalus leisleri,0.31,0.385,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
HF,53760.0,11.167022484438146,32.6885,32.698,53828.0,60494.0,Pipistrellus pygmaeus,0.281,0.307,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,8.046912647894308,33.7215,33.7348,25468.0,29646.0,Nyctalus leisleri,0.264,0.317,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
HF,48960.0,12.049892192484519,54.9865,54.9953,48671.0,51657.0,Pipistrellus pipistrellus,0.259,0.366,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,5.76583949414948,58.960499999999996,58.974199999999996,25468.0,30269.0,Nyctalus leisleri,0.262,0.327,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,-0.8382990346510367,59.186499999999995,59.2057,25468.0,29112.0,Nyctalus leisleri,0.266,0.369,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,25.725426723063876,64.3065,64.3199,25468.0,28841.0,Nyctalus leisleri,0.378,0.429,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,2.1946696451014285,67.4005,67.4123,25468.0,30741.0,Nyctalus leisleri,0.242,0.305,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
HF,53760.0,9.358197965136073,68.1705,68.1798,52968.0,56103.0,Pipistrellus pygmaeus,0.305,0.348,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,21120.0,11.69077965036883,71.2115,71.2307,20312.0,23145.0,Nyctalus leisleri,0.342,0.368,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,0.46453670505652805,78.2945,78.3108,25468.0,28825.0,Nyctalus leisleri,0.255,0.301,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,19200.0,9.317388836716004,92.2735,92.2974,18593.0,21466.0,Nyctalus noctula,0.217,0.356,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,19200.0,9.768751650779777,117.5135,117.5352,16875.0,20401.0,Nyctalus noctula,0.265,0.327,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
HF,48960.0,6.681704514232666,134.2105,134.2228,47812.0,50915.0,Pipistrellus pipistrellus,0.337,0.383,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,3.863194703222778,139.5905,139.6033,25468.0,28998.0,Nyctalus leisleri,0.271,0.304,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,31680.0,13.551579711241097,141.6125,141.6247,31484.0,35741.0,Pipistrellus nathusii,0.131,0.311,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,0.1125272932676191,158.9435,158.9594,25468.0,28706.0,Nyctalus leisleri,0.282,0.333,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,32640.0,2.2224446191014438,193.1255,193.139,31484.0,35605.0,Nyctalus leisleri,0.195,0.336,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,31680.0,2.2973579707749607,195.0245,195.0359,31484.0,36181.0,Nyctalus leisleri,0.196,0.319,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,6.726499653416319,202.5595,202.5728,25468.0,32108.0,Nyctalus leisleri,0.305,0.427,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
HF,48960.0,17.906574557432343,206.4215,206.4316,48671.0,51427.0,Pipistrellus pipistrellus,0.304,0.341,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,11.062655677544942,223.6745,223.6861,25468.0,30311.0,Nyctalus leisleri,0.351,0.379,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
HF,53760.0,9.439981594534064,235.82150000000001,235.8371,53828.0,58532.0,Pipistrellus pygmaeus,0.397,0.41,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
LF,25920.0,5.751594658628409,241.3275,241.3412,25468.0,29117.0,Nyctalus leisleri,0.358,0.407,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250509/UBNA_024/20250502_220000.WAV,recover-20250509,UBNA_024,E18 Bridge
