KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,21120.0,7.834616695438967,26.1555,26.174,20312.0,23342.0,Nyctalus leisleri,0.487,0.51,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_211000.WAV,recover-20250530,UBNA_001,Central Pond
LF,25920.0,-0.4493494439977059,250.7795,250.7938,25468.0,29086.0,Nyctalus leisleri,0.268,0.313,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_211000.WAV,recover-20250530,UBNA_001,Central Pond
LF,25920.0,6.076722980048494,251.0095,251.0268,24609.0,28403.0,Nyctalus leisleri,0.251,0.311,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_211000.WAV,recover-20250530,UBNA_001,Central Pond
HF,68160.0,3.493916574891248,256.1465,256.1611,63281.0,67650.0,Pipistrellus pygmaeus,0.395,0.405,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_211000.WAV,recover-20250530,UBNA_001,Central Pond
LF,22080.0,3.6286760215481655,26.0285,26.0324,22890.0,40148.0,Plecotus austriacus,0.224,0.313,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
HF,33600.0,17.26869859198299,26.2645,26.2687,21171.0,71709.0,Myotis nattereri,0.297,0.313,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
HF,43200.0,11.077441114491325,66.5065,66.5104,32343.0,73992.0,Myotis mystacinus,0.192,0.325,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
LF,30720.0,4.271824225053401,66.73949999999999,66.7433,26328.0,45484.0,Myotis nattereri,0.227,0.417,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
LF,25920.0,5.532613331099626,73.9565,73.9756,24609.0,28097.0,Nyctalus leisleri,0.307,0.353,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
HF,42240.0,7.117298575344329,81.8085,81.814,22031.0,49458.0,Myotis nattereri,0.282,0.335,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
HF,42240.0,8.581335403339349,91.5025,91.5066,24609.0,62712.0,Myotis nattereri,0.307,0.344,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
HF,33600.0,11.179815875608375,128.6445,128.6492,22031.0,58326.0,Myotis nattereri,0.321,0.355,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
HF,45120.0,6.348558898019762,162.4265,162.4306,23750.0,57229.0,Myotis nattereri,0.292,0.311,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
HF,55680.0,-0.46541164169528115,226.8525,226.8559,51250.0,67034.0,Pipistrellus pipistrellus,0.156,0.311,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
HF,32640.0,8.006546369421077,227.2225,227.2268,22031.0,55382.0,Myotis nattereri,0.345,0.376,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
HF,48960.0,-3.42002688359695,243.4455,243.4541,47812.0,51651.0,Pipistrellus pipistrellus,0.273,0.317,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250530/UBNA_001/20250523_213000.WAV,recover-20250530,UBNA_001,Central Pond
