KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,60480.0,4.241322331710809,0.1515,0.1713,55546.0,60054.0,Pipistrellus pygmaeus,0.235,0.269,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,60480.0,3.6859142962095874,2.0275,2.0423,55546.0,59102.0,Pipistrellus pygmaeus,0.263,0.276,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,56640.0,7.365717726853981,2.0625,2.0785,54687.0,58264.0,Pipistrellus pygmaeus,0.265,0.277,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
LF,23040.0,6.130612565619539,3.2525,3.272,22890.0,26647.0,Nyctalus leisleri,0.182,0.255,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
LF,23040.0,1.6539784275577079,3.2895,3.3058,22890.0,26886.0,Nyctalus leisleri,0.246,0.335,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
LF,23040.0,-0.5616879792573632,3.3775,3.394,22890.0,27514.0,Nyctalus leisleri,0.205,0.309,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
LF,23040.0,1.949758347469916,4.8785,4.8991,22890.0,25743.0,Nyctalus leisleri,0.168,0.209,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,46080.0,-4.520984950725585,6.5275,6.5409,46093.0,49325.0,Pipistrellus pipistrellus,0.173,0.217,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,56640.0,9.207273769787276,8.7145,8.7315,55546.0,58265.0,Pipistrellus pygmaeus,0.39,0.408,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,56640.0,5.355295563643513,8.8405,8.8573,55546.0,58705.0,Pipistrellus pygmaeus,0.359,0.378,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,47040.0,-1.1808507645106028,8.9015,8.9157,46953.0,50257.0,Pipistrellus pipistrellus,0.222,0.295,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
LF,23040.0,1.6474714943496693,9.6665,9.6868,21171.0,25977.0,Nyctalus noctula,0.098,0.221,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
LF,23040.0,4.9274988110030495,10.4985,10.5191,20312.0,24089.0,Nyctalus leisleri,0.12,0.203,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,60480.0,4.90808430289624,10.8145,10.832,55546.0,59088.0,Pipistrellus pygmaeus,0.197,0.217,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,65280.0,0.23965545000579552,11.7135,11.728,62421.0,67212.0,Pipistrellus pygmaeus,0.247,0.266,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,51840.0,1.4757993828311065,12.1015,12.1107,46093.0,50009.0,Pipistrellus pipistrellus,0.177,0.207,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,60480.0,2.6054087793011513,13.4605,13.4699,55546.0,59335.0,Pipistrellus pygmaeus,0.311,0.325,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,56640.0,6.100857586587524,14.0505,14.0597,55546.0,58815.0,Pipistrellus pygmaeus,0.382,0.393,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,65280.0,0.4543375274922989,14.7955,14.803,62421.0,68157.0,Pipistrellus pygmaeus,0.315,0.32,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
HF,65280.0,0.7897857071737523,14.8215,14.8287,62421.0,71596.0,Pipistrellus pygmaeus,0.27,0.275,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250324/UBNA_022/20250317_163000.WAV,recover-20250324,UBNA_022,Central Pond
