date_and_time_UTC,num_of_detections,HF2_num_of_detections,HF1_num_of_detections,LF1_num_of_detections
2023-10-12 01:15:00+00:00,1,1,1,1
2023-10-12 01:45:00+00:00,80,3,1,74
2023-10-12 02:15:00+00:00,34,34,1,1
2023-10-12 02:45:00+00:00,1,1,1,1
2023-10-12 03:15:00+00:00,61,61,1,1
2023-10-12 03:45:00+00:00,5,5,1,1
2023-10-12 04:15:00+00:00,6,6,1,1
2023-10-12 04:45:00+00:00,56,56,1,1
2023-10-12 05:15:00+00:00,8,8,1,1
2023-10-12 05:45:00+00:00,2,2,1,1
2023-10-12 06:15:00+00:00,1,1,1,1
2023-10-12 06:45:00+00:00,1,1,1,1
2023-10-12 07:15:00+00:00,1,1,1,1
2023-10-12 07:45:00+00:00,4,4,1,1
2023-10-12 08:15:00+00:00,1,1,1,1
2023-10-12 08:45:00+00:00,1,1,1,1
2023-10-12 09:15:00+00:00,1,1,1,1
2023-10-12 09:45:00+00:00,1,1,1,1
2023-10-12 10:15:00+00:00,1,1,1,1
2023-10-12 10:45:00+00:00,1,1,1,1
2023-10-12 11:15:00+00:00,1,1,1,1
2023-10-12 11:45:00+00:00,1,1,1,1
2023-10-12 12:15:00+00:00,1,1,1,1
2023-10-12 12:45:00+00:00,1,1,1,1
2023-10-12 13:15:00+00:00,1,1,1,1
2023-10-12 13:45:00+00:00,1,1,1,1
2023-10-12 14:15:00+00:00,1,1,1,1
2023-10-13 01:15:00+00:00,1,1,1,1
2023-10-13 01:45:00+00:00,154,123,1,31
2023-10-13 02:15:00+00:00,85,83,2,1
2023-10-13 02:45:00+00:00,14,14,1,1
2023-10-13 03:15:00+00:00,10,9,1,1
2023-10-13 03:45:00+00:00,24,21,1,3
2023-10-13 04:15:00+00:00,4,4,1,1
2023-10-13 04:45:00+00:00,34,34,1,1
2023-10-13 05:15:00+00:00,14,14,1,1
2023-10-13 05:45:00+00:00,8,8,1,1
2023-10-13 06:15:00+00:00,29,26,1,2
2023-10-13 06:45:00+00:00,19,19,1,1
2023-10-13 07:15:00+00:00,18,18,1,1
2023-10-13 07:45:00+00:00,2,2,1,1
2023-10-13 08:15:00+00:00,16,16,1,1
2023-10-13 08:45:00+00:00,7,7,1,1
2023-10-13 09:15:00+00:00,5,5,1,1
2023-10-13 09:45:00+00:00,47,46,1,1
2023-10-13 10:15:00+00:00,1,1,1,1
2023-10-13 10:45:00+00:00,11,9,1,1
2023-10-13 11:15:00+00:00,1,1,1,1
2023-10-13 11:45:00+00:00,19,19,1,1
2023-10-13 12:15:00+00:00,15,15,1,1
2023-10-13 12:45:00+00:00,131,131,1,1
2023-10-13 13:15:00+00:00,91,91,1,1
2023-10-13 13:45:00+00:00,23,23,1,1
2023-10-13 14:15:00+00:00,1,1,1,1
2023-10-14 01:15:00+00:00,1,1,1,1
2023-10-14 01:45:00+00:00,49,49,1,1
2023-10-14 02:15:00+00:00,88,87,1,1
2023-10-14 02:45:00+00:00,196,196,1,1
2023-10-14 03:15:00+00:00,37,37,1,1
2023-10-14 03:45:00+00:00,4,4,1,1
2023-10-14 04:15:00+00:00,1,1,1,1
2023-10-14 04:45:00+00:00,1,1,1,1
2023-10-14 05:15:00+00:00,1,1,1,1
2023-10-14 05:45:00+00:00,1,1,1,1
2023-10-14 06:15:00+00:00,141,141,1,1
2023-10-14 06:45:00+00:00,40,38,1,1
2023-10-14 07:15:00+00:00,39,39,1,1
2023-10-14 07:45:00+00:00,468,465,1,1
2023-10-14 08:15:00+00:00,95,95,1,1
2023-10-14 08:45:00+00:00,37,37,1,1
2023-10-14 09:15:00+00:00,41,41,1,1
2023-10-14 09:45:00+00:00,43,43,1,1
2023-10-14 10:15:00+00:00,357,356,1,1
2023-10-14 10:45:00+00:00,89,88,1,1
2023-10-14 11:15:00+00:00,6,6,1,1
2023-10-14 11:45:00+00:00,1,1,1,1
2023-10-14 12:15:00+00:00,1,1,1,1
2023-10-14 12:45:00+00:00,1,1,1,1
2023-10-14 13:15:00+00:00,160,160,1,1
2023-10-14 13:45:00+00:00,1,1,1,1
2023-10-14 14:15:00+00:00,1,1,1,1
2023-10-15 01:15:00+00:00,73,18,54,1
2023-10-15 01:45:00+00:00,68,32,1,35
2023-10-15 02:15:00+00:00,202,202,1,1
2023-10-15 02:45:00+00:00,448,448,1,1
2023-10-15 03:15:00+00:00,202,201,1,1
2023-10-15 03:45:00+00:00,95,94,1,1
2023-10-15 04:15:00+00:00,580,579,1,1
2023-10-15 04:45:00+00:00,191,185,1,6
2023-10-15 05:15:00+00:00,151,151,1,1
2023-10-15 05:45:00+00:00,155,155,1,1
2023-10-15 06:15:00+00:00,38,38,1,1
2023-10-15 06:45:00+00:00,970,965,4,1
2023-10-15 07:15:00+00:00,213,212,1,1
2023-10-15 07:45:00+00:00,302,301,1,1
2023-10-15 08:15:00+00:00,361,361,1,1
2023-10-15 08:45:00+00:00,79,79,1,1
2023-10-15 09:15:00+00:00,131,131,1,1
2023-10-15 09:45:00+00:00,105,105,1,1
2023-10-15 10:15:00+00:00,49,48,1,1
2023-10-15 10:45:00+00:00,1,1,1,1
2023-10-15 11:15:00+00:00,1,1,1,1
2023-10-15 11:45:00+00:00,7,7,1,1
2023-10-15 12:15:00+00:00,9,8,1,1
2023-10-15 12:45:00+00:00,3,3,1,1
2023-10-15 13:15:00+00:00,4,4,1,1
2023-10-15 13:45:00+00:00,1,1,1,1
2023-10-15 14:15:00+00:00,1,1,1,1
2023-10-16 01:15:00+00:00,1,1,1,1
2023-10-16 01:45:00+00:00,19,4,1,15
2023-10-16 02:15:00+00:00,2,2,1,1
2023-10-16 02:45:00+00:00,10,8,1,2
2023-10-16 03:15:00+00:00,38,38,1,1
2023-10-16 03:45:00+00:00,60,60,1,1
2023-10-16 04:15:00+00:00,18,10,1,8
2023-10-16 04:45:00+00:00,107,106,1,1
2023-10-16 05:15:00+00:00,17,17,1,1
2023-10-16 05:45:00+00:00,3,3,1,1
2023-10-16 06:15:00+00:00,1,1,1,1
2023-10-16 06:45:00+00:00,6,6,1,1
2023-10-16 07:15:00+00:00,1,1,1,1
2023-10-16 07:45:00+00:00,1,1,1,1
2023-10-16 08:15:00+00:00,1,1,1,1
2023-10-16 08:45:00+00:00,1,1,1,1
2023-10-16 09:15:00+00:00,1,1,1,1
2023-10-16 09:45:00+00:00,3,3,1,1
2023-10-16 10:15:00+00:00,1,1,1,1
2023-10-16 10:45:00+00:00,1,1,1,1
2023-10-16 11:15:00+00:00,1,1,1,1
2023-10-16 11:45:00+00:00,32,30,1,1
2023-10-16 12:15:00+00:00,1,1,1,1
2023-10-16 12:45:00+00:00,1,1,1,1
2023-10-16 13:15:00+00:00,1,1,1,1
2023-10-16 13:45:00+00:00,1,1,1,1
2023-10-16 14:15:00+00:00,1,1,1,1
2023-10-17 01:15:00+00:00,1,1,1,1
2023-10-17 01:45:00+00:00,309,309,1,1
2023-10-17 02:15:00+00:00,710,710,1,1
2023-10-17 02:45:00+00:00,437,437,1,1
2023-10-17 03:15:00+00:00,112,112,1,1
2023-10-17 03:45:00+00:00,19,18,1,1
2023-10-17 04:15:00+00:00,35,35,1,1
2023-10-17 04:45:00+00:00,1,1,1,1
2023-10-17 05:15:00+00:00,1,1,1,1
2023-10-17 05:45:00+00:00,26,26,1,1
2023-10-17 06:15:00+00:00,1,1,1,1
2023-10-17 06:45:00+00:00,1,1,1,1
2023-10-17 07:15:00+00:00,1,1,1,1
2023-10-17 07:45:00+00:00,1,1,1,1
2023-10-17 08:15:00+00:00,1,1,1,1
2023-10-17 08:45:00+00:00,36,35,1,1
2023-10-17 09:15:00+00:00,1,1,1,1
2023-10-17 09:45:00+00:00,1,1,1,1
2023-10-17 10:15:00+00:00,1,1,1,1
2023-10-17 10:45:00+00:00,1,1,1,1
2023-10-17 11:15:00+00:00,1,1,1,1
2023-10-17 11:45:00+00:00,1,1,1,1
2023-10-17 12:15:00+00:00,1,1,1,1
2023-10-17 12:45:00+00:00,1,1,1,1
2023-10-17 13:15:00+00:00,1,1,1,1
2023-10-17 13:45:00+00:00,1,1,1,1
2023-10-17 14:15:00+00:00,1,1,1,1
2023-10-18 01:15:00+00:00,1,1,1,1
2023-10-18 01:45:00+00:00,19,1,1,19
2023-10-18 02:15:00+00:00,31,9,1,22
2023-10-18 02:45:00+00:00,4,1,1,4
2023-10-18 03:15:00+00:00,2,2,1,1
2023-10-18 03:45:00+00:00,37,37,1,1
2023-10-18 04:15:00+00:00,1,1,1,1
2023-10-18 04:45:00+00:00,10,10,1,1
2023-10-18 05:15:00+00:00,1,1,1,1
2023-10-18 05:45:00+00:00,9,7,1,2
2023-10-18 06:15:00+00:00,1,1,1,1
2023-10-18 06:45:00+00:00,1,1,1,1
2023-10-18 07:15:00+00:00,1,1,1,1
2023-10-18 07:45:00+00:00,167,167,1,1
2023-10-18 08:15:00+00:00,110,110,1,1
2023-10-18 08:45:00+00:00,1,1,1,1
2023-10-18 09:15:00+00:00,5,4,1,1
2023-10-18 09:45:00+00:00,1,1,1,1
2023-10-18 10:15:00+00:00,130,129,1,1
2023-10-18 10:45:00+00:00,9,8,1,1
2023-10-18 11:15:00+00:00,302,301,1,1
2023-10-18 11:45:00+00:00,537,536,1,1
2023-10-18 12:15:00+00:00,360,360,1,1
2023-10-18 12:45:00+00:00,135,135,1,1
2023-10-18 13:15:00+00:00,378,377,1,1
2023-10-18 13:45:00+00:00,84,83,1,1
