Time (UTC),07/10/25,07/11/25,07/12/25,07/13/25,07/14/25,07/15/25,07/16/25,07/17/25,07/18/25,07/19/25,07/20/25,07/21/25
00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:30,,6.599411111111112,4.157488888888889,6.767677777777777,8.68081111111111,3.034422111111111,11.968222222222224,4.160611111111112,5.097433333333333,7.938333222222222,4.137022222222223,2.3227333333333333
05:00,,2.448088888888889,5.635111111111111,4.105055444444444,1.8385333333333331,0.5849444444444444,0.8411444444444446,3.141,0.0,0.7110222222222222,2.6129222222222226,0.8482888888888889
05:30,,6.328766666666667,8.44511111111111,3.9536,1.8982,0.0500333333333333,1.3936111111111114,5.7941,5.650655444444445,14.763433333333333,5.944399999999999,7.692033333333335
06:00,,2.2222222222222223,4.987311111111112,4.68708888888889,5.205522222222222,1.2391555555555553,0.8595666666666667,0.9584666666666667,3.462055555555556,10.915299888888889,1.2563776666666666,1.096411111111111
06:30,,0.6042444444444445,3.431255555555556,5.257477777777779,1.4786111111111113,0.8505665555555555,8.183744333333333,1.824922222222222,4.296666666666667,0.8426777777777777,5.5246111111111125,0.36475555555555556
07:00,,0.5497222222222221,0.8675333333333333,4.4313666666666665,3.5946,0.6648666666666666,1.4537777777777776,1.2541444444444445,4.826833222222221,0.0,0.0,1.3919555555555556
07:30,,0.12176666666666668,1.5583333333333333,2.057533333333333,1.5641109999999998,0.2081777777777778,2.077388888888889,3.2299,4.0088333333333335,0.31803333333333333,4.320044444444446,0.8137555555555557
08:00,,4.12378888888889,5.282344444444444,0.7797222222222223,4.7199888888888895,14.391244444444444,3.157311,13.083477777777778,0.4380888888888889,0.0,0.5499888888888889,0.0
08:30,,5.307955555555554,0.33612222222222227,1.6867777777777777,21.387955555555553,22.08802222222222,1.0786888888888888,19.809355444444442,0.6163666666666666,0.18745555555555557,2.4026777777777775,0.4103333333333334
09:00,,1.6312777777777778,2.5790111111111114,1.6392,65.70473333333334,49.93788877777777,0.7122333333333334,11.195777666666666,54.69761111111112,0.4184888888888889,0.6942444444444443,0.4094111111111111
09:30,,1.735222222222222,0.14026666666666668,2.3016,8.122377777777777,2.571133333333333,5.274644444444445,0.2733555555555556,45.94295544444444,1.9454000000000002,1.6023555555555555,1.1185555555555555
10:00,,2.2161444444444447,0.0,0.2981777777777778,49.63833322222222,0.0,0.630411111111111,1.4362333333333333,27.327111111111112,1.3383111111111112,1.771988888888889,2.4234666666666667
10:30,,2.517588888888889,22.381533333333334,4.110455444444444,7.617944111111112,0.0,3.057933333333333,20.722288888888887,1.7665111111111111,0.0,0.8595555555555555,1.8600777777777777
11:00,,0.7172444444444444,3.7211111111111115,2.9125444444444444,0.5182888888888889,4.5566666666666675,0.0,0.0,0.07481111111111109,0.0,0.0,1.4338666666666666
11:30,,0.0,7.645077777777779,3.264144444444444,10.9998,1.1727444444444446,0.0,0.713511111111111,0.0,0.0,0.0,0.0
12:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33826666666666666,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6182333333333333,
17:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:00,0.020566666666666632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:30,0.8157000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
