KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,50880.0,6.198343622221215,220.7285,220.7382,49531.0,63009.0,Echolocation,Pipistrellus pipistrellus,0.469,0.552,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240928_030000.WAV,recover-20241004,UBNA_001,Central Pond
LF,26880.0,6.149173121700696,155.9305,155.9396,26328.0,31855.0,Echolocation,Nyctalus leisleri,0.344,0.564,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240929_025000.WAV,recover-20241004,UBNA_001,Central Pond
LF,24960.0,5.587421737418358,129.8365,129.8537,23750.0,26926.0,Echolocation,Nyctalus leisleri,0.551,0.615,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240929_025000.WAV,recover-20241004,UBNA_001,Central Pond
LF,23040.0,9.220830035191842,31.1545,31.1718,22890.0,26429.0,Echolocation,Nyctalus leisleri,0.432,0.528,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240929_025000.WAV,recover-20241004,UBNA_001,Central Pond
HF,48960.0,9.614007850969715,3.0775,3.0868,48671.0,61532.0,Echolocation,Pipistrellus pipistrellus,0.526,0.558,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240929_030000.WAV,recover-20241004,UBNA_001,Central Pond
LF,22080.0,5.972999845229692,14.2975,14.3126,22031.0,25030.0,Echolocation,Nyctalus leisleri,0.523,0.592,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240929_025000.WAV,recover-20241004,UBNA_001,Central Pond
LF,25920.0,6.180698920355474,32.9825,32.9971,23750.0,29146.0,Echolocation,Nyctalus leisleri,0.369,0.524,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240929_023000.WAV,recover-20241004,UBNA_001,Central Pond
LF,22080.0,10.777398602492207,168.5345,168.5564,21171.0,23735.0,Echolocation,Nyctalus leisleri,0.504,0.517,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240928_114000.WAV,recover-20241004,UBNA_001,Central Pond
LF,24000.0,14.096025555202445,180.0215,180.0374,23750.0,30511.0,Echolocation,Eptesicus serotinus,0.201,0.526,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240928_033000.WAV,recover-20241004,UBNA_001,Central Pond
HF,46080.0,8.866588948891838,278.9975,279.0077,44375.0,56089.0,Echolocation,Pipistrellus pipistrellus,0.424,0.566,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240929_030000.WAV,recover-20241004,UBNA_001,Central Pond
LF,26880.0,9.269726919034273,177.8345,177.8462,26328.0,32491.0,Echolocation,Nyctalus leisleri,0.26,0.511,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240928_033000.WAV,recover-20241004,UBNA_001,Central Pond
LF,24960.0,5.678228904644608,211.1435,211.1612,23750.0,28340.0,Echolocation,Nyctalus leisleri,0.373,0.512,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_001/20240929_041000.WAV,recover-20241004,UBNA_001,Central Pond
