start_time,end_time,low_freq,high_freq,event,detection_confidence,input_file
5.5305,5.5434,25468.0,30454.0,Echolocation,0.57,20220915_030000.WAV
5.6715,5.6846,25468.0,30686.0,Echolocation,0.659,20220915_030000.WAV
5.8165,5.828,25468.0,31639.0,Echolocation,0.66,20220915_030000.WAV
6.0825,6.0973,24609.0,29343.0,Echolocation,0.525,20220915_030000.WAV
6.2245,6.2399,24609.0,30502.0,Echolocation,0.567,20220915_030000.WAV
6.6625,6.6763,25468.0,32271.0,Echolocation,0.601,20220915_030000.WAV
6.8085,6.8236,23750.0,29742.0,Echolocation,0.598,20220915_030000.WAV
6.8865,6.9017,25468.0,30153.0,Echolocation,0.569,20220915_030000.WAV
7.4965,7.5152,23750.0,28864.0,Echolocation,0.527,20220915_030000.WAV
9.0735,9.0918,24609.0,27890.0,Echolocation,0.513,20220915_030000.WAV
10.0285,10.0433,22890.0,29013.0,Echolocation,0.567,20220915_030000.WAV
11.7585,11.7751,25468.0,32599.0,Echolocation,0.502,20220915_030000.WAV
36.9295,36.9471,22890.0,28168.0,Echolocation,0.517,20220915_030000.WAV
37.5015,37.5199,22890.0,26064.0,Echolocation,0.525,20220915_030000.WAV
39.6235,39.6381,22031.0,27059.0,Echolocation,0.556,20220915_030000.WAV
52.661500000000004,52.6762,24609.0,28204.0,Echolocation,0.601,20220915_030000.WAV
53.070499999999996,53.0851,23750.0,27872.0,Echolocation,0.589,20220915_030000.WAV
59.7635,59.7776,24609.0,29496.0,Echolocation,0.507,20220915_030000.WAV
61.0565,61.0683,25468.0,29776.0,Echolocation,0.591,20220915_030000.WAV
61.4915,61.5065,24609.0,29667.0,Echolocation,0.629,20220915_030000.WAV
72.6235,72.6381,24609.0,28614.0,Echolocation,0.572,20220915_030000.WAV
72.8935,72.9077,24609.0,28839.0,Echolocation,0.512,20220915_030000.WAV
76.37049999999999,76.3849,23750.0,29478.0,Echolocation,0.52,20220915_030000.WAV
77.7975,77.8117,24609.0,28945.0,Echolocation,0.6,20220915_030000.WAV
79.0705,79.082,23750.0,29430.0,Echolocation,0.522,20220915_030000.WAV
82.0855,82.1036,22890.0,26639.0,Echolocation,0.617,20220915_030000.WAV
97.2835,97.2994,23750.0,28406.0,Echolocation,0.576,20220915_030000.WAV
