start_time,end_time,low_freq,high_freq,event,detection_confidence,input_file
2.5715,2.5769,46093.0,65291.0,Echolocation,0.513,20220826_080000.WAV
3.4165,3.4222,46093.0,62675.0,Echolocation,0.537,20220826_080000.WAV
3.6235,3.6311,46953.0,62351.0,Echolocation,0.592,20220826_080000.WAV
3.8925,3.8977,47812.0,58841.0,Echolocation,0.584,20220826_080000.WAV
12.9605,12.9649,51250.0,64078.0,Echolocation,0.523,20220826_080000.WAV
13.0695,13.0772,46953.0,65845.0,Echolocation,0.532,20220826_080000.WAV
13.2125,13.2179,46953.0,67623.0,Echolocation,0.529,20220826_080000.WAV
13.2925,13.2969,48671.0,64692.0,Echolocation,0.599,20220826_080000.WAV
13.5945,13.601,46093.0,67278.0,Echolocation,0.526,20220826_080000.WAV
14.2485,14.254,46093.0,76754.0,Echolocation,0.636,20220826_080000.WAV
14.4305,14.4347,42656.0,88187.0,Echolocation,0.522,20220826_080000.WAV
14.4805,14.485,42656.0,85416.0,Echolocation,0.523,20220826_080000.WAV
15.4535,15.4594,53828.0,65821.0,Echolocation,0.546,20220826_080000.WAV
15.9745,15.979,52968.0,76830.0,Echolocation,0.519,20220826_080000.WAV
32.5075,32.5147,53828.0,62931.0,Echolocation,0.565,20220826_080000.WAV
32.6065,32.6145,53828.0,66079.0,Echolocation,0.565,20220826_080000.WAV
32.8785,32.8856,53828.0,67825.0,Echolocation,0.603,20220826_080000.WAV
32.9795,32.9859,55546.0,63557.0,Echolocation,0.579,20220826_080000.WAV
33.1565,33.163,53828.0,69966.0,Echolocation,0.682,20220826_080000.WAV
33.3475,33.3543,55546.0,66003.0,Echolocation,0.607,20220826_080000.WAV
33.4455,33.4513,49531.0,61315.0,Echolocation,0.617,20220826_080000.WAV
42.6265,42.6355,38359.0,46546.0,Echolocation,0.501,20220826_080000.WAV
42.8005,42.8083,47812.0,57796.0,Echolocation,0.527,20220826_080000.WAV
43.2975,43.3073,46953.0,57737.0,Echolocation,0.563,20220826_080000.WAV
43.6095,43.6185,46953.0,63580.0,Echolocation,0.667,20220826_080000.WAV
43.704499999999996,43.7134,47812.0,62657.0,Echolocation,0.63,20220826_080000.WAV
44.0015,44.0085,46953.0,61252.0,Echolocation,0.587,20220826_080000.WAV
44.1055,44.112899999999996,47812.0,53716.0,Echolocation,0.595,20220826_080000.WAV
44.204499999999996,44.215199999999996,46093.0,66697.0,Echolocation,0.603,20220826_080000.WAV
44.3055,44.3127,47812.0,57239.0,Echolocation,0.532,20220826_080000.WAV
44.408500000000004,44.4197,45234.0,65506.0,Echolocation,0.525,20220826_080000.WAV
44.5985,44.6057,43515.0,71214.0,Echolocation,0.671,20220826_080000.WAV
44.7935,44.8018,45234.0,70814.0,Echolocation,0.58,20220826_080000.WAV
45.0615,45.0693,45234.0,56092.0,Echolocation,0.502,20220826_080000.WAV
45.5675,45.5781,45234.0,67628.0,Echolocation,0.651,20220826_080000.WAV
45.7525,45.7629,45234.0,63505.0,Echolocation,0.656,20220826_080000.WAV
45.960499999999996,45.971000000000004,46093.0,61982.0,Echolocation,0.625,20220826_080000.WAV
46.1335,46.1415,46953.0,60721.0,Echolocation,0.64,20220826_080000.WAV
46.3995,46.408100000000005,46093.0,62068.0,Echolocation,0.578,20220826_080000.WAV
46.4645,46.4726,47812.0,59149.0,Echolocation,0.516,20220826_080000.WAV
46.5255,46.531400000000005,46093.0,59099.0,Echolocation,0.592,20220826_080000.WAV
362.7655,362.7711,48671.0,57160.0,Echolocation,0.501,20220826_080000.WAV
362.8635,362.8694,48671.0,62507.0,Echolocation,0.609,20220826_080000.WAV
362.9205,362.9259,48671.0,63767.0,Echolocation,0.596,20220826_080000.WAV
362.9815,362.9877,46953.0,61042.0,Echolocation,0.578,20220826_080000.WAV
363.0635,363.0696,45234.0,63556.0,Echolocation,0.572,20220826_080000.WAV
