,start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file,Collide
3,1136.8225,1136.8413,26328.0,29336.0,0.507,Echolocation,20221017_050000.WAV,
4,1137.5065,1137.526,26328.0,29913.0,0.649,Echolocation,20221017_050000.WAV,
5,1138.0975,1138.1133,27187.0,30574.0,0.551,Echolocation,20221017_050000.WAV,
6,1139.0145,1139.032,27187.0,29967.0,0.606,Echolocation,20221017_050000.WAV,
7,1139.6005,1139.6181,26328.0,29992.0,0.672,Echolocation,20221017_050000.WAV,
0,765.4785,765.4965,25468.0,30148.0,0.556,Echolocation,20221017_063000.WAV,
1,765.7305,765.7489,26328.0,30060.0,0.509,Echolocation,20221017_063000.WAV,
2,766.2955,766.3155,25468.0,29410.0,0.577,Echolocation,20221017_063000.WAV,
3,766.5305,766.5475,25468.0,29784.0,0.543,Echolocation,20221017_063000.WAV,
4,766.8915,766.9105,26328.0,29157.0,0.558,Echolocation,20221017_063000.WAV,
5,767.1375,767.153,25468.0,29118.0,0.626,Echolocation,20221017_063000.WAV,
6,767.3865,767.4016,26328.0,30041.0,0.584,Echolocation,20221017_063000.WAV,
7,767.6045,767.6209,25468.0,30828.0,0.505,Echolocation,20221017_063000.WAV,
8,768.2895,768.3062,26328.0,29287.0,0.573,Echolocation,20221017_063000.WAV,
9,768.6195,768.6343,25468.0,29703.0,0.703,Echolocation,20221017_063000.WAV,
10,768.9565,768.9726,25468.0,29646.0,0.653,Echolocation,20221017_063000.WAV,
11,769.2115,769.2269,26328.0,30036.0,0.628,Echolocation,20221017_063000.WAV,
12,769.4215,769.4375,25468.0,30098.0,0.635,Echolocation,20221017_063000.WAV,
13,769.6475,769.6633,25468.0,31093.0,0.666,Echolocation,20221017_063000.WAV,
14,769.8715,769.8879,26328.0,30678.0,0.623,Echolocation,20221017_063000.WAV,
15,770.0885,770.1043999999999,26328.0,31218.0,0.588,Echolocation,20221017_063000.WAV,
16,770.3195,770.3341,25468.0,29577.0,0.691,Echolocation,20221017_063000.WAV,
17,770.5485,770.5654,26328.0,29984.0,0.522,Echolocation,20221017_063000.WAV,
18,770.8905,770.9052,26328.0,29599.0,0.676,Echolocation,20221017_063000.WAV,
19,771.1255,771.1404,26328.0,30838.0,0.633,Echolocation,20221017_063000.WAV,
20,771.3585,771.3741,26328.0,30437.0,0.628,Echolocation,20221017_063000.WAV,
21,771.5915,771.6079,25468.0,31536.0,0.63,Echolocation,20221017_063000.WAV,
22,772.0355,772.0525,25468.0,31267.0,0.527,Echolocation,20221017_063000.WAV,
23,772.2885,772.3062,25468.0,30372.0,0.571,Echolocation,20221017_063000.WAV,
24,772.5195,772.535,25468.0,30711.0,0.64,Echolocation,20221017_063000.WAV,
25,772.6475,772.662,26328.0,40280.0,0.666,Echolocation,20221017_063000.WAV,
26,772.8245,772.84,25468.0,36180.0,0.596,Echolocation,20221017_063000.WAV,
27,773.0455,773.0586,25468.0,33016.0,0.627,Echolocation,20221017_063000.WAV,
28,773.2764999999999,773.2929,26328.0,30016.0,0.547,Echolocation,20221017_063000.WAV,
29,773.6155,773.6312,25468.0,31833.0,0.549,Echolocation,20221017_063000.WAV,
30,773.8515,773.8684,25468.0,30410.0,0.535,Echolocation,20221017_063000.WAV,
31,774.0895,774.1073,25468.0,30085.0,0.567,Echolocation,20221017_063000.WAV,
32,774.5375,774.552,25468.0,31722.0,0.607,Echolocation,20221017_063000.WAV,
33,774.7775,774.791,25468.0,32346.0,0.608,Echolocation,20221017_063000.WAV,
34,774.9995,775.0152,25468.0,31864.0,0.589,Echolocation,20221017_063000.WAV,
35,775.2275,775.2413,25468.0,30648.0,0.599,Echolocation,20221017_063000.WAV,
36,775.4555,775.4706,26328.0,31451.0,0.547,Echolocation,20221017_063000.WAV,
37,775.9135,775.9262,26328.0,33787.0,0.612,Echolocation,20221017_063000.WAV,
38,776.5355,776.5461,26328.0,31960.0,0.652,Echolocation,20221017_063000.WAV,
39,776.6565,776.6675,25468.0,31452.0,0.531,Echolocation,20221017_063000.WAV,
40,776.8485000000001,776.8614,25468.0,32521.0,0.572,Echolocation,20221017_063000.WAV,
0,720.3105,720.316,46093.0,58667.0,0.562,Echolocation,20221017_080000.WAV,
1,720.9345,720.9402,45234.0,60275.0,0.639,Echolocation,20221017_080000.WAV,
2,721.0275,721.0334,44375.0,53477.0,0.59,Echolocation,20221017_080000.WAV,
3,721.1155,721.123,45234.0,57528.0,0.619,Echolocation,20221017_080000.WAV,
4,721.2035,721.2101,45234.0,56360.0,0.641,Echolocation,20221017_080000.WAV,
5,721.2935,721.3009,45234.0,58820.0,0.639,Echolocation,20221017_080000.WAV,
6,721.3905,721.3973,46093.0,53152.0,0.533,Echolocation,20221017_080000.WAV,
7,721.4845,721.4909,45234.0,57554.0,0.664,Echolocation,20221017_080000.WAV,
8,721.5765,721.5825,44375.0,53633.0,0.63,Echolocation,20221017_080000.WAV,
9,721.6655,721.6727,45234.0,56024.0,0.652,Echolocation,20221017_080000.WAV,
10,721.8405,721.8491,46953.0,54819.0,0.508,Echolocation,20221017_080000.WAV,
11,721.9255,721.9313,45234.0,58017.0,0.55,Echolocation,20221017_080000.WAV,
