,start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file,Collide
19,168.1725,168.1812,37500.0,52690.0,0.586,Echolocation,20220826_040000.WAV,
20,168.2615,168.2713,36640.0,58616.0,0.556,Echolocation,20220826_040000.WAV,
21,168.3585,168.3678,36640.0,57971.0,0.502,Echolocation,20220826_040000.WAV,
22,168.4425,168.4503,38359.0,54690.0,0.587,Echolocation,20220826_040000.WAV,
23,168.5385,168.5483,34921.0,55471.0,0.537,Echolocation,20220826_040000.WAV,
24,168.9225,168.9336,37500.0,55816.0,0.505,Echolocation,20220826_040000.WAV,
25,169.0035,169.0115,38359.0,54739.0,0.553,Echolocation,20220826_040000.WAV,
26,169.1135,169.1225,37500.0,58871.0,0.595,Echolocation,20220826_040000.WAV,
27,169.30349999999999,169.3131,37500.0,62633.0,0.582,Echolocation,20220826_040000.WAV,
28,169.4815,169.4923,37500.0,58429.0,0.553,Echolocation,20220826_040000.WAV,
29,169.5785,169.5891,36640.0,61302.0,0.505,Echolocation,20220826_040000.WAV,
30,169.6495,169.6581,38359.0,58369.0,0.575,Echolocation,20220826_040000.WAV,
31,169.7665,169.7765,35781.0,60318.0,0.541,Echolocation,20220826_040000.WAV,
32,170.2755,170.2851,36640.0,55564.0,0.654,Echolocation,20220826_040000.WAV,
33,170.5605,170.5697,35781.0,54758.0,0.625,Echolocation,20220826_040000.WAV,
34,170.7415,170.7499,35781.0,63706.0,0.512,Echolocation,20220826_040000.WAV,
35,170.84550000000002,170.8556,35781.0,60731.0,0.55,Echolocation,20220826_040000.WAV,
36,170.9495,170.9601,35781.0,47388.0,0.525,Echolocation,20220826_040000.WAV,
37,171.0395,171.0499,35781.0,56005.0,0.517,Echolocation,20220826_040000.WAV,
38,171.5265,171.5346,36640.0,45127.0,0.568,Echolocation,20220826_040000.WAV,
39,171.8965,171.9051,35781.0,45205.0,0.543,Echolocation,20220826_040000.WAV,
0,224.6795,224.6947,24609.0,28439.0,0.576,Echolocation,20220826_040000.WAV,
1,225.80349999999999,225.8171,25468.0,29845.0,0.587,Echolocation,20220826_040000.WAV,
2,226.3785,226.3915,24609.0,29360.0,0.633,Echolocation,20220826_040000.WAV,
3,227.0635,227.0785,23750.0,28543.0,0.563,Echolocation,20220826_040000.WAV,
4,229.0865,229.0993,24609.0,29648.0,0.547,Echolocation,20220826_040000.WAV,
5,229.5355,229.5493,24609.0,28599.0,0.515,Echolocation,20220826_040000.WAV,
6,233.8655,233.882,24609.0,30221.0,0.538,Echolocation,20220826_040000.WAV,
7,234.4485,234.4634,24609.0,31455.0,0.522,Echolocation,20220826_040000.WAV,
8,237.4735,237.4891,24609.0,30597.0,0.515,Echolocation,20220826_040000.WAV,
9,239.2185,239.2344,23750.0,29493.0,0.507,Echolocation,20220826_040000.WAV,
10,239.4405,239.4535,24609.0,31678.0,0.553,Echolocation,20220826_040000.WAV,
0,240.2245,240.2404,23750.0,31378.0,0.593,Echolocation,20220826_040000.WAV,
1,240.8085,240.8238,24609.0,30402.0,0.516,Echolocation,20220826_040000.WAV,
2,241.3645,241.3786,24609.0,28506.0,0.589,Echolocation,20220826_040000.WAV,
3,241.6455,241.6593,23750.0,30274.0,0.6,Echolocation,20220826_040000.WAV,
4,242.1825,242.1952,24609.0,29923.0,0.526,Echolocation,20220826_040000.WAV,
5,242.2885,242.3015,23750.0,27929.0,0.537,Echolocation,20220826_040000.WAV,
6,242.4925,242.5078,23750.0,28769.0,0.634,Echolocation,20220826_040000.WAV,
7,242.7245,242.7346,25468.0,31575.0,0.593,Echolocation,20220826_040000.WAV,
8,242.8565,242.8696,23750.0,28973.0,0.637,Echolocation,20220826_040000.WAV,
9,243.4855,243.4991,23750.0,28947.0,0.624,Echolocation,20220826_040000.WAV,
10,243.7845,243.798,25468.0,30876.0,0.514,Echolocation,20220826_040000.WAV,
11,243.9895,244.0019,23750.0,30235.0,0.531,Echolocation,20220826_040000.WAV,
12,244.2185,244.2321,22890.0,30360.0,0.558,Echolocation,20220826_040000.WAV,
13,244.32150000000001,244.3348,24609.0,29938.0,0.505,Echolocation,20220826_040000.WAV,
14,244.5295,244.5438,23750.0,29323.0,0.532,Echolocation,20220826_040000.WAV,
15,245.1165,245.1329,23750.0,30585.0,0.554,Echolocation,20220826_040000.WAV,
16,245.4915,245.5038,22031.0,29414.0,0.599,Echolocation,20220826_040000.WAV,
17,246.5675,246.5814,22890.0,27935.0,0.584,Echolocation,20220826_040000.WAV,
0,284.0265,284.0429,22890.0,27213.0,0.553,Echolocation,20220826_040000.WAV,
0,5.2035,5.2208,21171.0,26457.0,0.513,Echolocation,20220826_043000.WAV,
1,5.3085,5.3175,40078.0,45944.0,0.527,Echolocation,20220826_043000.WAV,
2,5.4015,5.4132,39218.0,48070.0,0.54,Echolocation,20220826_043000.WAV,
3,5.7835,5.7934,40078.0,46097.0,0.536,Echolocation,20220826_043000.WAV,
4,10.1545,10.1644,41796.0,51510.0,0.559,Echolocation,20220826_043000.WAV,
5,10.4515,10.4614,40937.0,52093.0,0.607,Echolocation,20220826_043000.WAV,
6,10.7555,10.7648,40937.0,53470.0,0.582,Echolocation,20220826_043000.WAV,
7,12.0835,12.0936,40937.0,53871.0,0.58,Echolocation,20220826_043000.WAV,
8,12.1155,12.1321,22031.0,26940.0,0.673,Echolocation,20220826_043000.WAV,
9,12.2605,12.2731,22031.0,27102.0,0.598,Echolocation,20220826_043000.WAV,
10,12.3595,12.37,40937.0,53534.0,0.626,Echolocation,20220826_043000.WAV,
11,12.6375,12.6459,40937.0,52346.0,0.629,Echolocation,20220826_043000.WAV,
12,12.7555,12.7693,22031.0,27701.0,0.6,Echolocation,20220826_043000.WAV,
13,12.9235,12.9314,40937.0,51394.0,0.626,Echolocation,20220826_043000.WAV,
14,13.0075,13.0257,22031.0,27014.0,0.502,Echolocation,20220826_043000.WAV,
15,13.1235,13.135,22890.0,28140.0,0.526,Echolocation,20220826_043000.WAV,
16,13.2275,13.2359,40937.0,51456.0,0.587,Echolocation,20220826_043000.WAV,
17,13.2395,13.254,22890.0,27610.0,0.576,Echolocation,20220826_043000.WAV,
18,13.4235,13.4329,40937.0,51439.0,0.668,Echolocation,20220826_043000.WAV,
19,13.7195,13.7288,40937.0,51426.0,0.65,Echolocation,20220826_043000.WAV,
20,13.8855,13.9034,21171.0,26806.0,0.656,Echolocation,20220826_043000.WAV,
21,14.1325,14.1498,22031.0,26958.0,0.517,Echolocation,20220826_043000.WAV,
22,14.5135,14.5282,22031.0,27706.0,0.667,Echolocation,20220826_043000.WAV,
23,15.0245,15.0414,22031.0,28483.0,0.505,Echolocation,20220826_043000.WAV,
24,15.2665,15.2799,22031.0,28385.0,0.606,Echolocation,20220826_043000.WAV,
25,15.5185,15.5337,22031.0,26914.0,0.582,Echolocation,20220826_043000.WAV,
26,16.0365,16.0537,22031.0,26502.0,0.553,Echolocation,20220826_043000.WAV,
27,16.2905,16.3036,22031.0,27297.0,0.572,Echolocation,20220826_043000.WAV,
28,16.5385,16.5572,22031.0,27358.0,0.53,Echolocation,20220826_043000.WAV,
29,16.7965,16.8139,22031.0,27982.0,0.529,Echolocation,20220826_043000.WAV,
30,17.0445,17.0598,22031.0,27434.0,0.598,Echolocation,20220826_043000.WAV,
31,17.1815,17.1961,22031.0,27064.0,0.578,Echolocation,20220826_043000.WAV,
32,17.4305,17.4425,22031.0,29302.0,0.627,Echolocation,20220826_043000.WAV,
33,17.8595,17.874,22890.0,26857.0,0.585,Echolocation,20220826_043000.WAV,
34,18.0435,18.0591,22031.0,27790.0,0.536,Echolocation,20220826_043000.WAV,
35,18.1725,18.1837,22031.0,28542.0,0.503,Echolocation,20220826_043000.WAV,
36,18.3075,18.3212,22890.0,27040.0,0.596,Echolocation,20220826_043000.WAV,
37,18.8035,18.8175,22031.0,27741.0,0.634,Echolocation,20220826_043000.WAV,
38,19.1755,19.1893,22031.0,27342.0,0.619,Echolocation,20220826_043000.WAV,
39,19.5745,19.591,22031.0,26853.0,0.536,Echolocation,20220826_043000.WAV,
40,19.8525,19.8667,22031.0,27350.0,0.557,Echolocation,20220826_043000.WAV,
41,20.0985,20.1138,22031.0,27415.0,0.509,Echolocation,20220826_043000.WAV,
42,20.4845,20.5005,22890.0,26531.0,0.508,Echolocation,20220826_043000.WAV,
43,20.8695,20.8851,22031.0,27715.0,0.562,Echolocation,20220826_043000.WAV,
44,23.2445,23.2547,23750.0,30338.0,0.564,Echolocation,20220826_043000.WAV,
45,23.9455,23.9579,22031.0,28053.0,0.572,Echolocation,20220826_043000.WAV,
46,25.5895,25.6012,22031.0,27897.0,0.645,Echolocation,20220826_043000.WAV,
47,26.3495,26.3624,21171.0,27104.0,0.701,Echolocation,20220826_043000.WAV,
48,26.8495,26.864,22031.0,26911.0,0.612,Echolocation,20220826_043000.WAV,
49,27.6125,27.6296,21171.0,25884.0,0.628,Echolocation,20220826_043000.WAV,
50,28.1145,28.1312,22031.0,27396.0,0.586,Echolocation,20220826_043000.WAV,
51,28.3715,28.3855,22890.0,27389.0,0.618,Echolocation,20220826_043000.WAV,
52,28.8595,28.8795,21171.0,26008.0,0.578,Echolocation,20220826_043000.WAV,
53,29.3855,29.4036,21171.0,26533.0,0.587,Echolocation,20220826_043000.WAV,
54,29.9045,29.9205,22031.0,27197.0,0.587,Echolocation,20220826_043000.WAV,
0,30.1635,30.1807,22031.0,26721.0,0.515,Echolocation,20220826_043000.WAV,
1,30.4945,30.5062,22031.0,28523.0,0.55,Echolocation,20220826_043000.WAV,
2,30.6405,30.6528,22031.0,28141.0,0.606,Echolocation,20220826_043000.WAV,
3,30.9025,30.915399999999998,22890.0,26339.0,0.533,Echolocation,20220826_043000.WAV,
4,31.1605,31.1718,22031.0,28476.0,0.558,Echolocation,20220826_043000.WAV,
5,31.3025,31.3164,22890.0,26775.0,0.57,Echolocation,20220826_043000.WAV,
6,31.7855,31.7968,22890.0,28445.0,0.593,Echolocation,20220826_043000.WAV,
7,32.0425,32.0539,22031.0,29239.0,0.56,Echolocation,20220826_043000.WAV,
8,32.2985,32.3111,22031.0,27632.0,0.588,Echolocation,20220826_043000.WAV,
9,32.7025,32.7145,22031.0,27259.0,0.568,Echolocation,20220826_043000.WAV,
10,32.9555,32.9698,22031.0,27704.0,0.615,Echolocation,20220826_043000.WAV,
11,33.0925,33.1036,22890.0,29113.0,0.57,Echolocation,20220826_043000.WAV,
12,34.8565,34.8699,25468.0,31807.0,0.635,Echolocation,20220826_043000.WAV,
13,35.161500000000004,35.1758,25468.0,30515.0,0.567,Echolocation,20220826_043000.WAV,
14,35.3045,35.3203,21171.0,26637.0,0.642,Echolocation,20220826_043000.WAV,
15,35.460499999999996,35.4761,22890.0,27124.0,0.505,Echolocation,20220826_043000.WAV,
16,35.4885,35.5042,25468.0,30344.0,0.535,Echolocation,20220826_043000.WAV,
17,36.088499999999996,36.1039,25468.0,31994.0,0.628,Echolocation,20220826_043000.WAV,
18,36.3845,36.4001,25468.0,30944.0,0.569,Echolocation,20220826_043000.WAV,
19,36.4795,36.4943,22031.0,26018.0,0.575,Echolocation,20220826_043000.WAV,
20,36.5665,36.5833,25468.0,30575.0,0.539,Echolocation,20220826_043000.WAV,
21,37.1525,37.1704,25468.0,30744.0,0.529,Echolocation,20220826_043000.WAV,
22,37.2635,37.2803,22031.0,27124.0,0.54,Echolocation,20220826_043000.WAV,
23,37.4495,37.4636,26328.0,31536.0,0.624,Echolocation,20220826_043000.WAV,
24,37.6195,37.6357,25468.0,31102.0,0.56,Echolocation,20220826_043000.WAV,
25,37.8055,37.8176,22031.0,28364.0,0.551,Echolocation,20220826_043000.WAV,
26,37.9265,37.9406,25468.0,31191.0,0.504,Echolocation,20220826_043000.WAV,
27,38.1035,38.1227,21171.0,26668.0,0.587,Echolocation,20220826_043000.WAV,
28,38.2115,38.2254,26328.0,30247.0,0.547,Echolocation,20220826_043000.WAV,
29,38.3485,38.3587,28046.0,33844.0,0.651,Echolocation,20220826_043000.WAV,
30,38.4885,38.5013,26328.0,31764.0,0.6,Echolocation,20220826_043000.WAV,
31,39.414500000000004,39.4287,25468.0,32874.0,0.55,Echolocation,20220826_043000.WAV,
32,39.8975,39.9118,26328.0,31884.0,0.523,Echolocation,20220826_043000.WAV,
33,40.3395,40.3513,22890.0,29063.0,0.626,Echolocation,20220826_043000.WAV,
34,40.7855,40.8024,22031.0,30043.0,0.521,Echolocation,20220826_043000.WAV,
35,41.5625,41.5769,26328.0,29663.0,0.503,Echolocation,20220826_043000.WAV,
36,41.676500000000004,41.6897,22031.0,28849.0,0.557,Echolocation,20220826_043000.WAV,
37,41.8375,41.8497,22890.0,27683.0,0.51,Echolocation,20220826_043000.WAV,
38,46.5815,46.601,21171.0,27369.0,0.513,Echolocation,20220826_043000.WAV,
39,47.1245,47.1417,21171.0,25201.0,0.509,Echolocation,20220826_043000.WAV,
40,49.5415,49.5561,21171.0,27358.0,0.683,Echolocation,20220826_043000.WAV,
41,50.9645,50.9771,22031.0,28546.0,0.652,Echolocation,20220826_043000.WAV,
42,51.7235,51.7367,21171.0,27283.0,0.592,Echolocation,20220826_043000.WAV,
43,52.1165,52.123999999999995,46953.0,53435.0,0.523,Echolocation,20220826_043000.WAV,
44,52.2875,52.2967,45234.0,58926.0,0.503,Echolocation,20220826_043000.WAV,
45,52.457499999999996,52.4661,46953.0,57633.0,0.523,Echolocation,20220826_043000.WAV,
46,52.5375,52.5471,46093.0,56617.0,0.525,Echolocation,20220826_043000.WAV,
47,52.6035,52.611000000000004,46953.0,57974.0,0.541,Echolocation,20220826_043000.WAV,
48,52.7405,52.7471,46093.0,57932.0,0.551,Echolocation,20220826_043000.WAV,
49,52.8095,52.8157,46953.0,59694.0,0.656,Echolocation,20220826_043000.WAV,
50,52.8745,52.8836,46093.0,56228.0,0.552,Echolocation,20220826_043000.WAV,
51,53.0295,53.035,46093.0,57886.0,0.598,Echolocation,20220826_043000.WAV,
52,53.0985,53.1066,46093.0,58516.0,0.542,Echolocation,20220826_043000.WAV,
53,53.1495,53.1546,45234.0,59653.0,0.619,Echolocation,20220826_043000.WAV,
54,53.2455,53.2532,46953.0,60841.0,0.629,Echolocation,20220826_043000.WAV,
55,53.302499999999995,53.3093,46093.0,58167.0,0.548,Echolocation,20220826_043000.WAV,
56,53.3675,53.3733,42656.0,60329.0,0.552,Echolocation,20220826_043000.WAV,
57,53.6115,53.6179,44375.0,57099.0,0.53,Echolocation,20220826_043000.WAV,
58,53.7095,53.7158,44375.0,60091.0,0.611,Echolocation,20220826_043000.WAV,
59,53.8535,53.8592,45234.0,60228.0,0.529,Echolocation,20220826_043000.WAV,
60,53.9055,53.9113,44375.0,60146.0,0.563,Echolocation,20220826_043000.WAV,
61,54.2305,54.2431,22031.0,28479.0,0.679,Echolocation,20220826_043000.WAV,
62,54.8855,54.898700000000005,22031.0,28488.0,0.532,Echolocation,20220826_043000.WAV,
63,55.2495,55.2542,46953.0,61413.0,0.542,Echolocation,20220826_043000.WAV,
64,55.3335,55.3384,46953.0,62608.0,0.551,Echolocation,20220826_043000.WAV,
65,55.4905,55.4953,46093.0,66867.0,0.557,Echolocation,20220826_043000.WAV,
66,55.5135,55.5292,22031.0,27288.0,0.528,Echolocation,20220826_043000.WAV,
67,55.573499999999996,55.5791,42656.0,69718.0,0.582,Echolocation,20220826_043000.WAV,
68,55.7465,55.7538,46093.0,65050.0,0.582,Echolocation,20220826_043000.WAV,
69,55.835499999999996,55.841,45234.0,63957.0,0.572,Echolocation,20220826_043000.WAV,
70,55.8955,55.9007,43515.0,74475.0,0.501,Echolocation,20220826_043000.WAV,
71,55.923500000000004,55.936499999999995,22031.0,26767.0,0.608,Echolocation,20220826_043000.WAV,
72,55.9845,55.9895,46953.0,67082.0,0.537,Echolocation,20220826_043000.WAV,
73,56.4285,56.4353,48671.0,67104.0,0.507,Echolocation,20220826_043000.WAV,
74,56.5165,56.5218,44375.0,65184.0,0.54,Echolocation,20220826_043000.WAV,
75,56.6905,56.696600000000004,46953.0,61915.0,0.539,Echolocation,20220826_043000.WAV,
76,57.3745,57.387299999999996,23750.0,28968.0,0.548,Echolocation,20220826_043000.WAV,
77,57.4555,57.4602,44375.0,64093.0,0.515,Echolocation,20220826_043000.WAV,
78,57.6275,57.632999999999996,42656.0,65815.0,0.534,Echolocation,20220826_043000.WAV,
79,57.8065,57.8114,46093.0,56747.0,0.611,Echolocation,20220826_043000.WAV,
80,57.8675,57.8809,22890.0,29272.0,0.584,Echolocation,20220826_043000.WAV,
81,57.8865,57.8932,45234.0,59404.0,0.541,Echolocation,20220826_043000.WAV,
82,58.6625,58.676,22890.0,27817.0,0.529,Echolocation,20220826_043000.WAV,
83,59.0595,59.0715,22890.0,28812.0,0.521,Echolocation,20220826_043000.WAV,
84,59.177499999999995,59.1862,24609.0,31565.0,0.647,Echolocation,20220826_043000.WAV,
0,60.2465,60.2611,22031.0,26693.0,0.505,Echolocation,20220826_043000.WAV,
1,61.5415,61.5576,22031.0,25623.0,0.516,Echolocation,20220826_043000.WAV,
2,63.2045,63.2183,22890.0,27736.0,0.539,Echolocation,20220826_043000.WAV,
3,63.4675,63.4814,22031.0,27021.0,0.573,Echolocation,20220826_043000.WAV,
4,65.1515,65.1628,22890.0,26829.0,0.569,Echolocation,20220826_043000.WAV,
5,65.5655,65.57939999999999,22031.0,26478.0,0.583,Echolocation,20220826_043000.WAV,
6,66.6705,66.6838,22031.0,27267.0,0.587,Echolocation,20220826_043000.WAV,
7,67.1835,67.1941,22031.0,28364.0,0.606,Echolocation,20220826_043000.WAV,
8,76.5675,76.5855,25468.0,28465.0,0.519,Echolocation,20220826_043000.WAV,
9,77.4355,77.4547,24609.0,28766.0,0.522,Echolocation,20220826_043000.WAV,
10,77.8725,77.8846,22031.0,28137.0,0.501,Echolocation,20220826_043000.WAV,
11,77.96549999999999,77.9847,24609.0,28282.0,0.503,Echolocation,20220826_043000.WAV,
12,80.1465,80.1615,25468.0,30775.0,0.613,Echolocation,20220826_043000.WAV,
13,83.0895,83.1016,26328.0,31216.0,0.524,Echolocation,20220826_043000.WAV,
14,86.5295,86.5423,24609.0,29859.0,0.545,Echolocation,20220826_043000.WAV,
15,86.7355,86.7519,23750.0,28562.0,0.508,Echolocation,20220826_043000.WAV,
16,88.52850000000001,88.5436,24609.0,29131.0,0.57,Echolocation,20220826_043000.WAV,
0,91.0205,91.0374,24609.0,29241.0,0.53,Echolocation,20220826_043000.WAV,
1,97.9785,97.9932,25468.0,30799.0,0.573,Echolocation,20220826_043000.WAV,
2,98.1335,98.15,24609.0,29209.0,0.515,Echolocation,20220826_043000.WAV,
3,101.1235,101.1368,22890.0,27947.0,0.508,Echolocation,20220826_043000.WAV,
4,104.0795,104.0914,22890.0,28245.0,0.611,Echolocation,20220826_043000.WAV,
5,104.23349999999999,104.2473,22890.0,27542.0,0.58,Echolocation,20220826_043000.WAV,
6,106.87950000000001,106.8926,25468.0,30555.0,0.522,Echolocation,20220826_043000.WAV,
7,107.1675,107.1807,25468.0,29730.0,0.591,Echolocation,20220826_043000.WAV,
8,108.1325,108.1504,22031.0,26865.0,0.534,Echolocation,20220826_043000.WAV,
9,108.3895,108.4062,22031.0,28055.0,0.531,Echolocation,20220826_043000.WAV,
10,108.5275,108.5387,22031.0,28162.0,0.61,Echolocation,20220826_043000.WAV,
11,109.0735,109.0882,22031.0,27595.0,0.568,Echolocation,20220826_043000.WAV,
12,109.2145,109.2273,22031.0,27766.0,0.561,Echolocation,20220826_043000.WAV,
13,110.9805,110.9961,24609.0,27695.0,0.507,Echolocation,20220826_043000.WAV,
14,114.7405,114.7564,22031.0,25882.0,0.52,Echolocation,20220826_043000.WAV,
15,115.9685,115.9808,25468.0,30920.0,0.509,Echolocation,20220826_043000.WAV,
16,116.8185,116.8317,24609.0,30933.0,0.575,Echolocation,20220826_043000.WAV,
17,117.1015,117.1129,25468.0,30446.0,0.598,Echolocation,20220826_043000.WAV,
18,117.3865,117.4034,24609.0,28304.0,0.502,Echolocation,20220826_043000.WAV,
19,117.9395,117.9532,25468.0,31179.0,0.602,Echolocation,20220826_043000.WAV,
20,118.0675,118.0815,25468.0,29647.0,0.573,Echolocation,20220826_043000.WAV,
21,118.2825,118.2963,25468.0,30023.0,0.565,Echolocation,20220826_043000.WAV,
22,118.4015,118.41329999999999,25468.0,30544.0,0.555,Echolocation,20220826_043000.WAV,
23,118.5095,118.5243,24609.0,29898.0,0.548,Echolocation,20220826_043000.WAV,
