Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	detection_confidence	Annotation	input_file	Selection	View	Channel
1297.7565	1297.7621	42656.0	55544.0	0.53	Echolocation	20220826_070000.WAV	254.0	Waveform 1	1
1298.0255	1298.0299	40937.0	61126.0	0.52	Echolocation	20220826_070000.WAV	255.0	Waveform 1	1
1298.4135	1298.4182	41796.0	58032.0	0.614	Echolocation	20220826_070000.WAV	256.0	Waveform 1	1
1298.5495	1298.5542	40078.0	55197.0	0.507	Echolocation	20220826_070000.WAV	257.0	Waveform 1	1
1298.6065	1298.6112	40078.0	58147.0	0.539	Echolocation	20220826_070000.WAV	258.0	Waveform 1	1
1298.7915	1298.7963	40078.0	60069.0	0.509	Echolocation	20220826_070000.WAV	259.0	Waveform 1	1
1298.9475	1298.9513	39218.0	59589.0	0.505	Echolocation	20220826_070000.WAV	260.0	Waveform 1	1
1299.0005	1299.0049	40078.0	61108.0	0.542	Echolocation	20220826_070000.WAV	261.0	Waveform 1	1
1299.1235	1299.1276	41796.0	56697.0	0.51	Echolocation	20220826_070000.WAV	262.0	Waveform 1	1
1299.3535	1299.3579	40937.0	56846.0	0.582	Echolocation	20220826_070000.WAV	263.0	Waveform 1	1
1299.4125	1299.4173	36640.0	66317.0	0.591	Echolocation	20220826_070000.WAV	264.0	Waveform 1	1
1299.6725	1299.6782	39218.0	56982.0	0.508	Echolocation	20220826_070000.WAV	265.0	Waveform 1	1
1299.8395	1299.8435	37500.0	62934.0	0.502	Echolocation	20220826_070000.WAV	266.0	Waveform 1	1
1299.8975	1299.9028	36640.0	64018.0	0.545	Echolocation	20220826_070000.WAV	267.0	Waveform 1	1
1299.9835	1299.9887	35781.0	61970.0	0.502	Echolocation	20220826_070000.WAV	268.0	Waveform 1	1
1300.2645	1300.2685	40078.0	55251.0	0.508	Echolocation	20220826_070000.WAV	269.0	Waveform 1	1
1300.5925	1300.5967	40937.0	51841.0	0.508	Echolocation	20220826_070000.WAV	270.0	Waveform 1	1
1300.8045	1300.8083	39218.0	59026.0	0.525	Echolocation	20220826_070000.WAV	271.0	Waveform 1	1
1300.9475	1300.9513	37500.0	59752.0	0.518	Echolocation	20220826_070000.WAV	272.0	Waveform 1	1
1301.0055	1301.0098	40078.0	59653.0	0.524	Echolocation	20220826_070000.WAV	273.0	Waveform 1	1
1301.0825	1301.0864	40937.0	54932.0	0.511	Echolocation	20220826_070000.WAV	274.0	Waveform 1	1
1301.6965	1301.7009	41796.0	57044.0	0.502	Echolocation	20220826_070000.WAV	275.0	Waveform 1	1
1343.3675	1343.3741	42656.0	54864.0	0.502	Echolocation	20220826_070000.WAV	276.0	Waveform 1	1
1343.4675	1343.4745	41796.0	56575.0	0.582	Echolocation	20220826_070000.WAV	277.0	Waveform 1	1
1343.8585	1343.865	43515.0	52163.0	0.532	Echolocation	20220826_070000.WAV	278.0	Waveform 1	1
1344.0635	1344.0703	42656.0	61936.0	0.578	Echolocation	20220826_070000.WAV	279.0	Waveform 1	1
1344.1625	1344.1687	42656.0	60866.0	0.533	Echolocation	20220826_070000.WAV	280.0	Waveform 1	1
1344.2595	1344.2659	40937.0	62726.0	0.522	Echolocation	20220826_070000.WAV	281.0	Waveform 1	1
1344.8375	1344.8447	41796.0	60053.0	0.579	Echolocation	20220826_070000.WAV	282.0	Waveform 1	1
1345.0335	1345.0408	41796.0	59437.0	0.57	Echolocation	20220826_070000.WAV	283.0	Waveform 1	1
1347.1145	1347.1225	38359.0	50885.0	0.615	Echolocation	20220826_070000.WAV	284.0	Waveform 1	1
1347.6275	1347.6349	39218.0	47397.0	0.537	Echolocation	20220826_070000.WAV	285.0	Waveform 1	1
1353.9345	1353.9378	38359.0	54440.0	0.506	Echolocation	20220826_070000.WAV	286.0	Waveform 1	1
1354.0765	1354.0801	39218.0	55617.0	0.554	Echolocation	20220826_070000.WAV	287.0	Waveform 1	1
1354.2375	1354.242	36640.0	59337.0	0.503	Echolocation	20220826_070000.WAV	288.0	Waveform 1	1
1354.3195	1354.3245	35781.0	57018.0	0.513	Echolocation	20220826_070000.WAV	289.0	Waveform 1	1
1354.4005	1354.4042	35781.0	59164.0	0.505	Echolocation	20220826_070000.WAV	290.0	Waveform 1	1
1354.4855	1354.4904	36640.0	57996.0	0.605	Echolocation	20220826_070000.WAV	291.0	Waveform 1	1
1354.5725	1354.5771	35781.0	63065.0	0.539	Echolocation	20220826_070000.WAV	292.0	Waveform 1	1
1354.6785	1354.682	36640.0	54221.0	0.586	Echolocation	20220826_070000.WAV	293.0	Waveform 1	1
1354.7605	1354.7651	34921.0	59493.0	0.554	Echolocation	20220826_070000.WAV	294.0	Waveform 1	1
1354.8325	1354.8357	36640.0	54905.0	0.569	Echolocation	20220826_070000.WAV	295.0	Waveform 1	1
1354.8785	1354.8831	35781.0	54248.0	0.531	Echolocation	20220826_070000.WAV	296.0	Waveform 1	1
1355.0015	1355.0056	35781.0	62488.0	0.597	Echolocation	20220826_070000.WAV	297.0	Waveform 1	1
1355.1335	1355.1382	35781.0	60527.0	0.549	Echolocation	20220826_070000.WAV	298.0	Waveform 1	1
1355.2145	1355.218	37500.0	53458.0	0.533	Echolocation	20220826_070000.WAV	299.0	Waveform 1	1
1355.3995	1355.4028	36640.0	50838.0	0.541	Echolocation	20220826_070000.WAV	300.0	Waveform 1	1
1355.9745	1355.9787	33203.0	59682.0	0.517	Echolocation	20220826_070000.WAV	301.0	Waveform 1	1
1356.0555	1356.0598	34921.0	57902.0	0.502	Echolocation	20220826_070000.WAV	302.0	Waveform 1	1
1356.1565	1356.1618	33203.0	62139.0	0.541	Echolocation	20220826_070000.WAV	303.0	Waveform 1	1
1356.7505	1356.7538	39218.0	50638.0	0.52	Echolocation	20220826_070000.WAV	304.0	Waveform 1	1
1359.8185	1359.8242	40078.0	57463.0	0.512	Echolocation	20220826_070000.WAV	305.0	Waveform 1	1
1360.1575	1360.1622	41796.0	57601.0	0.655	Echolocation	20220826_070000.WAV	306.0	Waveform 1	1
1360.5085	1360.5154	40937.0	49571.0	0.621	Echolocation	20220826_070000.WAV	307.0	Waveform 1	1
1360.7555	1360.7627	40078.0	51729.0	0.626	Echolocation	20220826_070000.WAV	308.0	Waveform 1	1
1360.9445	1360.9515	40937.0	49060.0	0.534	Echolocation	20220826_070000.WAV	309.0	Waveform 1	1
1361.1355	1361.1432	40078.0	47196.0	0.546	Echolocation	20220826_070000.WAV	310.0	Waveform 1	1
1361.3235	1361.3316	40078.0	51137.0	0.653	Echolocation	20220826_070000.WAV	311.0	Waveform 1	1
1361.5125	1361.52	40078.0	51024.0	0.568	Echolocation	20220826_070000.WAV	312.0	Waveform 1	1
1364.6845	1364.6933	39218.0	46153.0	0.528	Echolocation	20220826_070000.WAV	313.0	Waveform 1	1
1527.9415	1527.9506	38359.0	45750.0	0.593	Echolocation	20220826_070000.WAV	314.0	Waveform 1	1
1528.0465	1528.0555	38359.0	44271.0	0.562	Echolocation	20220826_070000.WAV	315.0	Waveform 1	1
1528.2985	1528.3065	38359.0	44710.0	0.521	Echolocation	20220826_070000.WAV	316.0	Waveform 1	1
1538.8965	1538.905	38359.0	44421.0	0.511	Echolocation	20220826_070000.WAV	317.0	Waveform 1	1
1539.0085	1539.0172	38359.0	46202.0	0.638	Echolocation	20220826_070000.WAV	318.0	Waveform 1	1
1539.1155	1539.1253	40078.0	49537.0	0.574	Echolocation	20220826_070000.WAV	319.0	Waveform 1	1
1539.2175	1539.2256	38359.0	45268.0	0.59	Echolocation	20220826_070000.WAV	320.0	Waveform 1	1
1539.3275	1539.3378	39218.0	49547.0	0.532	Echolocation	20220826_070000.WAV	321.0	Waveform 1	1
1539.4495	1539.4588	38359.0	44620.0	0.522	Echolocation	20220826_070000.WAV	322.0	Waveform 1	1
1539.6575	1539.6663	36640.0	46114.0	0.606	Echolocation	20220826_070000.WAV	323.0	Waveform 1	1
1539.7725	1539.7815	38359.0	46102.0	0.617	Echolocation	20220826_070000.WAV	324.0	Waveform 1	1
1539.9855	1539.9971	37500.0	49455.0	0.538	Echolocation	20220826_070000.WAV	325.0	Waveform 1	1
1540.1025	1540.1133	37500.0	50301.0	0.513	Echolocation	20220826_070000.WAV	326.0	Waveform 1	1
1540.1945	1540.2028	38359.0	54382.0	0.585	Echolocation	20220826_070000.WAV	327.0	Waveform 1	1
1540.2855	1540.2944	38359.0	51463.0	0.615	Echolocation	20220826_070000.WAV	328.0	Waveform 1	1
1540.3915	1540.4016	38359.0	54550.0	0.63	Echolocation	20220826_070000.WAV	329.0	Waveform 1	1
1540.6335	1540.6462	38359.0	51443.0	0.555	Echolocation	20220826_070000.WAV	330.0	Waveform 1	1
1540.7575	1540.7687	38359.0	52961.0	0.593	Echolocation	20220826_070000.WAV	331.0	Waveform 1	1
1540.9605	1540.9721	37500.0	55019.0	0.54	Echolocation	20220826_070000.WAV	332.0	Waveform 1	1
1541.0715	1541.0826	36640.0	51892.0	0.57	Echolocation	20220826_070000.WAV	333.0	Waveform 1	1
1541.1775	1541.1868	38359.0	51847.0	0.62	Echolocation	20220826_070000.WAV	334.0	Waveform 1	1
1541.2865	1541.2969	37500.0	53856.0	0.622	Echolocation	20220826_070000.WAV	335.0	Waveform 1	1
1541.4035	1541.4152	37500.0	55024.0	0.627	Echolocation	20220826_070000.WAV	336.0	Waveform 1	1
1541.5215	1541.5318	37500.0	51003.0	0.583	Echolocation	20220826_070000.WAV	337.0	Waveform 1	1
1541.6405	1541.649	36640.0	50026.0	0.566	Echolocation	20220826_070000.WAV	338.0	Waveform 1	1
1541.7605	1541.7699	36640.0	53934.0	0.587	Echolocation	20220826_070000.WAV	339.0	Waveform 1	1
1541.9765	1541.9852	37500.0	48032.0	0.659	Echolocation	20220826_070000.WAV	340.0	Waveform 1	1
1542.1405	1542.1507	36640.0	54138.0	0.593	Echolocation	20220826_070000.WAV	341.0	Waveform 1	1
1542.2565	1542.2648	36640.0	48172.0	0.649	Echolocation	20220826_070000.WAV	342.0	Waveform 1	1
1542.4665	1542.4748	37500.0	44034.0	0.577	Echolocation	20220826_070000.WAV	343.0	Waveform 1	1
1542.5815	1542.5905	37500.0	46611.0	0.648	Echolocation	20220826_070000.WAV	344.0	Waveform 1	1
1542.8025	1542.8112	37500.0	48850.0	0.632	Echolocation	20220826_070000.WAV	345.0	Waveform 1	1
1542.9135	1542.9229	38359.0	44846.0	0.582	Echolocation	20220826_070000.WAV	346.0	Waveform 1	1
1543.0285	1543.0372	37500.0	46992.0	0.609	Echolocation	20220826_070000.WAV	347.0	Waveform 1	1
1543.2785	1543.2878	39218.0	46663.0	0.549	Echolocation	20220826_070000.WAV	348.0	Waveform 1	1
1547.2915	1547.2997	39218.0	48041.0	0.659	Echolocation	20220826_070000.WAV	349.0	Waveform 1	1
1547.4045	1547.4112	40078.0	47005.0	0.519	Echolocation	20220826_070000.WAV	350.0	Waveform 1	1
1548.4825	1548.4888	40937.0	50994.0	0.535	Echolocation	20220826_070000.WAV	351.0	Waveform 1	1
1548.7485	1548.7544	40078.0	49699.0	0.533	Echolocation	20220826_070000.WAV	352.0	Waveform 1	1
1549.0425	1549.0496	40078.0	48998.0	0.592	Echolocation	20220826_070000.WAV	353.0	Waveform 1	1
1549.1345	1549.1404	40078.0	51993.0	0.563	Echolocation	20220826_070000.WAV	354.0	Waveform 1	1
1549.2355	1549.2413	40078.0	52953.0	0.653	Echolocation	20220826_070000.WAV	355.0	Waveform 1	1
1549.3325	1549.3395	40078.0	50111.0	0.583	Echolocation	20220826_070000.WAV	356.0	Waveform 1	1
1549.5185	1549.5251	40078.0	50620.0	0.519	Echolocation	20220826_070000.WAV	357.0	Waveform 1	1
1549.6095	1549.6157	39218.0	50957.0	0.565	Echolocation	20220826_070000.WAV	358.0	Waveform 1	1
1549.6975	1549.703	40078.0	53664.0	0.676	Echolocation	20220826_070000.WAV	359.0	Waveform 1	1
1549.7935	1549.8	38359.0	53889.0	0.556	Echolocation	20220826_070000.WAV	360.0	Waveform 1	1
1550.0765	1550.0829	39218.0	53782.0	0.521	Echolocation	20220826_070000.WAV	361.0	Waveform 1	1
1550.1665	1550.1744	38359.0	54280.0	0.546	Echolocation	20220826_070000.WAV	362.0	Waveform 1	1
1550.2625	1550.2687	39218.0	55465.0	0.571	Echolocation	20220826_070000.WAV	363.0	Waveform 1	1
1550.3575	1550.3643	38359.0	51916.0	0.534	Echolocation	20220826_070000.WAV	364.0	Waveform 1	1
1550.4555	1550.4615	39218.0	57020.0	0.546	Echolocation	20220826_070000.WAV	365.0	Waveform 1	1
1550.5325	1550.5383	39218.0	54716.0	0.537	Echolocation	20220826_070000.WAV	366.0	Waveform 1	1
1550.6385	1550.6463	38359.0	57709.0	0.584	Echolocation	20220826_070000.WAV	367.0	Waveform 1	1
1550.7445	1550.7526	38359.0	51936.0	0.67	Echolocation	20220826_070000.WAV	368.0	Waveform 1	1
1550.8325	1550.8409	38359.0	55230.0	0.577	Echolocation	20220826_070000.WAV	369.0	Waveform 1	1
1550.9335	1550.9411	38359.0	55963.0	0.603	Echolocation	20220826_070000.WAV	370.0	Waveform 1	1
1551.0365	1551.0452	37500.0	53836.0	0.635	Echolocation	20220826_070000.WAV	371.0	Waveform 1	1
1551.1375	1551.1463	38359.0	58010.0	0.577	Echolocation	20220826_070000.WAV	372.0	Waveform 1	1
1551.2385	1551.2472	38359.0	50966.0	0.632	Echolocation	20220826_070000.WAV	373.0	Waveform 1	1
1551.3405	1551.3481	38359.0	51841.0	0.632	Echolocation	20220826_070000.WAV	374.0	Waveform 1	1
1551.4355	1551.445	38359.0	48642.0	0.574	Echolocation	20220826_070000.WAV	375.0	Waveform 1	1
1551.5345	1551.5413	39218.0	53248.0	0.712	Echolocation	20220826_070000.WAV	376.0	Waveform 1	1
1551.6375	1551.6458	38359.0	48715.0	0.55	Echolocation	20220826_070000.WAV	377.0	Waveform 1	1
1551.7425	1551.75	39218.0	50338.0	0.67	Echolocation	20220826_070000.WAV	378.0	Waveform 1	1
1551.8445	1551.8527	38359.0	46861.0	0.503	Echolocation	20220826_070000.WAV	379.0	Waveform 1	1
1551.9455	1551.9529	40078.0	50325.0	0.586	Echolocation	20220826_070000.WAV	380.0	Waveform 1	1
1552.1555	1552.1639	39218.0	49607.0	0.577	Echolocation	20220826_070000.WAV	381.0	Waveform 1	1
1552.5835	1552.5919	39218.0	48109.0	0.56	Echolocation	20220826_070000.WAV	382.0	Waveform 1	1
1552.6885	1552.6957	40078.0	49410.0	0.542	Echolocation	20220826_070000.WAV	383.0	Waveform 1	1
1552.8995	1552.9078	40078.0	50529.0	0.624	Echolocation	20220826_070000.WAV	384.0	Waveform 1	1
1553.1165	1553.1247	37500.0	43551.0	0.507	Echolocation	20220826_070000.WAV	385.0	Waveform 1	1
1730.2465	1730.2619	23750.0	28333.0	0.514	Echolocation	20220826_070000.WAV		Waveform 1	1
