KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,18240.0,-9.517553242105553,3.3265,3.3349,15156.0,23476.0,Plecotus auritus,0.063,0.211,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,65280.0,0.9720111557201709,6.1985,6.2035,55546.0,63467.0,Pipistrellus pygmaeus,0.169,0.296,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,42240.0,-2.4163360852864253,8.2815,8.29,42656.0,47100.0,Pipistrellus nathusii,0.116,0.266,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,60480.0,0.7414236644802714,10.6575,10.6767,55546.0,61125.0,Pipistrellus pygmaeus,0.234,0.251,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,45120.0,-7.156143816273186,16.8805,16.8937,44375.0,48247.0,Pipistrellus pipistrellus,0.246,0.299,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,60480.0,3.1765616335088187,19.1895,19.1972,54687.0,60931.0,Pipistrellus pygmaeus,0.211,0.215,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
LF,24000.0,6.043936626725101,29.1755,29.1904,23750.0,25952.0,Nyctalus leisleri,0.247,0.268,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
LF,24000.0,3.6036880531739817,30.3925,30.4119,22890.0,25673.0,Nyctalus leisleri,0.179,0.208,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,55680.0,-12.469628692002562,35.3705,35.3772,53828.0,58660.0,Pipistrellus pygmaeus,0.255,0.265,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,79680.0,0.34783012885344067,37.7705,37.812,68437.0,83753.0,Rhinolophus ferrumequinum,0.203,0.203,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
LF,24000.0,2.776661141071317,39.8505,39.8693,22890.0,26497.0,Nyctalus leisleri,0.238,0.285,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,78720.0,2.038689085635862,40.8825,40.9245,68437.0,83230.0,Rhinolophus ferrumequinum,0.208,0.208,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,79680.0,6.018617915460897,42.329499999999996,42.3626,68437.0,81980.0,Rhinolophus ferrumequinum,0.219,0.22,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
LF,24000.0,7.281017402565584,43.4675,43.4851,22890.0,25648.0,Nyctalus leisleri,0.288,0.317,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
LF,25920.0,2.494987488546752,43.5405,43.555099999999996,25468.0,28339.0,Nyctalus leisleri,0.174,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,79680.0,-0.37812286309582144,43.6495,43.6925,68437.0,83744.0,Rhinolophus ferrumequinum,0.217,0.217,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,79680.0,0.6086828844879795,44.1375,44.181,68437.0,83738.0,Rhinolophus ferrumequinum,0.202,0.202,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
HF,70080.0,2.7036770473134046,44.289500000000004,44.3307,68437.0,84613.0,Rhinolophus ferrumequinum,0.261,0.261,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_025/20250210_181000.WAV,recover-20250224,UBNA_025,E18 Bridge
