Time (UTC),09/10/24,09/11/24,09/12/24,09/13/24,09/14/24
00:00,,1.0,1.0,1.0,1.0
00:30,,1.0,1.0,1.0,1.0
01:00,,1.0,1.0,1.0,1.0
01:30,,1.0,1.0,1.0,1.0
02:00,,1.0,1.0,1.0,1.0
02:30,,4.666666666666667,1.0,26.666666666666668,618.6666666666666
03:00,,22.666666666666664,640.0,130.33333333333334,2758.0
03:30,,50.666666666666664,1776.0,1472.3333333333335,448.0
04:00,,154.0,772.6666666666666,2046.0,2094.0
04:30,,140.33333333333334,106.66666666666666,3014.0,2612.0
05:00,,14.0,66.66666666666667,76.33333333333333,2372.0
05:30,,1178.0,52.66666666666667,98.33333333333333,1.0
06:00,,434.6666666666667,1.0,2528.0,1.0
06:30,,122.33333333333333,636.3333333333333,520.3333333333334,2.6666666666666665
07:00,,822.0,2534.0,540.0,784.6666666666666
07:30,,700.3333333333334,716.6666666666666,582.6666666666666,856.0
08:00,,6.666666666666667,936.6666666666666,796.0,1176.0
08:30,,562.6666666666666,2174.0,1662.0,286.3333333333333
09:00,,1008.3333333333333,1714.3333333333333,824.0,64.33333333333333
09:30,,304.3333333333333,1.0,894.0,68.33333333333333
10:00,,1.0,1436.3333333333333,64.66666666666667,1046.0
10:30,,328.6666666666667,38.666666666666664,444.3333333333333,798.0
11:00,,398.6666666666667,10.666666666666666,1.0,632.0
11:30,,446.0,1.0,1234.0,586.0
12:00,,1.0,1.0,1.0,622.6666666666666
12:30,,120.33333333333333,1.0,218.33333333333334,1.0
13:00,,752.6666666666666,8.666666666666666,1.0,1.0
13:30,,1.0,1.0,1.0,1.0
14:00,,1.0,1.0,1.0,1.0
14:30,,1.0,1.0,1.0,1.0
15:00,,1.0,1.0,1.0,1.0
15:30,,1.0,1.0,1.0,1.0
16:00,,1.0,1.0,1.0,1.0
16:30,,1.0,1.0,1.0,1.0
17:00,,1.0,1.0,1.0,1.0
17:30,,1.0,1.0,1.0,1.0
18:00,,1.0,1.0,1.0,1.0
18:30,,1.0,1.0,1.0,1.0
19:00,0.3333333333333333,1.0,1.0,1.0,1.0
19:30,1.0,1.0,1.0,1.0,1.0
20:00,1.0,1.0,1.0,1.0,1.0
20:30,1.0,1.0,1.0,1.0,1.0
21:00,1.0,1.0,1.0,1.0,1.0
21:30,1.0,1.0,1.0,1.0,
22:00,1.0,1.0,1.0,1.0,
22:30,1.0,1.0,1.0,1.0,
23:00,1.0,1.0,1.0,1.0,
23:30,1.0,1.0,1.0,1.0,
