Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	detection_confidence	input_file	Selection	View	Channel
90.1475	90.1581	27187.0	35793.0	Echolocation	0.673	20220826_070000.WAV	1	Waveform 1	1
90.4615	90.4711	27187.0	34356.0	Echolocation	0.657	20220826_070000.WAV	2	Waveform 1	1
90.7645	90.7771	26328.0	34504.0	Echolocation	0.645	20220826_070000.WAV	3	Waveform 1	1
91.0635	91.0756	25468.0	31100.0	Echolocation	0.611	20220826_070000.WAV	4	Waveform 1	1
91.3695	91.3812	26328.0	34546.0	Echolocation	0.605	20220826_070000.WAV	5	Waveform 1	1
91.8085	91.8214	24609.0	31506.0	Echolocation	0.593	20220826_070000.WAV	6	Waveform 1	1
92.1035	92.1168	25468.0	33951.0	Echolocation	0.599	20220826_070000.WAV	7	Waveform 1	1
92.5315	92.54429999999999	24609.0	30425.0	Echolocation	0.537	20220826_070000.WAV	8	Waveform 1	1
92.8225	92.8361	26328.0	35116.0	Echolocation	0.656	20220826_070000.WAV	9	Waveform 1	1
93.2685	93.2809	25468.0	30547.0	Echolocation	0.596	20220826_070000.WAV	10	Waveform 1	1
93.5575	93.5713	26328.0	34153.0	Echolocation	0.628	20220826_070000.WAV	11	Waveform 1	1
93.8685	93.8815	25468.0	29794.0	Echolocation	0.518	20220826_070000.WAV	12	Waveform 1	1
94.1675	94.1815	25468.0	34296.0	Echolocation	0.593	20220826_070000.WAV	13	Waveform 1	1
94.8785	94.8897	26328.0	33763.0	Echolocation	0.632	20220826_070000.WAV	14	Waveform 1	1
95.6225	95.6373	25468.0	34353.0	Echolocation	0.518	20220826_070000.WAV	15	Waveform 1	1
96.7825	96.795	25468.0	30625.0	Echolocation	0.54	20220826_070000.WAV	16	Waveform 1	1
96.9145	96.9303	23750.0	28237.0	Echolocation	0.515	20220826_070000.WAV	17	Waveform 1	1
97.1985	97.2138	24609.0	28250.0	Echolocation	0.503	20220826_070000.WAV	18	Waveform 1	1
97.25450000000001	97.2663	25468.0	30122.0	Echolocation	0.56	20220826_070000.WAV	19	Waveform 1	1
98.0805	98.0938	23750.0	29063.0	Echolocation	0.554	20220826_070000.WAV	20	Waveform 1	1
101.7005	101.714	25468.0	33682.0	Echolocation	0.576	20220826_070000.WAV	21	Waveform 1	1
101.9905	102.0017	26328.0	32559.0	Echolocation	0.564	20220826_070000.WAV	22	Waveform 1	1
102.7375	102.7517	25468.0	31418.0	Echolocation	0.534	20220826_070000.WAV	23	Waveform 1	1
102.8995	102.9089	26328.0	32979.0	Echolocation	0.639	20220826_070000.WAV	24	Waveform 1	1
103.0695	103.084	23750.0	27933.0	Echolocation	0.523	20220826_070000.WAV	25	Waveform 1	1
103.3275	103.3417	25468.0	33652.0	Echolocation	0.564	20220826_070000.WAV	26	Waveform 1	1
103.6165	103.6305	24609.0	30137.0	Echolocation	0.617	20220826_070000.WAV	27	Waveform 1	1
103.9115	103.925	25468.0	31664.0	Echolocation	0.523	20220826_070000.WAV	28	Waveform 1	1
104.3625	104.3753	24609.0	30471.0	Echolocation	0.535	20220826_070000.WAV	29	Waveform 1	1
104.6715	104.6861	25468.0	33532.0	Echolocation	0.581	20220826_070000.WAV	30	Waveform 1	1
105.4135	105.4271	26328.0	34342.0	Echolocation	0.6	20220826_070000.WAV	31	Waveform 1	1
105.85849999999999	105.87049999999999	24609.0	29247.0	Echolocation	0.61	20220826_070000.WAV	32	Waveform 1	1
106.2765	106.2891	26328.0	34109.0	Echolocation	0.502	20220826_070000.WAV	33	Waveform 1	1
106.5765	106.5889	24609.0	30093.0	Echolocation	0.514	20220826_070000.WAV	34	Waveform 1	1
106.8745	106.8874	24609.0	32917.0	Echolocation	0.554	20220826_070000.WAV	35	Waveform 1	1
107.64150000000001	107.6548	25468.0	31823.0	Echolocation	0.541	20220826_070000.WAV	36	Waveform 1	1
107.9505	107.963	24609.0	29368.0	Echolocation	0.567	20220826_070000.WAV	37	Waveform 1	1
108.26050000000001	108.2737	25468.0	33408.0	Echolocation	0.542	20220826_070000.WAV	38	Waveform 1	1
108.5685	108.5831	24609.0	30786.0	Echolocation	0.573	20220826_070000.WAV	39	Waveform 1	1
108.8695	108.8829	25468.0	32250.0	Echolocation	0.602	20220826_070000.WAV	40	Waveform 1	1
109.3115	109.3253	24609.0	30503.0	Echolocation	0.624	20220826_070000.WAV	41	Waveform 1	1
109.6155	109.6294	25468.0	32730.0	Echolocation	0.589	20220826_070000.WAV	42	Waveform 1	1
109.8935	109.9057	26328.0	31920.0	Echolocation	0.627	20220826_070000.WAV	43	Waveform 1	1
110.1775	110.1902	25468.0	33745.0	Echolocation	0.619	20220826_070000.WAV	44	Waveform 1	1
110.4635	110.477	24609.0	30027.0	Echolocation	0.561	20220826_070000.WAV	45	Waveform 1	1
110.7765	110.79050000000001	25468.0	32411.0	Echolocation	0.515	20220826_070000.WAV	46	Waveform 1	1
111.5375	111.5503	25468.0	33740.0	Echolocation	0.576	20220826_070000.WAV	47	Waveform 1	1
112.2535	112.2693	23750.0	27754.0	Echolocation	0.539	20220826_070000.WAV	48	Waveform 1	1
112.2975	112.3107	25468.0	31616.0	Echolocation	0.561	20220826_070000.WAV	49	Waveform 1	1
112.7465	112.76	25468.0	29949.0	Echolocation	0.604	20220826_070000.WAV	50	Waveform 1	1
113.0575	113.0706	26328.0	32910.0	Echolocation	0.557	20220826_070000.WAV	51	Waveform 1	1
113.2185	113.2287	26328.0	32928.0	Echolocation	0.575	20220826_070000.WAV	52	Waveform 1	1
113.35849999999999	113.37440000000001	23750.0	28162.0	Echolocation	0.593	20220826_070000.WAV	53	Waveform 1	1
113.6365	113.6511	23750.0	27583.0	Echolocation	0.598	20220826_070000.WAV	54	Waveform 1	1
113.92150000000001	113.9373	23750.0	27878.0	Echolocation	0.538	20220826_070000.WAV	55	Waveform 1	1
114.47149999999999	114.4861	23750.0	28860.0	Echolocation	0.612	20220826_070000.WAV	56	Waveform 1	1
115.1735	115.1853	25468.0	31228.0	Echolocation	0.538	20220826_070000.WAV	57	Waveform 1	1
115.3155	115.3302	23750.0	28120.0	Echolocation	0.614	20220826_070000.WAV	58	Waveform 1	1
128.7275	128.74099999999999	26328.0	32412.0	Echolocation	0.523	20220826_070000.WAV	1	Waveform 1	1
129.9275	129.939	26328.0	32478.0	Echolocation	0.576	20220826_070000.WAV	2	Waveform 1	1
130.0755	130.0869	26328.0	31391.0	Echolocation	0.538	20220826_070000.WAV	3	Waveform 1	1
130.6645	130.6774	25468.0	30960.0	Echolocation	0.597	20220826_070000.WAV	4	Waveform 1	1
130.9715	130.9844	24609.0	30288.0	Echolocation	0.539	20220826_070000.WAV	5	Waveform 1	1
131.8885	131.9016	25468.0	30356.0	Echolocation	0.533	20220826_070000.WAV	6	Waveform 1	1
132.6335	132.6481	25468.0	31066.0	Echolocation	0.531	20220826_070000.WAV	7	Waveform 1	1
133.3465	133.3619	23750.0	28118.0	Echolocation	0.577	20220826_070000.WAV	8	Waveform 1	1
133.6655	133.6784	23750.0	29210.0	Echolocation	0.616	20220826_070000.WAV	9	Waveform 1	1
134.0095	134.0227	25468.0	29968.0	Echolocation	0.591	20220826_070000.WAV	10	Waveform 1	1
134.2275	134.2437	23750.0	28643.0	Echolocation	0.528	20220826_070000.WAV	11	Waveform 1	1
134.4605	134.4745	23750.0	28787.0	Echolocation	0.6	20220826_070000.WAV	12	Waveform 1	1
134.5145	134.5283	23750.0	27192.0	Echolocation	0.598	20220826_070000.WAV	13	Waveform 1	1
134.6635	134.6806	23750.0	26915.0	Echolocation	0.53	20220826_070000.WAV	14	Waveform 1	1
134.8225	134.8387	23750.0	27239.0	Echolocation	0.581	20220826_070000.WAV	15	Waveform 1	1
135.3815	135.3971	24609.0	28021.0	Echolocation	0.579	20220826_070000.WAV	16	Waveform 1	1
135.6765	135.6914	23750.0	28545.0	Echolocation	0.665	20220826_070000.WAV	17	Waveform 1	1
135.83350000000002	135.8498	23750.0	28716.0	Echolocation	0.548	20220826_070000.WAV	18	Waveform 1	1
136.2645	136.2798	23750.0	29487.0	Echolocation	0.61	20220826_070000.WAV	19	Waveform 1	1
136.55349999999999	136.5678	23750.0	28685.0	Echolocation	0.668	20220826_070000.WAV	20	Waveform 1	1
136.72050000000002	136.7388	23750.0	26978.0	Echolocation	0.538	20220826_070000.WAV	21	Waveform 1	1
136.8915	136.9069	23750.0	27382.0	Echolocation	0.597	20220826_070000.WAV	22	Waveform 1	1
137.1555	137.1698	23750.0	30134.0	Echolocation	0.607	20220826_070000.WAV	23	Waveform 1	1
137.42849999999999	137.4428	23750.0	27747.0	Echolocation	0.625	20220826_070000.WAV	24	Waveform 1	1
137.7225	137.7371	23750.0	28505.0	Echolocation	0.628	20220826_070000.WAV	25	Waveform 1	1
137.8565	137.8683	24609.0	29389.0	Echolocation	0.599	20220826_070000.WAV	26	Waveform 1	1
138.0015	138.0159	23750.0	28983.0	Echolocation	0.554	20220826_070000.WAV	27	Waveform 1	1
138.2625	138.2743	23750.0	29169.0	Echolocation	0.536	20220826_070000.WAV	28	Waveform 1	1
138.2895	138.3037	23750.0	29377.0	Echolocation	0.609	20220826_070000.WAV	29	Waveform 1	1
138.54149999999998	138.555	23750.0	28335.0	Echolocation	0.502	20220826_070000.WAV	30	Waveform 1	1
138.5825	138.5976	22890.0	27673.0	Echolocation	0.604	20220826_070000.WAV	31	Waveform 1	1
138.8745	138.887	23750.0	31018.0	Echolocation	0.677	20220826_070000.WAV	32	Waveform 1	1
139.1045	139.1171	23750.0	29388.0	Echolocation	0.61	20220826_070000.WAV	33	Waveform 1	1
139.1655	139.1812	23750.0	28149.0	Echolocation	0.594	20220826_070000.WAV	34	Waveform 1	1
139.4635	139.4788	23750.0	27482.0	Echolocation	0.584	20220826_070000.WAV	35	Waveform 1	1
139.7495	139.7647	23750.0	27301.0	Echolocation	0.623	20220826_070000.WAV	36	Waveform 1	1
140.0405	140.0552	23750.0	28465.0	Echolocation	0.688	20220826_070000.WAV	37	Waveform 1	1
140.3315	140.3474	23750.0	27403.0	Echolocation	0.633	20220826_070000.WAV	38	Waveform 1	1
140.6265	140.6415	23750.0	28239.0	Echolocation	0.666	20220826_070000.WAV	39	Waveform 1	1
140.9105	140.9255	23750.0	28246.0	Echolocation	0.551	20220826_070000.WAV	40	Waveform 1	1
141.2025	141.216	23750.0	29396.0	Echolocation	0.585	20220826_070000.WAV	41	Waveform 1	1
141.4995	141.5137	23750.0	27423.0	Echolocation	0.706	20220826_070000.WAV	42	Waveform 1	1
141.9365	141.952	22890.0	28293.0	Echolocation	0.565	20220826_070000.WAV	43	Waveform 1	1
142.2255	142.2409	23750.0	27703.0	Echolocation	0.63	20220826_070000.WAV	44	Waveform 1	1
142.6625	142.67770000000002	23750.0	29997.0	Echolocation	0.676	20220826_070000.WAV	45	Waveform 1	1
142.9555	142.9755	22890.0	27197.0	Echolocation	0.514	20220826_070000.WAV	46	Waveform 1	1
143.2565	143.272	23750.0	28674.0	Echolocation	0.723	20220826_070000.WAV	47	Waveform 1	1
143.5395	143.5557	23750.0	27513.0	Echolocation	0.629	20220826_070000.WAV	48	Waveform 1	1
143.8425	143.8577	23750.0	27773.0	Echolocation	0.649	20220826_070000.WAV	49	Waveform 1	1
144.14249999999998	144.1576	23750.0	28430.0	Echolocation	0.696	20220826_070000.WAV	50	Waveform 1	1
144.4365	144.4523	23750.0	27869.0	Echolocation	0.691	20220826_070000.WAV	51	Waveform 1	1
144.72050000000002	144.7352	23750.0	28076.0	Echolocation	0.559	20220826_070000.WAV	52	Waveform 1	1
144.9885	145.0019	24609.0	29640.0	Echolocation	0.535	20220826_070000.WAV	53	Waveform 1	1
145.2905	145.3055	23750.0	28282.0	Echolocation	0.54	20220826_070000.WAV	54	Waveform 1	1
145.5875	145.6027	23750.0	29187.0	Echolocation	0.623	20220826_070000.WAV	55	Waveform 1	1
145.8825	145.8972	23750.0	28768.0	Echolocation	0.502	20220826_070000.WAV	56	Waveform 1	1
146.1835	146.1983	23750.0	29518.0	Echolocation	0.649	20220826_070000.WAV	57	Waveform 1	1
146.39249999999998	146.4087	23750.0	27382.0	Echolocation	0.555	20220826_070000.WAV	58	Waveform 1	1
146.6685	146.6845	22890.0	26791.0	Echolocation	0.523	20220826_070000.WAV	59	Waveform 1	1
146.8055	146.8235	23750.0	28460.0	Echolocation	0.549	20220826_070000.WAV	60	Waveform 1	1
147.41649999999998	147.4338	24609.0	27998.0	Echolocation	0.526	20220826_070000.WAV	61	Waveform 1	1
147.9225	147.9397	23750.0	27864.0	Echolocation	0.556	20220826_070000.WAV	62	Waveform 1	1
148.0335	148.0476	23750.0	27226.0	Echolocation	0.565	20220826_070000.WAV	63	Waveform 1	1
148.3225	148.3381	23750.0	28124.0	Echolocation	0.662	20220826_070000.WAV	64	Waveform 1	1
148.7335	148.7475	23750.0	29786.0	Echolocation	0.651	20220826_070000.WAV	65	Waveform 1	1
149.0845	149.0977	23750.0	28681.0	Echolocation	0.584	20220826_070000.WAV	66	Waveform 1	1
149.3845	149.3993	23750.0	26866.0	Echolocation	0.62	20220826_070000.WAV	67	Waveform 1	1
149.4135	149.4299	24609.0	27915.0	Echolocation	0.564	20220826_070000.WAV	68	Waveform 1	1
149.5825	149.5957	24609.0	29508.0	Echolocation	0.628	20220826_070000.WAV	69	Waveform 1	1
149.8595	149.8742	23750.0	28006.0	Echolocation	0.628	20220826_070000.WAV	70	Waveform 1	1
150.1275	150.1427	23750.0	29540.0	Echolocation	0.632	20220826_070000.WAV	1	Waveform 1	1
150.2765	150.2884	24609.0	30399.0	Echolocation	0.654	20220826_070000.WAV	2	Waveform 1	1
150.4325	150.4467	23750.0	27768.0	Echolocation	0.614	20220826_070000.WAV	3	Waveform 1	1
150.5525	150.5649	24609.0	30405.0	Echolocation	0.667	20220826_070000.WAV	4	Waveform 1	1
150.5885	150.6006	23750.0	28930.0	Echolocation	0.537	20220826_070000.WAV	5	Waveform 1	1
150.8155	150.8271	24609.0	30230.0	Echolocation	0.616	20220826_070000.WAV	6	Waveform 1	1
151.2025	151.2174	23750.0	27806.0	Echolocation	0.646	20220826_070000.WAV	7	Waveform 1	1
151.6105	151.6256	23750.0	28012.0	Echolocation	0.61	20220826_070000.WAV	8	Waveform 1	1
152.0235	152.0383	23750.0	28548.0	Echolocation	0.697	20220826_070000.WAV	9	Waveform 1	1
152.1805	152.1938	24609.0	29908.0	Echolocation	0.672	20220826_070000.WAV	10	Waveform 1	1
152.3975	152.4149	23750.0	27397.0	Echolocation	0.591	20220826_070000.WAV	11	Waveform 1	1
152.4545	152.4676	24609.0	30170.0	Echolocation	0.653	20220826_070000.WAV	12	Waveform 1	1
152.6965	152.7118	23750.0	27568.0	Echolocation	0.594	20220826_070000.WAV	13	Waveform 1	1
152.7255	152.7385	24609.0	29815.0	Echolocation	0.651	20220826_070000.WAV	14	Waveform 1	1
152.8435	152.8553	25468.0	29833.0	Echolocation	0.705	20220826_070000.WAV	15	Waveform 1	1
152.9625	152.9727	25468.0	32477.0	Echolocation	0.697	20220826_070000.WAV	16	Waveform 1	1
153.2235	153.2357	24609.0	31051.0	Echolocation	0.668	20220826_070000.WAV	17	Waveform 1	1
153.5045	153.5188	23750.0	28568.0	Echolocation	0.674	20220826_070000.WAV	18	Waveform 1	1
153.8995	153.9136	24609.0	27372.0	Echolocation	0.643	20220826_070000.WAV	19	Waveform 1	1
154.3225	154.3378	23750.0	27894.0	Echolocation	0.706	20220826_070000.WAV	20	Waveform 1	1
154.6135	154.6276	23750.0	29204.0	Echolocation	0.606	20220826_070000.WAV	21	Waveform 1	1
155.0175	155.0355	23750.0	27296.0	Echolocation	0.669	20220826_070000.WAV	22	Waveform 1	1
155.2965	155.3132	23750.0	27377.0	Echolocation	0.733	20220826_070000.WAV	23	Waveform 1	1
155.6955	155.7145	23750.0	26778.0	Echolocation	0.634	20220826_070000.WAV	24	Waveform 1	1
155.9315	155.9453	23750.0	28911.0	Echolocation	0.594	20220826_070000.WAV	25	Waveform 1	1
155.9745	155.9908	23750.0	27343.0	Echolocation	0.68	20220826_070000.WAV	26	Waveform 1	1
156.2515	156.2653	23750.0	27827.0	Echolocation	0.661	20220826_070000.WAV	27	Waveform 1	1
156.3935	156.4096	23750.0	28110.0	Echolocation	0.682	20220826_070000.WAV	28	Waveform 1	1
156.5185	156.5327	24609.0	29608.0	Echolocation	0.565	20220826_070000.WAV	29	Waveform 1	1
156.6195	156.6301	25468.0	32363.0	Echolocation	0.702	20220826_070000.WAV	30	Waveform 1	1
156.7155	156.7254	25468.0	31495.0	Echolocation	0.668	20220826_070000.WAV	31	Waveform 1	1
156.82150000000001	156.8318	24609.0	30393.0	Echolocation	0.645	20220826_070000.WAV	32	Waveform 1	1
156.9375	156.9491	24609.0	30226.0	Echolocation	0.659	20220826_070000.WAV	33	Waveform 1	1
158.1135	158.1293	22890.0	27032.0	Echolocation	0.627	20220826_070000.WAV	34	Waveform 1	1
158.4035	158.4214	22890.0	27033.0	Echolocation	0.529	20220826_070000.WAV	35	Waveform 1	1
159.4845	159.4992	22890.0	27397.0	Echolocation	0.649	20220826_070000.WAV	36	Waveform 1	1
160.2535	160.2711	23750.0	27905.0	Echolocation	0.56	20220826_070000.WAV	37	Waveform 1	1
160.5705	160.5848	22890.0	27613.0	Echolocation	0.577	20220826_070000.WAV	38	Waveform 1	1
160.9145	160.9287	23750.0	28261.0	Echolocation	0.568	20220826_070000.WAV	39	Waveform 1	1
160.9955	161.0112	22890.0	27763.0	Echolocation	0.505	20220826_070000.WAV	40	Waveform 1	1
161.2215	161.2346	23750.0	27812.0	Echolocation	0.62	20220826_070000.WAV	41	Waveform 1	1
161.7975	161.8128	23750.0	27947.0	Echolocation	0.584	20220826_070000.WAV	42	Waveform 1	1
162.0935	162.1082	23750.0	27336.0	Echolocation	0.602	20220826_070000.WAV	43	Waveform 1	1
162.4085	162.4248	23750.0	27327.0	Echolocation	0.512	20220826_070000.WAV	44	Waveform 1	1
162.7705	162.7867	23750.0	28068.0	Echolocation	0.59	20220826_070000.WAV	45	Waveform 1	1
162.8545	162.8682	23750.0	28816.0	Echolocation	0.595	20220826_070000.WAV	46	Waveform 1	1
164.2065	164.2236	23750.0	27221.0	Echolocation	0.589	20220826_070000.WAV	47	Waveform 1	1
164.9895	165.0012	24609.0	30327.0	Echolocation	0.584	20220826_070000.WAV	48	Waveform 1	1
165.1455	165.1576	24609.0	29728.0	Echolocation	0.621	20220826_070000.WAV	49	Waveform 1	1
165.1765	165.1924	23750.0	28568.0	Echolocation	0.52	20220826_070000.WAV	50	Waveform 1	1
165.42849999999999	165.4435	23750.0	28877.0	Echolocation	0.597	20220826_070000.WAV	51	Waveform 1	1
165.9205	165.9372	23750.0	28872.0	Echolocation	0.584	20220826_070000.WAV	52	Waveform 1	1
166.22050000000002	166.2349	23750.0	28025.0	Echolocation	0.587	20220826_070000.WAV	53	Waveform 1	1
166.5245	166.5405	23750.0	28713.0	Echolocation	0.606	20220826_070000.WAV	54	Waveform 1	1
166.8185	166.83429999999998	23750.0	27775.0	Echolocation	0.582	20220826_070000.WAV	55	Waveform 1	1
166.9745	166.9894	23750.0	29158.0	Echolocation	0.677	20220826_070000.WAV	56	Waveform 1	1
167.2755	167.2935	22890.0	27453.0	Echolocation	0.532	20220826_070000.WAV	57	Waveform 1	1
167.5685	167.5839	23750.0	27767.0	Echolocation	0.57	20220826_070000.WAV	58	Waveform 1	1
167.89249999999998	167.907	23750.0	28925.0	Echolocation	0.682	20220826_070000.WAV	59	Waveform 1	1
168.19650000000001	168.212	23750.0	27940.0	Echolocation	0.62	20220826_070000.WAV	60	Waveform 1	1
168.5005	168.5155	23750.0	28979.0	Echolocation	0.641	20220826_070000.WAV	61	Waveform 1	1
168.8345	168.84890000000001	23750.0	27618.0	Echolocation	0.69	20220826_070000.WAV	62	Waveform 1	1
169.1355	169.1508	23750.0	28923.0	Echolocation	0.658	20220826_070000.WAV	63	Waveform 1	1
169.4425	169.4586	23750.0	28145.0	Echolocation	0.627	20220826_070000.WAV	64	Waveform 1	1
169.7485	169.7647	23750.0	27693.0	Echolocation	0.655	20220826_070000.WAV	65	Waveform 1	1
170.0605	170.0763	23750.0	27227.0	Echolocation	0.65	20220826_070000.WAV	66	Waveform 1	1
170.3735	170.3886	23750.0	28227.0	Echolocation	0.674	20220826_070000.WAV	67	Waveform 1	1
170.6755	170.6912	23750.0	27267.0	Echolocation	0.62	20220826_070000.WAV	68	Waveform 1	1
170.9685	170.9843	22890.0	27884.0	Echolocation	0.631	20220826_070000.WAV	69	Waveform 1	1
171.1255	171.1413	23750.0	29299.0	Echolocation	0.666	20220826_070000.WAV	70	Waveform 1	1
171.2905	171.3052	23750.0	28470.0	Echolocation	0.642	20220826_070000.WAV	71	Waveform 1	1
171.5745	171.5902	23750.0	27079.0	Echolocation	0.665	20220826_070000.WAV	72	Waveform 1	1
171.7555	171.7706	23750.0	29015.0	Echolocation	0.685	20220826_070000.WAV	73	Waveform 1	1
172.3775	172.3923	23750.0	28877.0	Echolocation	0.673	20220826_070000.WAV	74	Waveform 1	1
172.6725	172.6883	23750.0	27991.0	Echolocation	0.7	20220826_070000.WAV	75	Waveform 1	1
172.9505	172.9658	23750.0	27653.0	Echolocation	0.675	20220826_070000.WAV	76	Waveform 1	1
173.2565	173.2723	23750.0	28526.0	Echolocation	0.691	20220826_070000.WAV	77	Waveform 1	1
173.5595	173.5737	23750.0	29477.0	Echolocation	0.723	20220826_070000.WAV	78	Waveform 1	1
173.8535	173.8707	24609.0	28106.0	Echolocation	0.531	20220826_070000.WAV	79	Waveform 1	1
174.2905	174.3046	23750.0	29731.0	Echolocation	0.661	20220826_070000.WAV	80	Waveform 1	1
174.4545	174.4677	24609.0	30638.0	Echolocation	0.662	20220826_070000.WAV	81	Waveform 1	1
174.7365	174.7522	23750.0	28653.0	Echolocation	0.623	20220826_070000.WAV	82	Waveform 1	1
175.0245	175.0393	22890.0	28371.0	Echolocation	0.608	20220826_070000.WAV	83	Waveform 1	1
175.3175	175.3323	23750.0	27681.0	Echolocation	0.569	20220826_070000.WAV	84	Waveform 1	1
175.7505	175.766	23750.0	28942.0	Echolocation	0.627	20220826_070000.WAV	85	Waveform 1	1
176.0465	176.06	23750.0	27918.0	Echolocation	0.629	20220826_070000.WAV	86	Waveform 1	1
176.3395	176.35399999999998	23750.0	29467.0	Echolocation	0.654	20220826_070000.WAV	87	Waveform 1	1
176.6345	176.6484	23750.0	27508.0	Echolocation	0.556	20220826_070000.WAV	88	Waveform 1	1
176.9345	176.9496	22890.0	27297.0	Echolocation	0.622	20220826_070000.WAV	89	Waveform 1	1
177.5315	177.5472	23750.0	27715.0	Echolocation	0.615	20220826_070000.WAV	90	Waveform 1	1
177.6635	177.6824	25468.0	28473.0	Echolocation	0.524	20220826_070000.WAV	91	Waveform 1	1
178.1385	178.154	23750.0	27905.0	Echolocation	0.617	20220826_070000.WAV	92	Waveform 1	1
179.0685	179.08429999999998	25468.0	28986.0	Echolocation	0.602	20220826_070000.WAV	93	Waveform 1	1
179.1855	179.2019	23750.0	27845.0	Echolocation	0.605	20220826_070000.WAV	94	Waveform 1	1
179.2905	179.3065	23750.0	27609.0	Echolocation	0.617	20220826_070000.WAV	95	Waveform 1	1
179.9625	179.9781	23750.0	28364.0	Echolocation	0.523	20220826_070000.WAV	96	Waveform 1	1
181.7515	181.7653	23750.0	27617.0	Echolocation	0.592	20220826_070000.WAV	1	Waveform 1	1
182.2215	182.2363	23750.0	28909.0	Echolocation	0.575	20220826_070000.WAV	2	Waveform 1	1
182.8745	182.8875	23750.0	29652.0	Echolocation	0.629	20220826_070000.WAV	3	Waveform 1	1
183.1465	183.1597	23750.0	29289.0	Echolocation	0.584	20220826_070000.WAV	4	Waveform 1	1
183.5505	183.5658	23750.0	28658.0	Echolocation	0.548	20220826_070000.WAV	5	Waveform 1	1
183.9475	183.9621	23750.0	27672.0	Echolocation	0.644	20220826_070000.WAV	6	Waveform 1	1
184.2245	184.2396	23750.0	28697.0	Echolocation	0.609	20220826_070000.WAV	7	Waveform 1	1
184.5005	184.5142	23750.0	29463.0	Echolocation	0.658	20220826_070000.WAV	8	Waveform 1	1
184.7595	184.7759	23750.0	27605.0	Echolocation	0.603	20220826_070000.WAV	9	Waveform 1	1
185.1545	185.1694	23750.0	27758.0	Echolocation	0.613	20220826_070000.WAV	10	Waveform 1	1
185.5885	185.6039	23750.0	27885.0	Echolocation	0.613	20220826_070000.WAV	11	Waveform 1	1
185.8635	185.879	23750.0	28733.0	Echolocation	0.558	20220826_070000.WAV	12	Waveform 1	1
186.0605	186.0745	25468.0	29838.0	Echolocation	0.527	20220826_070000.WAV	13	Waveform 1	1
186.2645	186.2776	23750.0	28270.0	Echolocation	0.506	20220826_070000.WAV	14	Waveform 1	1
186.5345	186.5517	23750.0	28785.0	Echolocation	0.501	20220826_070000.WAV	15	Waveform 1	1
186.7035	186.7169	23750.0	29216.0	Echolocation	0.576	20220826_070000.WAV	16	Waveform 1	1
186.9245	186.9383	25468.0	29023.0	Echolocation	0.535	20220826_070000.WAV	17	Waveform 1	1
186.9965	187.0097	24609.0	28122.0	Echolocation	0.596	20220826_070000.WAV	18	Waveform 1	1
187.4345	187.4511	23750.0	27983.0	Echolocation	0.547	20220826_070000.WAV	19	Waveform 1	1
187.4945	187.5096	25468.0	28988.0	Echolocation	0.57	20220826_070000.WAV	20	Waveform 1	1
187.7165	187.7353	23750.0	27913.0	Echolocation	0.549	20220826_070000.WAV	21	Waveform 1	1
188.0725	188.0903	25468.0	30372.0	Echolocation	0.537	20220826_070000.WAV	22	Waveform 1	1
188.17849999999999	188.1962	23750.0	28665.0	Echolocation	0.525	20220826_070000.WAV	23	Waveform 1	1
188.2765	188.2925	23750.0	28073.0	Echolocation	0.609	20220826_070000.WAV	24	Waveform 1	1
188.3565	188.3704	25468.0	29189.0	Echolocation	0.523	20220826_070000.WAV	25	Waveform 1	1
188.4785	188.49	24609.0	29854.0	Echolocation	0.649	20220826_070000.WAV	26	Waveform 1	1
188.5725	188.5859	24609.0	29519.0	Echolocation	0.532	20220826_070000.WAV	27	Waveform 1	1
188.6275	188.6407	25468.0	30217.0	Echolocation	0.583	20220826_070000.WAV	28	Waveform 1	1
188.8545	188.8695	23750.0	29079.0	Echolocation	0.639	20220826_070000.WAV	29	Waveform 1	1
188.9225	188.9358	24609.0	28249.0	Echolocation	0.591	20220826_070000.WAV	30	Waveform 1	1
189.0245	189.0351	24609.0	30092.0	Echolocation	0.506	20220826_070000.WAV	31	Waveform 1	1
189.1285	189.1441	23750.0	28099.0	Echolocation	0.613	20220826_070000.WAV	32	Waveform 1	1
189.2035	189.2166	25468.0	29627.0	Echolocation	0.666	20220826_070000.WAV	33	Waveform 1	1
189.29149999999998	189.30610000000001	24609.0	27871.0	Echolocation	0.639	20220826_070000.WAV	34	Waveform 1	1
189.4175	189.4317	23750.0	29040.0	Echolocation	0.625	20220826_070000.WAV	35	Waveform 1	1
189.4845	189.4981	24609.0	28220.0	Echolocation	0.614	20220826_070000.WAV	36	Waveform 1	1
189.92849999999999	189.9492	24609.0	28759.0	Echolocation	0.507	20220826_070000.WAV	37	Waveform 1	1
190.1285	190.1415	24609.0	29788.0	Echolocation	0.513	20220826_070000.WAV	38	Waveform 1	1
190.3645	190.3806	23750.0	27636.0	Echolocation	0.585	20220826_070000.WAV	39	Waveform 1	1
190.8055	190.8201	23750.0	30894.0	Echolocation	0.58	20220826_070000.WAV	40	Waveform 1	1
190.8365	190.8522	23750.0	30734.0	Echolocation	0.603	20220826_070000.WAV	41	Waveform 1	1
190.8785	190.8931	25468.0	28828.0	Echolocation	0.554	20220826_070000.WAV	42	Waveform 1	1
