KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,25920.0,0.32573948712885653,128.1985,128.2103,23750.0,29573.0,Echolocation,Eptesicus serotinus,0.08,0.222,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_164000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,19200.0,9.467339834590552,123.4245,123.453,18593.0,21189.0,Echolocation,Nyctalus noctula,0.166,0.223,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
HF,49920.0,10.779855839263606,123.9725,123.9916,48671.0,52741.0,Echolocation,Pipistrellus pipistrellus,0.219,0.256,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
HF,43200.0,3.7977469652410893,125.5195,125.5351,42656.0,44817.0,Echolocation,Pipistrellus pipistrellus,0.271,0.289,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,24000.0,9.97822502173171,135.05349999999999,135.0699,22890.0,25458.0,Echolocation,Nyctalus leisleri,0.229,0.256,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
HF,47040.0,4.328287043088149,137.23250000000002,137.2424,46953.0,47589.0,Echolocation,Pipistrellus pipistrellus,0.151,0.228,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,24000.0,-2.3676018508821777,144.3915,144.4095,22031.0,26141.0,Echolocation,Nyctalus leisleri,0.09,0.224,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,24000.0,12.878043420783747,147.4105,147.4243,23750.0,26247.0,Echolocation,Nyctalus leisleri,0.317,0.332,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,25920.0,12.758247869346045,151.4895,151.5012,25468.0,30099.0,Echolocation,Nyctalus leisleri,0.191,0.252,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
HF,48960.0,1.6664700546832611,161.8125,161.8255,47812.0,50534.0,Echolocation,Pipistrellus pipistrellus,0.201,0.253,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,25920.0,4.127843606941834,177.6735,177.6864,25468.0,29876.0,Echolocation,Nyctalus leisleri,0.207,0.282,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,25920.0,2.605458357029936,178.7345,178.7473,25468.0,29407.0,Echolocation,Nyctalus leisleri,0.235,0.349,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,25920.0,11.804063400152758,180.6945,180.7089,25468.0,27410.0,Echolocation,Nyctalus leisleri,0.297,0.314,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,25920.0,9.203986339675685,183.4635,183.4775,25468.0,29636.0,Echolocation,Nyctalus leisleri,0.209,0.296,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
LF,25920.0,23.665598684702225,184.2235,184.2365,25468.0,30548.0,Echolocation,Nyctalus leisleri,0.34,0.388,-1,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_027/20250310_165000.WAV,recover-20250317,UBNA_027,Carp Pond
