date_and_time_UTC,num_of_detections,HF2_num_of_detections,HF1_num_of_detections,LF1_num_of_detections
2023-06-29 03:09:00+00:00,1,1,1,1
2023-06-29 03:39:00+00:00,1,1,1,1
2023-06-29 04:09:00+00:00,1,1,1,1
2023-06-29 04:39:00+00:00,598,255,343,1
2023-06-29 05:09:00+00:00,489,53,436,1
2023-06-29 05:39:00+00:00,45,9,36,1
2023-06-29 06:09:00+00:00,42,27,15,1
2023-06-29 06:39:00+00:00,43,1,42,1
2023-06-29 07:09:00+00:00,32,7,23,1
2023-06-29 07:39:00+00:00,1200,161,1039,1
2023-06-29 08:09:00+00:00,165,94,72,1
2023-06-29 08:39:00+00:00,228,221,6,1
2023-06-29 09:09:00+00:00,16,16,1,1
2023-06-29 09:39:00+00:00,34,33,1,1
2023-06-29 10:09:00+00:00,87,69,14,3
2023-06-29 10:39:00+00:00,99,98,1,1
2023-06-29 11:09:00+00:00,72,21,51,1
2023-06-29 11:39:00+00:00,1,1,1,1
2023-06-29 12:09:00+00:00,1,1,1,1
2023-06-29 12:39:00+00:00,1,1,1,1
2023-06-29 13:09:00+00:00,0,0,0,0
2023-06-30 03:09:00+00:00,1,1,1,1
2023-06-30 03:39:00+00:00,1,1,1,1
2023-06-30 04:09:00+00:00,1,1,1,1
2023-06-30 04:39:00+00:00,61,7,54,1
2023-06-30 05:09:00+00:00,602,57,545,1
2023-06-30 05:39:00+00:00,1,1,1,1
2023-06-30 06:09:00+00:00,1,1,1,1
2023-06-30 06:39:00+00:00,9,9,1,1
2023-06-30 07:09:00+00:00,102,71,28,3
2023-06-30 07:39:00+00:00,44,21,23,1
2023-06-30 08:09:00+00:00,78,40,38,1
2023-06-30 08:39:00+00:00,260,208,52,1
2023-06-30 09:09:00+00:00,55,17,38,1
2023-06-30 09:39:00+00:00,59,58,1,1
2023-06-30 10:09:00+00:00,55,24,31,1
2023-06-30 10:39:00+00:00,183,160,23,1
2023-06-30 11:09:00+00:00,350,343,6,1
2023-06-30 11:39:00+00:00,1,1,1,1
2023-06-30 12:09:00+00:00,1,1,1,1
2023-06-30 12:39:00+00:00,1,1,1,1
2023-06-30 13:09:00+00:00,0,0,0,0
2023-07-01 03:09:00+00:00,1,1,1,1
2023-07-01 03:39:00+00:00,1,1,1,1
2023-07-01 04:09:00+00:00,1,1,1,1
2023-07-01 04:39:00+00:00,1235,278,957,1
2023-07-01 05:09:00+00:00,504,200,304,1
2023-07-01 05:39:00+00:00,1,1,1,1
2023-07-01 06:09:00+00:00,1522,622,899,1
2023-07-01 06:39:00+00:00,2231,802,1429,1
2023-07-01 07:09:00+00:00,2069,609,1457,1
2023-07-01 07:39:00+00:00,2566,696,1869,1
2023-07-01 08:09:00+00:00,4062,2165,1880,1
2023-07-01 08:39:00+00:00,4586,2668,1914,1
2023-07-01 09:09:00+00:00,3394,879,2507,1
2023-07-01 09:39:00+00:00,4011,1656,2353,1
2023-07-01 10:09:00+00:00,6416,1392,5015,2
2023-07-01 10:39:00+00:00,4448,2210,2237,1
2023-07-01 11:09:00+00:00,3536,2749,782,1
2023-07-01 11:39:00+00:00,3,3,1,1
2023-07-01 12:09:00+00:00,1,1,1,1
2023-07-01 12:39:00+00:00,1,1,1,1
2023-07-01 13:09:00+00:00,0,0,0,0
2023-07-02 03:09:00+00:00,1,1,1,1
2023-07-02 03:39:00+00:00,1,1,1,1
2023-07-02 04:09:00+00:00,1,1,1,1
2023-07-02 04:39:00+00:00,103,37,66,1
2023-07-02 05:09:00+00:00,1076,728,348,1
2023-07-02 05:39:00+00:00,217,217,1,1
2023-07-02 06:09:00+00:00,400,388,12,1
2023-07-02 06:39:00+00:00,78,78,1,1
2023-07-02 07:09:00+00:00,377,364,11,1
2023-07-02 07:39:00+00:00,1018,754,262,1
2023-07-02 08:09:00+00:00,1269,1061,207,1
2023-07-02 08:39:00+00:00,448,385,63,1
2023-07-02 09:09:00+00:00,2002,1954,32,1
2023-07-02 09:39:00+00:00,1009,1004,2,1
2023-07-02 10:09:00+00:00,1128,1125,1,1
2023-07-02 10:39:00+00:00,1536,1211,318,1
2023-07-02 11:09:00+00:00,3707,834,2869,1
2023-07-02 11:39:00+00:00,11,3,8,1
2023-07-02 12:09:00+00:00,1,1,1,1
2023-07-02 12:39:00+00:00,1,1,1,1
2023-07-02 13:09:00+00:00,0,0,0,0
2023-07-03 03:09:00+00:00,1,1,1,1
2023-07-03 03:39:00+00:00,1,1,1,1
2023-07-03 04:09:00+00:00,1,1,1,1
2023-07-03 04:39:00+00:00,149,69,80,1
2023-07-03 05:09:00+00:00,526,336,190,1
2023-07-03 05:39:00+00:00,2,2,1,1
2023-07-03 06:09:00+00:00,59,57,1,2
2023-07-03 06:39:00+00:00,45,28,17,1
2023-07-03 07:09:00+00:00,17,17,1,1
2023-07-03 07:39:00+00:00,9,6,3,1
2023-07-03 08:09:00+00:00,718,700,17,1
2023-07-03 08:39:00+00:00,68,69,1,1
2023-07-03 09:09:00+00:00,69,68,1,1
2023-07-03 09:39:00+00:00,34,34,1,1
2023-07-03 10:09:00+00:00,259,262,1,1
2023-07-03 10:39:00+00:00,517,446,67,1
2023-07-03 11:09:00+00:00,406,400,1,5
2023-07-03 11:39:00+00:00,27,27,1,1
2023-07-03 12:09:00+00:00,1,1,1,1
2023-07-03 12:39:00+00:00,1,1,1,1
2023-07-03 13:09:00+00:00,0,0,0,0
2023-07-04 03:09:00+00:00,1,1,1,1
2023-07-04 03:39:00+00:00,1,1,1,1
2023-07-04 04:09:00+00:00,1,1,1,1
2023-07-04 04:39:00+00:00,150,20,112,18
2023-07-04 05:09:00+00:00,89,41,48,1
2023-07-04 05:39:00+00:00,1,1,1,1
2023-07-04 06:09:00+00:00,1,1,1,1
2023-07-04 06:39:00+00:00,1,1,1,1
2023-07-04 07:09:00+00:00,20,7,13,1
2023-07-04 07:39:00+00:00,9,9,1,1
2023-07-04 08:09:00+00:00,269,269,1,1
2023-07-04 08:39:00+00:00,46,46,1,1
2023-07-04 09:09:00+00:00,82,80,1,1
2023-07-04 09:39:00+00:00,371,379,1,1
2023-07-04 10:09:00+00:00,159,158,1,1
2023-07-04 10:39:00+00:00,177,124,53,1
2023-07-04 11:09:00+00:00,2464,1823,641,1
2023-07-04 11:39:00+00:00,1,1,1,1
2023-07-04 12:09:00+00:00,2,1,1,2
2023-07-04 12:39:00+00:00,1,1,1,1
2023-07-04 13:09:00+00:00,0,0,0,0
2023-07-05 03:09:00+00:00,1,1,1,1
2023-07-05 03:39:00+00:00,1,1,1,1
2023-07-05 04:09:00+00:00,1,1,1,1
2023-07-05 04:39:00+00:00,97,12,54,31
2023-07-05 05:09:00+00:00,159,50,109,1
2023-07-05 05:39:00+00:00,1,1,1,1
2023-07-05 06:09:00+00:00,1,1,1,1
2023-07-05 06:39:00+00:00,37,19,18,1
2023-07-05 07:09:00+00:00,1,1,1,1
2023-07-05 07:39:00+00:00,1,1,1,1
2023-07-05 08:09:00+00:00,24,24,1,1
2023-07-05 08:39:00+00:00,1,1,1,1
2023-07-05 09:09:00+00:00,70,73,1,1
2023-07-05 09:39:00+00:00,101,103,1,1
2023-07-05 10:09:00+00:00,205,172,33,1
2023-07-05 10:39:00+00:00,150,122,27,1
2023-07-05 11:09:00+00:00,1466,1216,247,1
2023-07-05 11:39:00+00:00,1,1,1,1
2023-07-05 12:09:00+00:00,1,1,1,1
2023-07-05 12:39:00+00:00,1,1,1,1
2023-07-05 13:09:00+00:00,0,0,0,0
