start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
1106.2455,1106.2611,22890.0,26026.0,0.535,Echolocation,20230617_043000.WAV
1108.5195,1108.5355,22031.0,25131.0,0.601,Echolocation,20230617_043000.WAV
1110.1725,1110.1931,22031.0,25681.0,0.535,Echolocation,20230617_043000.WAV
1110.4705,1110.4905,22031.0,25744.0,0.581,Echolocation,20230617_043000.WAV
1110.9585,1110.979,22031.0,25934.0,0.528,Echolocation,20230617_043000.WAV
1111.7795,1111.8004,22031.0,24490.0,0.643,Echolocation,20230617_043000.WAV
1113.4045,1113.4207,22031.0,25903.0,0.637,Echolocation,20230617_043000.WAV
1113.5565,1113.5722,22890.0,26690.0,0.689,Echolocation,20230617_043000.WAV
1113.7415,1113.7606,22890.0,25566.0,0.529,Echolocation,20230617_043000.WAV
1129.0415,1129.0494,40937.0,48678.0,0.514,Echolocation,20230617_043000.WAV
1132.0055,1132.0126,39218.0,55121.0,0.518,Echolocation,20230617_043000.WAV
1140.0745,1140.083,40078.0,56024.0,0.531,Echolocation,20230617_043000.WAV
1150.9225,1150.9321,40078.0,56936.0,0.513,Echolocation,20230617_043000.WAV
1151.4095,1151.4191,40078.0,60544.0,0.511,Echolocation,20230617_043000.WAV
1151.4905,1151.4988,40078.0,60636.0,0.568,Echolocation,20230617_043000.WAV
1151.5705,1151.5803,39218.0,59193.0,0.529,Echolocation,20230617_043000.WAV
1152.0755,1152.0931,21171.0,24524.0,0.613,Echolocation,20230617_043000.WAV
1153.4905,1153.5049,22890.0,27503.0,0.541,Echolocation,20230617_043000.WAV
1154.6225,1154.6408,22031.0,25241.0,0.527,Echolocation,20230617_043000.WAV
1155.8555,1155.8623,39218.0,64590.0,0.543,Echolocation,20230617_043000.WAV
1263.8745,1263.8911,22031.0,25650.0,0.589,Echolocation,20230617_043000.WAV
1264.3515,1264.3694,22031.0,25590.0,0.587,Echolocation,20230617_043000.WAV
1274.8775,1274.8936,22890.0,26302.0,0.582,Echolocation,20230617_043000.WAV
1275.0575,1275.0759,22031.0,25874.0,0.514,Echolocation,20230617_043000.WAV
1275.2305,1275.2441,22890.0,27320.0,0.6,Echolocation,20230617_043000.WAV
1354.1995,1354.2174,22890.0,26356.0,0.54,Echolocation,20230617_043000.WAV
1354.3435,1354.3566,23750.0,27835.0,0.598,Echolocation,20230617_043000.WAV
1356.4605,1356.4764,22890.0,26365.0,0.569,Echolocation,20230617_043000.WAV
1357.8575,1357.8758,22890.0,26474.0,0.551,Echolocation,20230617_043000.WAV
1360.3055,1360.3237,22890.0,25631.0,0.525,Echolocation,20230617_043000.WAV
1360.4605,1360.4781,22890.0,25980.0,0.503,Echolocation,20230617_043000.WAV
1360.8665,1360.8848,22031.0,26613.0,0.514,Echolocation,20230617_043000.WAV
1361.5915,1361.611,22031.0,26621.0,0.504,Echolocation,20230617_043000.WAV
1361.8615,1361.881,22031.0,25864.0,0.577,Echolocation,20230617_043000.WAV
1362.3045,1362.3217,22890.0,27558.0,0.523,Echolocation,20230617_043000.WAV
1362.7275,1362.7484,22031.0,26093.0,0.52,Echolocation,20230617_043000.WAV
1364.7735,1364.7911,22890.0,27316.0,0.536,Echolocation,20230617_043000.WAV
1365.0545,1365.0718,22031.0,25339.0,0.558,Echolocation,20230617_043000.WAV
1365.3465,1365.3641,22890.0,26360.0,0.503,Echolocation,20230617_043000.WAV
1366.8645,1366.8829,22890.0,26361.0,0.523,Echolocation,20230617_043000.WAV
1367.3915,1367.4116,22031.0,26173.0,0.503,Echolocation,20230617_043000.WAV
1367.8735,1367.894,22031.0,26293.0,0.507,Echolocation,20230617_043000.WAV
1370.0075,1370.0258,22890.0,25590.0,0.641,Echolocation,20230617_043000.WAV
1371.0375,1371.0545,22890.0,26410.0,0.621,Echolocation,20230617_043000.WAV
1371.1725,1371.1899,22890.0,25883.0,0.58,Echolocation,20230617_043000.WAV
1372.2635,1372.2797,22890.0,28136.0,0.529,Echolocation,20230617_043000.WAV
1372.4025,1372.4173,22890.0,27168.0,0.528,Echolocation,20230617_043000.WAV
1372.6605,1372.6773,22890.0,26825.0,0.551,Echolocation,20230617_043000.WAV
1376.9235,1376.9408,22890.0,27054.0,0.511,Echolocation,20230617_043000.WAV
1380.7245,1380.7416,22031.0,26088.0,0.561,Echolocation,20230617_043000.WAV
1386.9565,1386.9698,22890.0,27578.0,0.524,Echolocation,20230617_043000.WAV
1387.3965,1387.4153,22890.0,26735.0,0.501,Echolocation,20230617_043000.WAV
1394.1295,1394.1491,22890.0,26017.0,0.511,Echolocation,20230617_043000.WAV
1397.0985,1397.1186,22031.0,26215.0,0.547,Echolocation,20230617_043000.WAV
1397.2435,1397.2589,22890.0,27042.0,0.528,Echolocation,20230617_043000.WAV
1397.3905,1397.4065,22031.0,27654.0,0.524,Echolocation,20230617_043000.WAV
1397.6605,1397.6806,22031.0,26881.0,0.506,Echolocation,20230617_043000.WAV
1397.8425,1397.8617,22031.0,25201.0,0.705,Echolocation,20230617_043000.WAV
1398.0315,1398.0519,22031.0,25255.0,0.564,Echolocation,20230617_043000.WAV
1398.3245,1398.3449,22031.0,25038.0,0.596,Echolocation,20230617_043000.WAV
1398.5145,1398.5352,22031.0,25769.0,0.524,Echolocation,20230617_043000.WAV
1398.7835,1398.8051,22031.0,25520.0,0.528,Echolocation,20230617_043000.WAV
1399.0615,1399.0788,22890.0,28070.0,0.515,Echolocation,20230617_043000.WAV
1399.9335,1399.954,22031.0,25171.0,0.548,Echolocation,20230617_043000.WAV
1400.5285,1400.5474,22890.0,25232.0,0.547,Echolocation,20230617_043000.WAV
1402.3415,1402.3574,22890.0,26816.0,0.659,Echolocation,20230617_043000.WAV
1418.4525,1418.4687,22031.0,25529.0,0.649,Echolocation,20230617_043000.WAV
1418.9175,1418.933,22031.0,26004.0,0.689,Echolocation,20230617_043000.WAV
1419.3485,1419.3638,22031.0,26099.0,0.545,Echolocation,20230617_043000.WAV
1421.7415,1421.7576,22890.0,26313.0,0.535,Echolocation,20230617_043000.WAV
1423.1895,1423.2059,22890.0,26389.0,0.549,Echolocation,20230617_043000.WAV
1423.3595,1423.3772,22031.0,25979.0,0.576,Echolocation,20230617_043000.WAV
