date_and_time_UTC,bout_time_percentage,LFbout_time_percentage,HFbout_time_percentage
2025-06-17 02:00:00+00:00,0.0,0.0,0.0
2025-06-17 02:10:00+00:00,0.0,0.0,0.0
2025-06-17 02:20:00+00:00,0.0,0.0,0.0
2025-06-17 02:30:00+00:00,0.0,0.0,0.0
2025-06-17 02:40:00+00:00,0.0,0.0,0.0
2025-06-17 02:50:00+00:00,0.0,0.0,0.0
2025-06-17 03:00:00+00:00,0.03676666666666666,0.03676666666666666,0.0
2025-06-17 03:10:00+00:00,0.0,0.0,0.0
2025-06-17 03:20:00+00:00,0.0,0.0,0.0
2025-06-17 03:30:00+00:00,0.0,0.0,0.0
2025-06-17 03:40:00+00:00,0.0,0.0,0.0
2025-06-17 03:50:00+00:00,0.0,0.0,0.0
2025-06-17 04:00:00+00:00,0.0,0.0,0.0
2025-06-17 04:10:00+00:00,0.0,0.0,0.0
2025-06-17 04:20:00+00:00,0.0,0.0,0.0
2025-06-17 04:30:00+00:00,0.0,0.0,0.0
2025-06-17 04:40:00+00:00,0.0,0.0,0.0
2025-06-17 04:50:00+00:00,0.0,0.0,0.0
2025-06-17 05:00:00+00:00,8.8208,7.7335666666666665,1.0872333333333333
2025-06-17 05:10:00+00:00,0.0,0.0,0.0
2025-06-17 05:20:00+00:00,0.0,0.0,0.0
2025-06-17 05:30:00+00:00,6.349400000000001,3.704666666666667,2.6447333333333334
2025-06-17 05:40:00+00:00,0.0,0.0,0.0
2025-06-17 05:50:00+00:00,0.0,0.0,0.0
2025-06-17 06:00:00+00:00,15.7141,15.7141,0.0
2025-06-17 06:10:00+00:00,0.0,0.0,0.0
2025-06-17 06:20:00+00:00,0.0,0.0,0.0
2025-06-17 06:30:00+00:00,3.812433333333334,3.812433333333334,0.0
2025-06-17 06:40:00+00:00,0.0,0.0,0.0
2025-06-17 06:50:00+00:00,0.0,0.0,0.0
2025-06-17 07:00:00+00:00,3.311366666666667,2.4870333333333337,0.8243333333333334
2025-06-17 07:10:00+00:00,0.0,0.0,0.0
2025-06-17 07:20:00+00:00,0.0,0.0,0.0
2025-06-17 07:30:00+00:00,3.804866666666667,1.8761666666666665,1.9287000000000003
2025-06-17 07:40:00+00:00,0.0,0.0,0.0
2025-06-17 07:50:00+00:00,0.0,0.0,0.0
2025-06-17 08:00:00+00:00,2.2487,0.0,2.2487
2025-06-17 08:10:00+00:00,0.0,0.0,0.0
2025-06-17 08:20:00+00:00,0.0,0.0,0.0
2025-06-17 08:30:00+00:00,3.3390000000000004,1.8256999999999999,1.5133
2025-06-17 08:40:00+00:00,0.0,0.0,0.0
2025-06-17 08:50:00+00:00,0.0,0.0,0.0
2025-06-17 09:00:00+00:00,3.1707,3.1707,0.0
2025-06-17 09:10:00+00:00,0.0,0.0,0.0
2025-06-17 09:20:00+00:00,0.0,0.0,0.0
2025-06-17 09:30:00+00:00,0.0,0.0,0.0
2025-06-17 09:40:00+00:00,0.0,0.0,0.0
2025-06-17 09:50:00+00:00,0.0,0.0,0.0
2025-06-17 10:00:00+00:00,0.0,0.0,0.0
2025-06-17 10:10:00+00:00,0.0,0.0,0.0
2025-06-17 10:20:00+00:00,0.0,0.0,0.0
2025-06-17 10:30:00+00:00,2.3987333333333334,0.0,2.3987333333333334
2025-06-17 10:40:00+00:00,0.0,0.0,0.0
2025-06-17 10:50:00+00:00,0.0,0.0,0.0
2025-06-17 11:00:00+00:00,2.0996,0.0,2.0996
2025-06-17 11:10:00+00:00,0.0,0.0,0.0
2025-06-17 11:20:00+00:00,0.0,0.0,0.0
2025-06-17 11:30:00+00:00,0.938,0.938,0.0
2025-06-17 11:40:00+00:00,0.0,0.0,0.0
2025-06-17 11:50:00+00:00,0.0,0.0,0.0
2025-06-17 12:00:00+00:00,0.0,0.0,0.0
2025-06-17 12:10:00+00:00,0.0,0.0,0.0
2025-06-17 12:20:00+00:00,0.0,0.0,0.0
2025-06-17 12:30:00+00:00,0.0,0.0,0.0
2025-06-17 12:40:00+00:00,0.0,0.0,0.0
2025-06-17 12:50:00+00:00,0.0,0.0,0.0
2025-06-17 13:00:00+00:00,0.0,0.0,0.0
2025-06-17 13:10:00+00:00,0.0,0.0,0.0
2025-06-17 13:20:00+00:00,0.0,0.0,0.0
2025-06-17 13:30:00+00:00,0.0,0.0,0.0
2025-06-17 13:40:00+00:00,0.0,0.0,0.0
2025-06-17 13:50:00+00:00,0.0,0.0,0.0
2025-06-17 14:00:00+00:00,0.0,0.0,0.0
2025-06-17 14:10:00+00:00,0.0,0.0,0.0
2025-06-17 14:20:00+00:00,0.0,0.0,0.0
2025-06-17 14:30:00+00:00,0.0,0.0,0.0
2025-06-17 14:40:00+00:00,0.0,0.0,0.0
2025-06-17 14:50:00+00:00,0.0,0.0,0.0
2025-06-17 15:00:00+00:00,0.0,0.0,0.0
2025-06-17 15:10:00+00:00,0.0,0.0,0.0
2025-06-17 15:20:00+00:00,0.0,0.0,0.0
2025-06-17 15:30:00+00:00,0.0,0.0,0.0
2025-06-17 15:40:00+00:00,0.0,0.0,0.0
2025-06-17 15:50:00+00:00,0.0,0.0,0.0
2025-06-17 16:00:00+00:00,0.0,0.0,0.0
2025-06-17 16:10:00+00:00,0.0,0.0,0.0
2025-06-17 16:20:00+00:00,0.0,0.0,0.0
2025-06-17 16:30:00+00:00,0.0,0.0,0.0
2025-06-17 16:40:00+00:00,0.0,0.0,0.0
2025-06-17 16:50:00+00:00,0.0,0.0,0.0
2025-06-17 17:00:00+00:00,0.0,0.0,0.0
2025-06-17 17:10:00+00:00,0.0,0.0,0.0
2025-06-17 17:20:00+00:00,0.0,0.0,0.0
2025-06-17 17:30:00+00:00,0.1117,0.1117,0.0
2025-06-17 17:40:00+00:00,0.0,0.0,0.0
2025-06-17 17:50:00+00:00,0.0,0.0,0.0
2025-06-17 18:00:00+00:00,0.0,0.0,0.0
2025-06-17 18:10:00+00:00,0.0,0.0,0.0
2025-06-17 18:20:00+00:00,0.0,0.0,0.0
2025-06-17 18:30:00+00:00,0.38186666666666663,0.38186666666666663,0.0
2025-06-17 18:40:00+00:00,0.0,0.0,0.0
2025-06-17 18:50:00+00:00,0.0,0.0,0.0
2025-06-17 19:00:00+00:00,0.0,0.0,0.0
2025-06-17 19:10:00+00:00,0.0,0.0,0.0
2025-06-17 19:20:00+00:00,0.0,0.0,0.0
2025-06-17 19:30:00+00:00,0.0,0.0,0.0
2025-06-17 19:40:00+00:00,0.0,0.0,0.0
2025-06-17 19:50:00+00:00,0.0,0.0,0.0
2025-06-17 20:00:00+00:00,0.0,0.0,0.0
2025-06-17 20:10:00+00:00,0.0,0.0,0.0
2025-06-17 20:20:00+00:00,0.0,0.0,0.0
2025-06-17 20:30:00+00:00,0.0953,0.0953,0.0
2025-06-17 20:40:00+00:00,0.0,0.0,0.0
2025-06-17 20:50:00+00:00,0.0,0.0,0.0
2025-06-17 21:00:00+00:00,0.0,0.0,0.0
2025-06-17 21:10:00+00:00,0.0,0.0,0.0
2025-06-17 21:20:00+00:00,0.0,0.0,0.0
2025-06-17 21:30:00+00:00,0.0,0.0,0.0
2025-06-17 21:40:00+00:00,0.0,0.0,0.0
2025-06-17 21:50:00+00:00,0.0,0.0,0.0
2025-06-17 22:00:00+00:00,0.0,0.0,0.0
2025-06-17 22:10:00+00:00,0.0,0.0,0.0
2025-06-17 22:20:00+00:00,0.0,0.0,0.0
2025-06-17 22:30:00+00:00,0.0,0.0,0.0
2025-06-17 22:40:00+00:00,0.0,0.0,0.0
2025-06-17 22:50:00+00:00,0.0,0.0,0.0
2025-06-17 23:00:00+00:00,0.0,0.0,0.0
2025-06-17 23:10:00+00:00,0.0,0.0,0.0
2025-06-17 23:20:00+00:00,0.0,0.0,0.0
2025-06-17 23:30:00+00:00,0.33216666666666667,0.33216666666666667,0.0
2025-06-17 23:40:00+00:00,0.0,0.0,0.0
