KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,1.7721802518355818,148.6975,148.7057,62421.0,67186.0,Echolocation,Pipistrellus pygmaeus,0.56,0.567,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241011_211000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,27840.0,7.889544992653028,90.4385,90.4519,27187.0,31609.0,Echolocation,Nyctalus leisleri,0.399,0.524,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_084000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,27840.0,3.379999213493339,88.0475,88.0591,28046.0,32663.0,Echolocation,Nyctalus leisleri,0.341,0.542,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_084000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,26880.0,16.096772314138054,214.2575,214.2759,25468.0,28775.0,Echolocation,Nyctalus leisleri,0.449,0.514,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_063000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,22080.0,9.747496367186972,245.0075,245.0268,21171.0,23609.0,Echolocation,Nyctalus leisleri,0.559,0.57,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_052000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,25920.0,13.460031254725441,150.9395,150.9561,25468.0,27773.0,Echolocation,Nyctalus leisleri,0.511,0.611,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_044000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,26880.0,7.253483655288308,148.2825,148.3024,25468.0,28999.0,Echolocation,Nyctalus leisleri,0.417,0.508,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_044000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,26880.0,18.202632229155512,31.8635,31.8776,25468.0,28766.0,Echolocation,Nyctalus leisleri,0.492,0.561,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_035000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,24960.0,2.81931650652309,126.3295,126.3456,24609.0,28452.0,Echolocation,Nyctalus leisleri,0.426,0.543,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_033000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,24000.0,8.531463389766753,34.5695,34.5857,22890.0,25775.0,Echolocation,Nyctalus leisleri,0.507,0.529,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_033000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,22080.0,5.831493816610951,247.3145,247.3288,21171.0,25742.0,Echolocation,Nyctalus noctula,0.386,0.635,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_030000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,25920.0,6.098686889649959,212.1605,212.1762,25468.0,29191.0,Echolocation,Nyctalus leisleri,0.431,0.539,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_030000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,25920.0,5.9309905004526495,150.3265,150.3393,24609.0,28469.0,Echolocation,Nyctalus leisleri,0.387,0.577,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_030000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,27840.0,3.6704064773859786,145.8785,145.8909,25468.0,32343.0,Echolocation,Eptesicus serotinus,0.299,0.548,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_030000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,28800.0,8.705582294731826,146.4855,146.5032,28046.0,31006.0,Echolocation,Nyctalus leisleri,0.478,0.539,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_085000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,23040.0,5.938519220275024,15.5225,15.5407,22890.0,25257.0,Echolocation,Nyctalus leisleri,0.578,0.609,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_030000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,24000.0,2.849987673587813,161.1125,161.1301,22890.0,27961.0,Echolocation,Nyctalus leisleri,0.328,0.521,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_025000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,24000.0,2.953267150503674,122.6595,122.6752,22890.0,27468.0,Echolocation,Nyctalus leisleri,0.47,0.583,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_025000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,23040.0,4.349053011824675,94.4125,94.4304,22031.0,26712.0,Echolocation,Nyctalus leisleri,0.474,0.557,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_025000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,24000.0,3.025661709317057,61.7715,61.7862,22890.0,28303.0,Echolocation,Nyctalus leisleri,0.316,0.546,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_025000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,24960.0,14.15670779645724,19.1135,19.1346,23750.0,28106.0,Echolocation,Nyctalus leisleri,0.255,0.511,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_025000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,23040.0,3.5865638859001248,278.8755,278.8914,22031.0,27667.0,Echolocation,Nyctalus leisleri,0.224,0.559,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_024000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,23040.0,5.306605709812687,245.4335,245.4495,22890.0,28475.0,Echolocation,Nyctalus leisleri,0.244,0.54,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_024000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,24000.0,16.543410616633626,210.0785,210.0948,23750.0,31446.0,Echolocation,Eptesicus serotinus,0.235,0.556,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_024000.WAV,recover-20241018,UBNA_020,Carp Pond
LF,23040.0,4.337857165337744,181.3135,181.3287,22890.0,27324.0,Echolocation,Nyctalus leisleri,0.428,0.578,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_020/20241013_024000.WAV,recover-20241018,UBNA_020,Carp Pond
