start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
374.1885,374.1948,37500.0,48013.0,0.518,Echolocation,20230712_043600.WAV
374.5755,374.5825,38359.0,46199.0,0.518,Echolocation,20230712_043600.WAV
374.7975,374.8047,39218.0,49547.0,0.506,Echolocation,20230712_043600.WAV
374.8945,374.9006,36640.0,48806.0,0.547,Echolocation,20230712_043600.WAV
374.9965,375.0027,37500.0,48207.0,0.542,Echolocation,20230712_043600.WAV
375.0925,375.0989,35781.0,50480.0,0.586,Echolocation,20230712_043600.WAV
375.1975,375.2045,37500.0,52726.0,0.617,Echolocation,20230712_043600.WAV
375.29449999999997,375.3,35781.0,51375.0,0.589,Echolocation,20230712_043600.WAV
375.3885,375.396,35781.0,52736.0,0.552,Echolocation,20230712_043600.WAV
375.4855,375.4927,37500.0,54215.0,0.62,Echolocation,20230712_043600.WAV
375.5875,375.5947,37500.0,53470.0,0.638,Echolocation,20230712_043600.WAV
375.6815,375.6895,36640.0,57206.0,0.597,Echolocation,20230712_043600.WAV
375.8195,375.8272,36640.0,54138.0,0.676,Echolocation,20230712_043600.WAV
375.8895,375.8965,37500.0,56093.0,0.601,Echolocation,20230712_043600.WAV
375.9775,375.986,36640.0,60043.0,0.551,Echolocation,20230712_043600.WAV
376.0745,376.0814,36640.0,57141.0,0.639,Echolocation,20230712_043600.WAV
376.1865,376.1936,36640.0,59974.0,0.588,Echolocation,20230712_043600.WAV
376.2875,376.2944,37500.0,56418.0,0.651,Echolocation,20230712_043600.WAV
376.3845,376.3919,36640.0,51625.0,0.607,Echolocation,20230712_043600.WAV
376.4815,376.4882,35781.0,60643.0,0.596,Echolocation,20230712_043600.WAV
376.5825,376.5886,34921.0,53901.0,0.59,Echolocation,20230712_043600.WAV
376.6905,376.6974,36640.0,60587.0,0.513,Echolocation,20230712_043600.WAV
376.8915,376.8997,34921.0,54681.0,0.565,Echolocation,20230712_043600.WAV
570.3385,570.3466,38359.0,50903.0,0.515,Echolocation,20230712_043600.WAV
570.4405,570.4483,38359.0,47945.0,0.523,Echolocation,20230712_043600.WAV
570.5305,570.5392,38359.0,50255.0,0.592,Echolocation,20230712_043600.WAV
570.7255,570.7324,40078.0,51314.0,0.632,Echolocation,20230712_043600.WAV
570.8175,570.826,39218.0,55061.0,0.554,Echolocation,20230712_043600.WAV
570.9195,570.9266,39218.0,53320.0,0.557,Echolocation,20230712_043600.WAV
571.0125,571.0203,39218.0,53557.0,0.542,Echolocation,20230712_043600.WAV
571.1165,571.1238,40078.0,55044.0,0.631,Echolocation,20230712_043600.WAV
571.3945,571.4025,39218.0,57453.0,0.577,Echolocation,20230712_043600.WAV
571.5695,571.5783,40078.0,57876.0,0.608,Echolocation,20230712_043600.WAV
571.6605,571.6683,40937.0,57772.0,0.678,Echolocation,20230712_043600.WAV
571.8255,571.8342,40937.0,58381.0,0.695,Echolocation,20230712_043600.WAV
571.9945,572.0007,41796.0,65421.0,0.584,Echolocation,20230712_043600.WAV
572.0875,572.0956,40937.0,59095.0,0.574,Echolocation,20230712_043600.WAV
572.2435,572.2505,41796.0,61610.0,0.736,Echolocation,20230712_043600.WAV
572.3375,572.3463,40937.0,57335.0,0.615,Echolocation,20230712_043600.WAV
572.4925,572.5009,40078.0,57141.0,0.645,Echolocation,20230712_043600.WAV
572.5835,572.5906,41796.0,57809.0,0.678,Echolocation,20230712_043600.WAV
572.7425,572.7508,40937.0,62951.0,0.692,Echolocation,20230712_043600.WAV
572.8335,572.8409,40937.0,55681.0,0.628,Echolocation,20230712_043600.WAV
572.9945,573.0035,38359.0,58978.0,0.582,Echolocation,20230712_043600.WAV
573.0895,573.0983,40078.0,54698.0,0.619,Echolocation,20230712_043600.WAV
573.1865,573.1976,40937.0,59913.0,0.565,Echolocation,20230712_043600.WAV
573.2735,573.2831,37500.0,58488.0,0.565,Echolocation,20230712_043600.WAV
573.3535,573.3622,40078.0,57324.0,0.591,Echolocation,20230712_043600.WAV
573.4265,573.4349,40937.0,53435.0,0.662,Echolocation,20230712_043600.WAV
