date_and_time_UTC,callrate,LFcallrate,HFcallrate
2025-03-31 22:50:00+00:00,0.0,0.0,0.0
2025-03-31 23:00:00+00:00,1.4,1.0,0.4
2025-03-31 23:10:00+00:00,1.8,0.8,1.0
2025-03-31 23:20:00+00:00,1.0,0.4,0.6
2025-03-31 23:30:00+00:00,2.6,0.6,2.0
2025-03-31 23:40:00+00:00,0.8,0.2,0.6
2025-03-31 23:50:00+00:00,0.0,0.0,0.0
2025-04-01 00:00:00+00:00,0.0,0.0,0.0
2025-04-01 00:10:00+00:00,0.0,0.0,0.0
2025-04-01 00:20:00+00:00,0.0,0.0,0.0
2025-04-01 00:30:00+00:00,0.0,0.0,0.0
2025-04-01 00:40:00+00:00,0.0,0.0,0.0
2025-04-01 00:50:00+00:00,0.0,0.0,0.0
2025-04-01 01:00:00+00:00,0.0,0.0,0.0
2025-04-01 01:10:00+00:00,0.0,0.0,0.0
2025-04-01 01:20:00+00:00,0.0,0.0,0.0
2025-04-01 01:30:00+00:00,0.0,0.0,0.0
2025-04-01 01:40:00+00:00,0.0,0.0,0.0
2025-04-01 01:50:00+00:00,0.0,0.0,0.0
2025-04-01 02:00:00+00:00,0.0,0.0,0.0
2025-04-01 02:10:00+00:00,0.2,0.2,0.0
2025-04-01 02:20:00+00:00,0.0,0.0,0.0
2025-04-01 02:30:00+00:00,0.0,0.0,0.0
2025-04-01 02:40:00+00:00,0.0,0.0,0.0
2025-04-01 02:50:00+00:00,0.0,0.0,0.0
2025-04-01 03:00:00+00:00,0.0,0.0,0.0
2025-04-01 03:10:00+00:00,274.8,19.8,255.0
2025-04-01 03:20:00+00:00,331.8,4.2,327.6
2025-04-01 03:30:00+00:00,279.8,0.0,279.8
2025-04-01 03:40:00+00:00,240.8,0.4,240.4
2025-04-01 03:50:00+00:00,221.0,0.0,221.0
2025-04-01 04:00:00+00:00,175.4,0.0,175.4
2025-04-01 04:10:00+00:00,246.6,0.0,246.6
2025-04-01 04:20:00+00:00,262.6,0.0,262.6
2025-04-01 04:30:00+00:00,230.4,0.2,230.2
2025-04-01 04:40:00+00:00,275.8,0.0,275.8
2025-04-01 04:50:00+00:00,341.6,0.0,341.6
2025-04-01 05:00:00+00:00,389.0,0.0,389.0
2025-04-01 05:10:00+00:00,347.2,0.0,347.2
2025-04-01 05:20:00+00:00,199.0,0.0,199.0
2025-04-01 05:30:00+00:00,142.0,0.0,142.0
2025-04-01 05:40:00+00:00,177.0,0.0,177.0
2025-04-01 05:50:00+00:00,105.4,0.0,105.4
2025-04-01 06:00:00+00:00,143.6,0.0,143.6
2025-04-01 06:10:00+00:00,91.0,0.0,91.0
2025-04-01 06:20:00+00:00,34.8,0.0,34.8
2025-04-01 06:30:00+00:00,0.0,0.0,0.0
2025-04-01 06:40:00+00:00,0.0,0.0,0.0
2025-04-01 06:50:00+00:00,0.2,0.2,0.0
2025-04-01 07:00:00+00:00,0.0,0.0,0.0
2025-04-01 07:10:00+00:00,0.0,0.0,0.0
2025-04-01 07:20:00+00:00,0.0,0.0,0.0
2025-04-01 07:30:00+00:00,0.0,0.0,0.0
2025-04-01 07:40:00+00:00,0.0,0.0,0.0
2025-04-01 07:50:00+00:00,0.0,0.0,0.0
2025-04-01 08:00:00+00:00,0.0,0.0,0.0
2025-04-01 08:10:00+00:00,0.0,0.0,0.0
2025-04-01 08:20:00+00:00,0.0,0.0,0.0
2025-04-01 08:30:00+00:00,0.0,0.0,0.0
2025-04-01 08:40:00+00:00,0.0,0.0,0.0
2025-04-01 08:50:00+00:00,0.0,0.0,0.0
2025-04-01 09:00:00+00:00,0.0,0.0,0.0
2025-04-01 09:10:00+00:00,0.0,0.0,0.0
2025-04-01 09:20:00+00:00,0.0,0.0,0.0
2025-04-01 09:30:00+00:00,0.0,0.0,0.0
2025-04-01 09:40:00+00:00,0.0,0.0,0.0
2025-04-01 09:50:00+00:00,0.0,0.0,0.0
2025-04-01 10:00:00+00:00,0.0,0.0,0.0
2025-04-01 10:10:00+00:00,0.0,0.0,0.0
2025-04-01 10:20:00+00:00,0.0,0.0,0.0
2025-04-01 10:30:00+00:00,0.2,0.2,0.0
2025-04-01 10:40:00+00:00,0.0,0.0,0.0
2025-04-01 10:50:00+00:00,0.0,0.0,0.0
2025-04-01 11:00:00+00:00,0.0,0.0,0.0
2025-04-01 11:10:00+00:00,0.0,0.0,0.0
2025-04-01 11:20:00+00:00,0.0,0.0,0.0
2025-04-01 11:30:00+00:00,0.0,0.0,0.0
2025-04-01 11:40:00+00:00,0.0,0.0,0.0
2025-04-01 11:50:00+00:00,0.0,0.0,0.0
2025-04-01 12:00:00+00:00,0.0,0.0,0.0
2025-04-01 12:10:00+00:00,0.0,0.0,0.0
2025-04-01 12:20:00+00:00,0.0,0.0,0.0
2025-04-01 12:30:00+00:00,0.0,0.0,0.0
2025-04-01 12:40:00+00:00,0.0,0.0,0.0
2025-04-01 12:50:00+00:00,0.0,0.0,0.0
2025-04-01 13:00:00+00:00,0.0,0.0,0.0
2025-04-01 13:10:00+00:00,0.0,0.0,0.0
2025-04-01 13:20:00+00:00,0.0,0.0,0.0
2025-04-01 13:30:00+00:00,0.0,0.0,0.0
2025-04-01 13:40:00+00:00,0.0,0.0,0.0
2025-04-01 13:50:00+00:00,0.0,0.0,0.0
2025-04-01 14:00:00+00:00,0.0,0.0,0.0
2025-04-01 14:10:00+00:00,0.2,0.2,0.0
2025-04-01 14:20:00+00:00,0.0,0.0,0.0
2025-04-01 14:30:00+00:00,0.0,0.0,0.0
2025-04-01 14:40:00+00:00,0.0,0.0,0.0
2025-04-01 14:50:00+00:00,0.0,0.0,0.0
2025-04-01 15:00:00+00:00,0.0,0.0,0.0
2025-04-01 15:10:00+00:00,0.0,0.0,0.0
2025-04-01 15:20:00+00:00,0.0,0.0,0.0
2025-04-01 15:30:00+00:00,0.0,0.0,0.0
2025-04-01 15:40:00+00:00,0.0,0.0,0.0
2025-04-01 15:50:00+00:00,0.0,0.0,0.0
2025-04-01 16:00:00+00:00,0.0,0.0,0.0
2025-04-01 16:10:00+00:00,0.0,0.0,0.0
2025-04-01 16:20:00+00:00,0.0,0.0,0.0
2025-04-01 16:30:00+00:00,0.0,0.0,0.0
2025-04-01 16:40:00+00:00,0.0,0.0,0.0
2025-04-01 16:50:00+00:00,0.0,0.0,0.0
2025-04-01 17:00:00+00:00,0.0,0.0,0.0
2025-04-01 17:10:00+00:00,0.0,0.0,0.0
2025-04-01 17:20:00+00:00,0.0,0.0,0.0
2025-04-01 17:30:00+00:00,0.4,0.4,0.0
2025-04-01 17:40:00+00:00,0.0,0.0,0.0
2025-04-01 17:50:00+00:00,0.0,0.0,0.0
2025-04-01 18:00:00+00:00,0.0,0.0,0.0
2025-04-01 18:10:00+00:00,0.0,0.0,0.0
2025-04-01 18:20:00+00:00,0.2,0.2,0.0
2025-04-01 18:30:00+00:00,0.0,0.0,0.0
2025-04-01 18:40:00+00:00,0.0,0.0,0.0
2025-04-01 18:50:00+00:00,0.0,0.0,0.0
2025-04-01 19:00:00+00:00,0.2,0.2,0.0
2025-04-01 19:10:00+00:00,0.0,0.0,0.0
2025-04-01 19:20:00+00:00,0.0,0.0,0.0
2025-04-01 19:30:00+00:00,0.0,0.0,0.0
2025-04-01 19:40:00+00:00,0.2,0.2,0.0
2025-04-01 19:50:00+00:00,0.0,0.0,0.0
2025-04-01 20:00:00+00:00,0.0,0.0,0.0
2025-04-01 20:10:00+00:00,0.0,0.0,0.0
2025-04-01 20:20:00+00:00,0.0,0.0,0.0
2025-04-01 20:30:00+00:00,0.2,0.2,0.0
2025-04-01 20:40:00+00:00,0.2,0.2,0.0
2025-04-01 20:50:00+00:00,0.0,0.0,0.0
2025-04-01 21:00:00+00:00,0.0,0.0,0.0
2025-04-01 21:10:00+00:00,0.0,0.0,0.0
2025-04-01 21:20:00+00:00,0.0,0.0,0.0
2025-04-01 21:30:00+00:00,0.0,0.0,0.0
2025-04-01 21:40:00+00:00,0.0,0.0,0.0
2025-04-01 21:50:00+00:00,0.0,0.0,0.0
2025-04-01 22:00:00+00:00,0.0,0.0,0.0
2025-04-01 22:10:00+00:00,0.0,0.0,0.0
2025-04-01 22:20:00+00:00,0.0,0.0,0.0
2025-04-01 22:30:00+00:00,0.2,0.2,0.0
2025-04-01 22:40:00+00:00,0.0,0.0,0.0
2025-04-01 22:50:00+00:00,0.0,0.0,0.0
2025-04-01 23:00:00+00:00,0.0,0.0,0.0
2025-04-01 23:10:00+00:00,0.0,0.0,0.0
2025-04-01 23:20:00+00:00,0.0,0.0,0.0
2025-04-01 23:30:00+00:00,0.0,0.0,0.0
2025-04-01 23:40:00+00:00,0.0,0.0,0.0
2025-04-01 23:50:00+00:00,0.0,0.0,0.0
2025-04-02 00:00:00+00:00,0.0,0.0,0.0
2025-04-02 00:10:00+00:00,0.0,0.0,0.0
2025-04-02 00:20:00+00:00,0.0,0.0,0.0
2025-04-02 00:30:00+00:00,0.0,0.0,0.0
2025-04-02 00:40:00+00:00,0.0,0.0,0.0
2025-04-02 00:50:00+00:00,0.0,0.0,0.0
2025-04-02 01:00:00+00:00,0.0,0.0,0.0
2025-04-02 01:10:00+00:00,0.0,0.0,0.0
2025-04-02 01:20:00+00:00,0.0,0.0,0.0
2025-04-02 01:30:00+00:00,0.0,0.0,0.0
2025-04-02 01:40:00+00:00,0.0,0.0,0.0
2025-04-02 01:50:00+00:00,0.2,0.2,0.0
2025-04-02 02:00:00+00:00,0.0,0.0,0.0
2025-04-02 02:10:00+00:00,0.0,0.0,0.0
2025-04-02 02:20:00+00:00,0.0,0.0,0.0
2025-04-02 02:30:00+00:00,0.0,0.0,0.0
2025-04-02 02:40:00+00:00,0.0,0.0,0.0
2025-04-02 02:50:00+00:00,0.0,0.0,0.0
2025-04-02 03:00:00+00:00,0.0,0.0,0.0
2025-04-02 03:10:00+00:00,90.4,4.8,85.6
2025-04-02 03:20:00+00:00,193.0,3.4,189.6
2025-04-02 03:30:00+00:00,91.0,0.0,91.0
2025-04-02 03:40:00+00:00,61.8,1.6,60.2
2025-04-02 03:50:00+00:00,16.8,0.0,16.8
2025-04-02 04:00:00+00:00,264.4,0.0,264.4
2025-04-02 04:10:00+00:00,114.4,0.0,114.4
2025-04-02 04:20:00+00:00,273.8,0.0,273.8
2025-04-02 04:30:00+00:00,22.0,0.0,22.0
2025-04-02 04:40:00+00:00,0.4,0.0,0.4
2025-04-02 04:50:00+00:00,19.8,0.0,19.8
2025-04-02 05:00:00+00:00,0.0,0.0,0.0
2025-04-02 05:10:00+00:00,0.0,0.0,0.0
2025-04-02 05:20:00+00:00,0.0,0.0,0.0
2025-04-02 05:30:00+00:00,0.0,0.0,0.0
2025-04-02 05:40:00+00:00,0.0,0.0,0.0
2025-04-02 05:50:00+00:00,0.0,0.0,0.0
2025-04-02 06:00:00+00:00,0.0,0.0,0.0
2025-04-02 06:10:00+00:00,0.0,0.0,0.0
2025-04-02 06:20:00+00:00,0.0,0.0,0.0
2025-04-02 06:30:00+00:00,0.0,0.0,0.0
2025-04-02 06:40:00+00:00,0.0,0.0,0.0
2025-04-02 06:50:00+00:00,0.0,0.0,0.0
2025-04-02 07:00:00+00:00,11.0,0.0,11.0
2025-04-02 07:10:00+00:00,29.2,0.0,29.2
2025-04-02 07:20:00+00:00,31.2,0.2,31.0
2025-04-02 07:30:00+00:00,0.0,0.0,0.0
2025-04-02 07:40:00+00:00,0.0,0.0,0.0
2025-04-02 07:50:00+00:00,0.0,0.0,0.0
2025-04-02 08:00:00+00:00,0.0,0.0,0.0
2025-04-02 08:10:00+00:00,0.0,0.0,0.0
2025-04-02 08:20:00+00:00,0.0,0.0,0.0
2025-04-02 08:30:00+00:00,0.0,0.0,0.0
2025-04-02 08:40:00+00:00,0.0,0.0,0.0
2025-04-02 08:50:00+00:00,0.0,0.0,0.0
2025-04-02 09:00:00+00:00,0.0,0.0,0.0
2025-04-02 09:10:00+00:00,0.0,0.0,0.0
2025-04-02 09:20:00+00:00,0.0,0.0,0.0
2025-04-02 09:30:00+00:00,0.0,0.0,0.0
2025-04-02 09:40:00+00:00,0.0,0.0,0.0
2025-04-02 09:50:00+00:00,0.0,0.0,0.0
2025-04-02 10:00:00+00:00,0.0,0.0,0.0
2025-04-02 10:10:00+00:00,0.0,0.0,0.0
2025-04-02 10:20:00+00:00,0.0,0.0,0.0
2025-04-02 10:30:00+00:00,0.0,0.0,0.0
2025-04-02 10:40:00+00:00,0.0,0.0,0.0
2025-04-02 10:50:00+00:00,0.0,0.0,0.0
2025-04-02 11:00:00+00:00,0.0,0.0,0.0
2025-04-02 11:10:00+00:00,0.0,0.0,0.0
2025-04-02 11:20:00+00:00,0.0,0.0,0.0
2025-04-02 11:30:00+00:00,0.0,0.0,0.0
2025-04-02 11:40:00+00:00,0.0,0.0,0.0
2025-04-02 11:50:00+00:00,0.0,0.0,0.0
2025-04-02 12:00:00+00:00,0.0,0.0,0.0
2025-04-02 12:10:00+00:00,0.0,0.0,0.0
2025-04-02 12:20:00+00:00,0.0,0.0,0.0
2025-04-02 12:30:00+00:00,0.0,0.0,0.0
2025-04-02 12:40:00+00:00,0.0,0.0,0.0
2025-04-02 12:50:00+00:00,0.0,0.0,0.0
2025-04-02 13:00:00+00:00,0.0,0.0,0.0
2025-04-02 13:10:00+00:00,0.0,0.0,0.0
2025-04-02 13:20:00+00:00,0.0,0.0,0.0
2025-04-02 13:30:00+00:00,0.0,0.0,0.0
2025-04-02 13:40:00+00:00,0.0,0.0,0.0
2025-04-02 13:50:00+00:00,0.0,0.0,0.0
2025-04-02 14:00:00+00:00,0.0,0.0,0.0
2025-04-02 14:10:00+00:00,0.0,0.0,0.0
2025-04-02 14:20:00+00:00,0.2,0.2,0.0
2025-04-02 14:30:00+00:00,0.0,0.0,0.0
2025-04-02 14:40:00+00:00,0.0,0.0,0.0
2025-04-02 14:50:00+00:00,0.0,0.0,0.0
2025-04-02 15:00:00+00:00,0.0,0.0,0.0
2025-04-02 15:10:00+00:00,0.0,0.0,0.0
2025-04-02 15:20:00+00:00,0.0,0.0,0.0
2025-04-02 15:30:00+00:00,0.0,0.0,0.0
2025-04-02 15:40:00+00:00,0.4,0.4,0.0
2025-04-02 15:50:00+00:00,0.4,0.4,0.0
2025-04-02 16:00:00+00:00,0.0,0.0,0.0
2025-04-02 16:10:00+00:00,0.0,0.0,0.0
2025-04-02 16:20:00+00:00,0.0,0.0,0.0
2025-04-02 16:30:00+00:00,0.0,0.0,0.0
2025-04-02 16:40:00+00:00,0.2,0.2,0.0
2025-04-02 16:50:00+00:00,0.0,0.0,0.0
2025-04-02 17:00:00+00:00,0.0,0.0,0.0
2025-04-02 17:10:00+00:00,0.0,0.0,0.0
2025-04-02 17:20:00+00:00,0.2,0.2,0.0
2025-04-02 17:30:00+00:00,0.0,0.0,0.0
2025-04-02 17:40:00+00:00,0.0,0.0,0.0
2025-04-02 17:50:00+00:00,0.0,0.0,0.0
2025-04-02 18:00:00+00:00,0.0,0.0,0.0
2025-04-02 18:10:00+00:00,0.0,0.0,0.0
2025-04-02 18:20:00+00:00,0.2,0.2,0.0
2025-04-02 18:30:00+00:00,0.0,0.0,0.0
2025-04-02 18:40:00+00:00,0.0,0.0,0.0
2025-04-02 18:50:00+00:00,0.0,0.0,0.0
2025-04-02 19:00:00+00:00,0.2,0.2,0.0
2025-04-02 19:10:00+00:00,0.0,0.0,0.0
2025-04-02 19:20:00+00:00,0.0,0.0,0.0
2025-04-02 19:30:00+00:00,0.0,0.0,0.0
2025-04-02 19:40:00+00:00,0.0,0.0,0.0
2025-04-02 19:50:00+00:00,0.2,0.2,0.0
2025-04-02 20:00:00+00:00,0.0,0.0,0.0
2025-04-02 20:10:00+00:00,0.0,0.0,0.0
2025-04-02 20:20:00+00:00,0.0,0.0,0.0
2025-04-02 20:30:00+00:00,0.0,0.0,0.0
2025-04-02 20:40:00+00:00,0.0,0.0,0.0
2025-04-02 20:50:00+00:00,0.0,0.0,0.0
2025-04-02 21:00:00+00:00,0.0,0.0,0.0
2025-04-02 21:10:00+00:00,0.4,0.4,0.0
2025-04-02 21:20:00+00:00,0.0,0.0,0.0
2025-04-02 21:30:00+00:00,0.0,0.0,0.0
2025-04-02 21:40:00+00:00,0.0,0.0,0.0
2025-04-02 21:50:00+00:00,0.0,0.0,0.0
2025-04-02 22:00:00+00:00,0.0,0.0,0.0
2025-04-02 22:10:00+00:00,0.0,0.0,0.0
2025-04-02 22:20:00+00:00,0.0,0.0,0.0
2025-04-02 22:30:00+00:00,0.0,0.0,0.0
2025-04-02 22:40:00+00:00,0.0,0.0,0.0
2025-04-02 22:50:00+00:00,0.0,0.0,0.0
2025-04-02 23:00:00+00:00,0.0,0.0,0.0
2025-04-02 23:10:00+00:00,0.0,0.0,0.0
2025-04-02 23:20:00+00:00,0.0,0.0,0.0
2025-04-02 23:30:00+00:00,0.0,0.0,0.0
2025-04-02 23:40:00+00:00,0.2,0.2,0.0
2025-04-02 23:50:00+00:00,0.0,0.0,0.0
2025-04-03 00:00:00+00:00,0.0,0.0,0.0
2025-04-03 00:10:00+00:00,0.0,0.0,0.0
2025-04-03 00:20:00+00:00,0.0,0.0,0.0
2025-04-03 00:30:00+00:00,0.0,0.0,0.0
2025-04-03 00:40:00+00:00,0.0,0.0,0.0
2025-04-03 00:50:00+00:00,0.0,0.0,0.0
2025-04-03 01:00:00+00:00,0.0,0.0,0.0
2025-04-03 01:10:00+00:00,0.2,0.2,0.0
2025-04-03 01:20:00+00:00,0.0,0.0,0.0
2025-04-03 01:30:00+00:00,0.4,0.4,0.0
2025-04-03 01:40:00+00:00,0.0,0.0,0.0
2025-04-03 01:50:00+00:00,0.0,0.0,0.0
2025-04-03 02:00:00+00:00,0.0,0.0,0.0
2025-04-03 02:10:00+00:00,0.0,0.0,0.0
2025-04-03 02:20:00+00:00,0.0,0.0,0.0
2025-04-03 02:30:00+00:00,0.2,0.2,0.0
2025-04-03 02:40:00+00:00,0.0,0.0,0.0
2025-04-03 02:50:00+00:00,0.0,0.0,0.0
2025-04-03 03:00:00+00:00,0.0,0.0,0.0
2025-04-03 03:10:00+00:00,8.8,8.8,0.0
2025-04-03 03:20:00+00:00,26.2,3.4,22.8
2025-04-03 03:30:00+00:00,24.2,0.0,24.2
2025-04-03 03:40:00+00:00,53.0,0.0,53.0
2025-04-03 03:50:00+00:00,50.8,0.0,50.8
2025-04-03 04:00:00+00:00,293.4,0.0,293.4
2025-04-03 04:10:00+00:00,236.2,0.2,236.0
2025-04-03 04:20:00+00:00,329.4,0.0,329.4
2025-04-03 04:30:00+00:00,244.2,0.0,244.2
2025-04-03 04:40:00+00:00,327.0,0.0,327.0
2025-04-03 04:50:00+00:00,276.8,0.0,276.8
2025-04-03 05:00:00+00:00,213.0,0.2,212.8
2025-04-03 05:10:00+00:00,291.2,0.0,291.2
2025-04-03 05:20:00+00:00,218.6,0.0,218.6
2025-04-03 05:30:00+00:00,421.2,0.0,421.2
2025-04-03 05:40:00+00:00,372.4,0.0,372.4
2025-04-03 05:50:00+00:00,334.8,0.0,334.8
2025-04-03 06:00:00+00:00,359.0,0.0,359.0
2025-04-03 06:10:00+00:00,352.0,0.0,352.0
2025-04-03 06:20:00+00:00,310.6,0.0,310.6
2025-04-03 06:30:00+00:00,305.4,0.0,305.4
2025-04-03 06:40:00+00:00,227.6,0.0,227.6
2025-04-03 06:50:00+00:00,165.8,0.0,165.8
2025-04-03 07:00:00+00:00,155.0,0.0,155.0
2025-04-03 07:10:00+00:00,78.8,0.0,78.8
2025-04-03 07:20:00+00:00,31.4,0.0,31.4
2025-04-03 07:30:00+00:00,37.2,0.0,37.2
2025-04-03 07:40:00+00:00,28.4,0.0,28.4
2025-04-03 07:50:00+00:00,17.2,0.0,17.2
2025-04-03 08:00:00+00:00,46.4,0.2,46.2
2025-04-03 08:10:00+00:00,48.0,0.0,48.0
2025-04-03 08:20:00+00:00,44.8,0.0,44.8
2025-04-03 08:30:00+00:00,65.4,0.0,65.4
2025-04-03 08:40:00+00:00,13.4,0.0,13.4
2025-04-03 08:50:00+00:00,39.4,0.0,39.4
2025-04-03 09:00:00+00:00,22.0,0.0,22.0
2025-04-03 09:10:00+00:00,0.0,0.0,0.0
2025-04-03 09:20:00+00:00,0.0,0.0,0.0
2025-04-03 09:30:00+00:00,0.0,0.0,0.0
2025-04-03 09:40:00+00:00,0.0,0.0,0.0
2025-04-03 09:50:00+00:00,0.0,0.0,0.0
2025-04-03 10:00:00+00:00,0.0,0.0,0.0
2025-04-03 10:10:00+00:00,0.0,0.0,0.0
2025-04-03 10:20:00+00:00,0.0,0.0,0.0
2025-04-03 10:30:00+00:00,0.0,0.0,0.0
2025-04-03 10:40:00+00:00,0.0,0.0,0.0
2025-04-03 10:50:00+00:00,0.0,0.0,0.0
2025-04-03 11:00:00+00:00,0.0,0.0,0.0
2025-04-03 11:10:00+00:00,0.0,0.0,0.0
2025-04-03 11:20:00+00:00,0.0,0.0,0.0
2025-04-03 11:30:00+00:00,0.0,0.0,0.0
2025-04-03 11:40:00+00:00,0.0,0.0,0.0
2025-04-03 11:50:00+00:00,0.0,0.0,0.0
2025-04-03 12:00:00+00:00,0.0,0.0,0.0
2025-04-03 12:10:00+00:00,0.0,0.0,0.0
2025-04-03 12:20:00+00:00,0.0,0.0,0.0
2025-04-03 12:30:00+00:00,0.0,0.0,0.0
2025-04-03 12:40:00+00:00,0.0,0.0,0.0
2025-04-03 12:50:00+00:00,0.0,0.0,0.0
2025-04-03 13:00:00+00:00,0.0,0.0,0.0
2025-04-03 13:10:00+00:00,0.0,0.0,0.0
2025-04-03 13:20:00+00:00,0.2,0.2,0.0
2025-04-03 13:30:00+00:00,0.2,0.2,0.0
2025-04-03 13:40:00+00:00,0.0,0.0,0.0
2025-04-03 13:50:00+00:00,0.0,0.0,0.0
2025-04-03 14:00:00+00:00,0.0,0.0,0.0
2025-04-03 14:10:00+00:00,0.0,0.0,0.0
2025-04-03 14:20:00+00:00,0.0,0.0,0.0
2025-04-03 14:30:00+00:00,0.0,0.0,0.0
2025-04-03 14:40:00+00:00,0.0,0.0,0.0
2025-04-03 14:50:00+00:00,0.0,0.0,0.0
2025-04-03 15:00:00+00:00,0.0,0.0,0.0
2025-04-03 15:10:00+00:00,0.0,0.0,0.0
2025-04-03 15:20:00+00:00,0.4,0.4,0.0
2025-04-03 15:30:00+00:00,0.0,0.0,0.0
2025-04-03 15:40:00+00:00,0.0,0.0,0.0
2025-04-03 15:50:00+00:00,0.2,0.2,0.0
2025-04-03 16:00:00+00:00,0.0,0.0,0.0
2025-04-03 16:10:00+00:00,0.0,0.0,0.0
2025-04-03 16:20:00+00:00,0.0,0.0,0.0
2025-04-03 16:30:00+00:00,0.0,0.0,0.0
2025-04-03 16:40:00+00:00,0.0,0.0,0.0
2025-04-03 16:50:00+00:00,0.0,0.0,0.0
2025-04-03 17:00:00+00:00,0.0,0.0,0.0
2025-04-03 17:10:00+00:00,0.0,0.0,0.0
2025-04-03 17:20:00+00:00,0.0,0.0,0.0
2025-04-03 17:30:00+00:00,0.2,0.2,0.0
2025-04-03 17:40:00+00:00,0.0,0.0,0.0
2025-04-03 17:50:00+00:00,0.0,0.0,0.0
2025-04-03 18:00:00+00:00,0.0,0.0,0.0
2025-04-03 18:10:00+00:00,0.0,0.0,0.0
2025-04-03 18:20:00+00:00,0.0,0.0,0.0
2025-04-03 18:30:00+00:00,0.0,0.0,0.0
2025-04-03 18:40:00+00:00,0.0,0.0,0.0
