,date_and_time_UTC,num_of_detections
0,2023-10-12 01:15:00+00:00,1
1,2023-10-12 01:45:00+00:00,80
2,2023-10-12 02:15:00+00:00,34
3,2023-10-12 02:45:00+00:00,1
4,2023-10-12 03:15:00+00:00,61
5,2023-10-12 03:45:00+00:00,5
6,2023-10-12 04:15:00+00:00,6
7,2023-10-12 04:45:00+00:00,56
8,2023-10-12 05:15:00+00:00,8
9,2023-10-12 05:45:00+00:00,2
10,2023-10-12 06:15:00+00:00,1
11,2023-10-12 06:45:00+00:00,1
12,2023-10-12 07:15:00+00:00,1
13,2023-10-12 07:45:00+00:00,4
14,2023-10-12 08:15:00+00:00,1
15,2023-10-12 08:45:00+00:00,1
16,2023-10-12 09:15:00+00:00,1
17,2023-10-12 09:45:00+00:00,1
18,2023-10-12 10:15:00+00:00,1
19,2023-10-12 10:45:00+00:00,1
20,2023-10-12 11:15:00+00:00,1
21,2023-10-12 11:45:00+00:00,1
22,2023-10-12 12:15:00+00:00,1
23,2023-10-12 12:45:00+00:00,1
24,2023-10-12 13:15:00+00:00,1
25,2023-10-12 13:45:00+00:00,1
26,2023-10-12 14:15:00+00:00,1
27,2023-10-13 01:15:00+00:00,1
28,2023-10-13 01:45:00+00:00,154
29,2023-10-13 02:15:00+00:00,85
30,2023-10-13 02:45:00+00:00,14
31,2023-10-13 03:15:00+00:00,10
32,2023-10-13 03:45:00+00:00,24
33,2023-10-13 04:15:00+00:00,4
34,2023-10-13 04:45:00+00:00,34
35,2023-10-13 05:15:00+00:00,14
36,2023-10-13 05:45:00+00:00,8
37,2023-10-13 06:15:00+00:00,29
38,2023-10-13 06:45:00+00:00,19
39,2023-10-13 07:15:00+00:00,18
40,2023-10-13 07:45:00+00:00,2
41,2023-10-13 08:15:00+00:00,16
42,2023-10-13 08:45:00+00:00,7
43,2023-10-13 09:15:00+00:00,5
44,2023-10-13 09:45:00+00:00,47
45,2023-10-13 10:15:00+00:00,1
46,2023-10-13 10:45:00+00:00,11
47,2023-10-13 11:15:00+00:00,1
48,2023-10-13 11:45:00+00:00,19
49,2023-10-13 12:15:00+00:00,15
50,2023-10-13 12:45:00+00:00,131
51,2023-10-13 13:15:00+00:00,91
52,2023-10-13 13:45:00+00:00,23
53,2023-10-13 14:15:00+00:00,1
54,2023-10-14 01:15:00+00:00,1
55,2023-10-14 01:45:00+00:00,49
56,2023-10-14 02:15:00+00:00,89
57,2023-10-14 02:45:00+00:00,196
58,2023-10-14 03:15:00+00:00,37
59,2023-10-14 03:45:00+00:00,4
60,2023-10-14 04:15:00+00:00,1
61,2023-10-14 04:45:00+00:00,1
62,2023-10-14 05:15:00+00:00,1
63,2023-10-14 05:45:00+00:00,1
64,2023-10-14 06:15:00+00:00,141
65,2023-10-14 06:45:00+00:00,40
66,2023-10-14 07:15:00+00:00,39
67,2023-10-14 07:45:00+00:00,471
68,2023-10-14 08:15:00+00:00,96
69,2023-10-14 08:45:00+00:00,37
70,2023-10-14 09:15:00+00:00,41
71,2023-10-14 09:45:00+00:00,43
72,2023-10-14 10:15:00+00:00,358
73,2023-10-14 10:45:00+00:00,89
74,2023-10-14 11:15:00+00:00,6
75,2023-10-14 11:45:00+00:00,1
76,2023-10-14 12:15:00+00:00,1
77,2023-10-14 12:45:00+00:00,1
78,2023-10-14 13:15:00+00:00,160
79,2023-10-14 13:45:00+00:00,1
80,2023-10-14 14:15:00+00:00,1
81,2023-10-15 01:15:00+00:00,73
82,2023-10-15 01:45:00+00:00,68
83,2023-10-15 02:15:00+00:00,202
84,2023-10-15 02:45:00+00:00,448
85,2023-10-15 03:15:00+00:00,202
86,2023-10-15 03:45:00+00:00,95
87,2023-10-15 04:15:00+00:00,580
88,2023-10-15 04:45:00+00:00,191
89,2023-10-15 05:15:00+00:00,152
90,2023-10-15 05:45:00+00:00,155
91,2023-10-15 06:15:00+00:00,38
92,2023-10-15 06:45:00+00:00,970
93,2023-10-15 07:15:00+00:00,213
94,2023-10-15 07:45:00+00:00,302
95,2023-10-15 08:15:00+00:00,361
96,2023-10-15 08:45:00+00:00,79
97,2023-10-15 09:15:00+00:00,131
98,2023-10-15 09:45:00+00:00,105
99,2023-10-15 10:15:00+00:00,49
100,2023-10-15 10:45:00+00:00,1
101,2023-10-15 11:15:00+00:00,1
102,2023-10-15 11:45:00+00:00,7
103,2023-10-15 12:15:00+00:00,9
104,2023-10-15 12:45:00+00:00,3
105,2023-10-15 13:15:00+00:00,4
106,2023-10-15 13:45:00+00:00,1
107,2023-10-15 14:15:00+00:00,1
108,2023-10-16 01:15:00+00:00,1
109,2023-10-16 01:45:00+00:00,19
110,2023-10-16 02:15:00+00:00,2
111,2023-10-16 02:45:00+00:00,10
112,2023-10-16 03:15:00+00:00,38
113,2023-10-16 03:45:00+00:00,60
114,2023-10-16 04:15:00+00:00,18
115,2023-10-16 04:45:00+00:00,107
116,2023-10-16 05:15:00+00:00,17
117,2023-10-16 05:45:00+00:00,3
118,2023-10-16 06:15:00+00:00,1
119,2023-10-16 06:45:00+00:00,6
120,2023-10-16 07:15:00+00:00,1
121,2023-10-16 07:45:00+00:00,1
122,2023-10-16 08:15:00+00:00,1
123,2023-10-16 08:45:00+00:00,1
124,2023-10-16 09:15:00+00:00,1
125,2023-10-16 09:45:00+00:00,3
126,2023-10-16 10:15:00+00:00,1
127,2023-10-16 10:45:00+00:00,1
128,2023-10-16 11:15:00+00:00,1
129,2023-10-16 11:45:00+00:00,32
130,2023-10-16 12:15:00+00:00,1
131,2023-10-16 12:45:00+00:00,1
132,2023-10-16 13:15:00+00:00,1
133,2023-10-16 13:45:00+00:00,1
134,2023-10-16 14:15:00+00:00,1
135,2023-10-17 01:15:00+00:00,1
136,2023-10-17 01:45:00+00:00,309
137,2023-10-17 02:15:00+00:00,710
138,2023-10-17 02:45:00+00:00,437
139,2023-10-17 03:15:00+00:00,112
140,2023-10-17 03:45:00+00:00,19
141,2023-10-17 04:15:00+00:00,35
142,2023-10-17 04:45:00+00:00,1
143,2023-10-17 05:15:00+00:00,1
144,2023-10-17 05:45:00+00:00,26
145,2023-10-17 06:15:00+00:00,1
146,2023-10-17 06:45:00+00:00,1
147,2023-10-17 07:15:00+00:00,1
148,2023-10-17 07:45:00+00:00,1
149,2023-10-17 08:15:00+00:00,1
150,2023-10-17 08:45:00+00:00,36
151,2023-10-17 09:15:00+00:00,1
152,2023-10-17 09:45:00+00:00,1
153,2023-10-17 10:15:00+00:00,1
154,2023-10-17 10:45:00+00:00,1
155,2023-10-17 11:15:00+00:00,1
156,2023-10-17 11:45:00+00:00,1
157,2023-10-17 12:15:00+00:00,1
158,2023-10-17 12:45:00+00:00,1
159,2023-10-17 13:15:00+00:00,1
160,2023-10-17 13:45:00+00:00,1
161,2023-10-17 14:15:00+00:00,1
162,2023-10-18 01:15:00+00:00,1
163,2023-10-18 01:45:00+00:00,19
164,2023-10-18 02:15:00+00:00,31
165,2023-10-18 02:45:00+00:00,4
166,2023-10-18 03:15:00+00:00,2
167,2023-10-18 03:45:00+00:00,37
168,2023-10-18 04:15:00+00:00,1
169,2023-10-18 04:45:00+00:00,10
170,2023-10-18 05:15:00+00:00,1
171,2023-10-18 05:45:00+00:00,9
172,2023-10-18 06:15:00+00:00,1
173,2023-10-18 06:45:00+00:00,1
174,2023-10-18 07:15:00+00:00,1
175,2023-10-18 07:45:00+00:00,167
176,2023-10-18 08:15:00+00:00,110
177,2023-10-18 08:45:00+00:00,1
178,2023-10-18 09:15:00+00:00,5
179,2023-10-18 09:45:00+00:00,1
180,2023-10-18 10:15:00+00:00,130
181,2023-10-18 10:45:00+00:00,9
182,2023-10-18 11:15:00+00:00,303
183,2023-10-18 11:45:00+00:00,537
184,2023-10-18 12:15:00+00:00,360
185,2023-10-18 12:45:00+00:00,135
186,2023-10-18 13:15:00+00:00,378
187,2023-10-18 13:45:00+00:00,84
