Time (UTC),07/03/25,07/04/25,07/05/25,07/06/25,07/07/25
00:00,,0.0,0.0,0.06666666666666667,0.0
00:30,,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0
01:00,,0.13333333333333333,0.0,0.0,0.06666666666666667
01:30,,0.13333333333333333,0.0,0.0,0.13333333333333333
02:00,,0.06666666666666667,0.06666666666666667,0.0,0.0
02:30,,0.0,0.0,0.06666666666666667,0.20000000000000004
03:00,,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
03:30,,0.0,0.0,0.06666666666666667,0.06666666666666667
04:00,,0.0,0.06666666666666667,0.06666666666666667,0.0
04:30,,0.0,0.0,0.0,0.0
05:00,,0.13333333333333333,2.6,0.0,0.0
05:30,,0.0,0.0,0.0,0.0
06:00,,0.39999999999999997,0.06666666666666667,0.06666666666666667,0.0
06:30,,0.0,0.6666666666666666,0.0,0.0
07:00,,0.6666666666666666,1.0666666666666667,0.0,0.0
07:30,,0.0,0.0,0.0,0.26666666666666666
08:00,,0.06666666666666667,0.0,1.6666666666666667,0.0
08:30,,0.0,0.06666666666666667,0.0,0.0
09:00,,0.0,1.4000000000000001,0.0,0.0
09:30,,0.0,0.0,0.0,0.0
10:00,,0.0,0.06666666666666667,0.0,0.0
10:30,,0.0,0.0,0.0,0.0
11:00,,0.0,0.0,0.0,0.0
11:30,,0.0,0.0,0.0,0.0
12:00,,0.0,0.0,0.0,0.06666666666666667
12:30,,0.0,0.0,0.0,0.0
13:00,,0.0,0.06666666666666667,0.0,0.0
13:30,,0.0,0.0,0.0,0.06666666666666667
14:00,,0.0,0.0,0.13333333333333333,0.0
14:30,,0.0,0.0,0.0,0.06666666666666667
15:00,,0.0,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0
16:00,,0.06666666666666667,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0
17:00,,0.06666666666666667,0.0,0.0,0.06666666666666667
17:30,,0.0,0.0,0.0,0.0
18:00,,0.0,0.0,0.0,0.06666666666666667
18:30,,0.06666666666666667,0.0,0.06666666666666667,0.0
19:00,0.39999999999999997,0.0,0.0,0.0,0.0
19:30,0.1,0.0,0.0,0.0,0.06666666666666667
20:00,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667
20:30,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667
21:00,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0
21:30,0.0,0.0,0.06666666666666667,0.0,0.0
22:00,0.06666666666666667,0.0,0.0,0.0,0.0
22:30,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0
23:00,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0
23:30,0.0,0.06666666666666667,0.06666666666666667,0.0,
