Time (UTC),09/05/24,09/06/24,09/07/24,09/08/24,09/09/24,09/10/24
00:00,,2.6666666666666665,1.0,1.0,1.0,1.0
00:30,,1.0,1.0,1.0,1.0,1.0
01:00,,1.0,1.0,1.0,1.0,2.6666666666666665
01:30,,1.0,1.0,1.0,1.0,1.0
02:00,,2.666666666666667,1.0,1.0,1.0,1.0
02:30,,1.0,1.0,1.0,1.0,1.0
03:00,,642.0,202.33333333333331,188.0,1.0,396.0
03:30,,38.666666666666664,238.33333333333334,56.666666666666664,40.66666666666667,62.333333333333336
04:00,,42.333333333333336,44.333333333333336,2.6666666666666665,38.66666666666667,28.666666666666668
04:30,,1.0,1.0,42.33333333333333,2.6666666666666665,4.666666666666667
05:00,,1.0,2.666666666666667,80.33333333333334,6.666666666666667,1.0
05:30,,62.0,1.0,20.666666666666668,1.0,10.666666666666666
06:00,,1.0,4.666666666666667,1.0,1.0,2.666666666666667
06:30,,80.33333333333334,1.0,2.666666666666667,2.666666666666667,2.6666666666666665
07:00,,2.6666666666666665,64.33333333333333,2.6666666666666665,1.0,2.6666666666666665
07:30,,2.666666666666667,14.666666666666666,1.0,1.0,2.6666666666666665
08:00,,198.0,1.0,92.66666666666667,1.0,2.6666666666666665
08:30,,108.33333333333333,36.666666666666664,1.0,2.6666666666666665,1.0
09:00,,30.666666666666664,2.6666666666666665,1.0,1.0,1.0
09:30,,1.0,1.0,1.0,1.0,62.666666666666664
10:00,,1.0,6.666666666666667,1.0,1.0,4.666666666666667
10:30,,16.666666666666668,28.333333333333332,6.666666666666666,1.0,1.0
11:00,,1.0,2.6666666666666665,1.0,2.666666666666667,1.0
11:30,,22.333333333333332,2.6666666666666665,1.0,1.0,1.0
12:00,,10.666666666666666,2.666666666666667,1.0,1.0,1.0
12:30,,28.333333333333332,1.0,6.666666666666667,2.666666666666667,1.0
13:00,,1.0,1.0,1.0,1.0,2.666666666666667
13:30,,1.0,1.0,1.0,1.0,1.0
14:00,,1.0,1.0,1.0,1.0,1.0
14:30,,1.0,2.666666666666667,2.6666666666666665,1.0,1.0
15:00,,2.6666666666666665,1.0,6.666666666666666,1.0,1.0
15:30,,2.666666666666667,1.0,1.0,6.666666666666667,1.0
16:00,,1.0,2.6666666666666665,1.0,2.6666666666666665,1.0
16:30,0.3333333333333333,1.0,4.666666666666667,2.6666666666666665,1.0,1.0
17:00,1.0,2.6666666666666665,1.0,1.0,1.0,1.0
17:30,1.0,1.0,1.0,1.0,1.0,1.0
18:00,1.0,1.0,1.0,1.0,4.666666666666667,1.0
18:30,1.0,1.0,1.0,1.0,1.0,1.0
19:00,1.0,2.666666666666667,4.666666666666667,2.6666666666666665,1.0,1.0
19:30,1.0,1.0,1.0,1.0,2.666666666666667,1.0
20:00,1.0,1.0,1.0,1.0,2.6666666666666665,0.0
20:30,1.0,1.0,1.0,2.6666666666666665,1.0,
21:00,1.0,2.6666666666666665,2.6666666666666665,1.0,1.0,
21:30,2.6666666666666665,1.0,1.0,1.0,2.666666666666667,
22:00,1.0,1.0,2.666666666666667,1.0,1.0,
22:30,1.0,1.0,2.666666666666667,2.6666666666666665,1.0,
23:00,1.0,2.6666666666666665,1.0,1.0,1.0,
23:30,1.0,1.0,1.0,2.6666666666666665,2.666666666666667,
