date_and_time_UTC,num_of_detections,LFnum_of_detections,HFnum_of_detections
2024-08-12 20:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 21:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 21:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 21:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 21:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 21:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 21:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 22:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 22:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 22:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 22:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 22:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 22:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 23:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 23:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 23:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 23:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 23:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-12 23:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 00:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 00:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 00:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 00:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 00:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 00:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 01:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 01:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 01:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 01:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 01:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 01:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 02:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 02:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 02:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 02:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 02:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-08-13 02:50:00+00:00,2.0,2.0,0.3333333333333333
