start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file
582.5965,582.618,21171.0,29232.0,Echolocation,Nyctalus noctula,0.487,0.603,-1,../../Downloads/20210910_030000_1spad.WAV
583.0435,583.0637,22031.0,30542.0,Echolocation,Nyctalus noctula,0.396,0.577,-1,../../Downloads/20210910_030000_1spad.WAV
583.2885,583.3109,21171.0,28731.0,Echolocation,Nyctalus noctula,0.42,0.617,-1,../../Downloads/20210910_030000_1spad.WAV
583.7645,583.7873,21171.0,29583.0,Echolocation,Nyctalus noctula,0.391,0.615,-1,../../Downloads/20210910_030000_1spad.WAV
583.9905,584.0033,23750.0,34057.0,Echolocation,Nyctalus noctula,0.271,0.671,-1,../../Downloads/20210910_030000_1spad.WAV
584.1205,584.1351,22031.0,31647.0,Echolocation,Eptesicus serotinus,0.363,0.626,-1,../../Downloads/20210910_030000_1spad.WAV
584.2855,584.2961,22890.0,31811.0,Echolocation,Eptesicus serotinus,0.315,0.685,-1,../../Downloads/20210910_030000_1spad.WAV
584.5005,584.5177,21171.0,31242.0,Echolocation,Eptesicus serotinus,0.343,0.631,-1,../../Downloads/20210910_030000_1spad.WAV
584.6275,584.637,23750.0,33105.0,Echolocation,Eptesicus serotinus,0.258,0.683,-1,../../Downloads/20210910_030000_1spad.WAV
584.7835,584.7925,23750.0,32682.0,Echolocation,Eptesicus serotinus,0.281,0.68,-1,../../Downloads/20210910_030000_1spad.WAV
584.9115,584.9197,23750.0,32522.0,Echolocation,Eptesicus serotinus,0.208,0.631,-1,../../Downloads/20210910_030000_1spad.WAV
585.0125,585.02,23750.0,32837.0,Echolocation,Eptesicus serotinus,0.211,0.529,-1,../../Downloads/20210910_030000_1spad.WAV
585.0885,585.0967,22890.0,32208.0,Echolocation,Eptesicus serotinus,0.222,0.531,-1,../../Downloads/20210910_030000_1spad.WAV
602.7765,602.7897,23750.0,29602.0,Echolocation,Nyctalus leisleri,0.323,0.631,-1,../../Downloads/20210910_030000_1spad.WAV
603.1935,603.2081,22890.0,29183.0,Echolocation,Nyctalus leisleri,0.318,0.59,-1,../../Downloads/20210910_030000_1spad.WAV
603.6125,603.6259,23750.0,29023.0,Echolocation,Nyctalus leisleri,0.433,0.657,-1,../../Downloads/20210910_030000_1spad.WAV
604.1645,604.1769,23750.0,31211.0,Echolocation,Nyctalus leisleri,0.298,0.668,-1,../../Downloads/20210910_030000_1spad.WAV
605.0505,605.0639,22890.0,28073.0,Echolocation,Nyctalus leisleri,0.432,0.634,-1,../../Downloads/20210910_030000_1spad.WAV
605.5215,605.537,22890.0,27516.0,Echolocation,Nyctalus leisleri,0.414,0.582,-1,../../Downloads/20210910_030000_1spad.WAV
605.9255,605.9426,22890.0,28616.0,Echolocation,Nyctalus noctula,0.303,0.623,-1,../../Downloads/20210910_030000_1spad.WAV
606.1875,606.2022,23750.0,29425.0,Echolocation,Nyctalus leisleri,0.412,0.637,-1,../../Downloads/20210910_030000_1spad.WAV
606.3365,606.3505,22890.0,28802.0,Echolocation,Nyctalus leisleri,0.465,0.636,-1,../../Downloads/20210910_030000_1spad.WAV
606.5995,606.6132,22890.0,29020.0,Echolocation,Nyctalus leisleri,0.335,0.644,-1,../../Downloads/20210910_030000_1spad.WAV
606.7435,606.7585,22890.0,28681.0,Echolocation,Nyctalus leisleri,0.288,0.615,-1,../../Downloads/20210910_030000_1spad.WAV
607.0065,607.0219,23750.0,29222.0,Echolocation,Nyctalus leisleri,0.315,0.569,-1,../../Downloads/20210910_030000_1spad.WAV
607.1525,607.166,22890.0,29454.0,Echolocation,Nyctalus leisleri,0.32,0.641,-1,../../Downloads/20210910_030000_1spad.WAV
607.4155,607.429,22890.0,29420.0,Echolocation,Eptesicus serotinus,0.248,0.618,-1,../../Downloads/20210910_030000_1spad.WAV
607.5115,607.5211,25468.0,31700.0,Echolocation,Nyctalus leisleri,0.312,0.618,-1,../../Downloads/20210910_030000_1spad.WAV
607.7465,607.7589,23750.0,30029.0,Echolocation,Nyctalus leisleri,0.365,0.642,-1,../../Downloads/20210910_030000_1spad.WAV
607.8815,607.8953,22890.0,30432.0,Echolocation,Nyctalus leisleri,0.288,0.661,-1,../../Downloads/20210910_030000_1spad.WAV
608.1515,608.1668,22890.0,30554.0,Echolocation,Nyctalus noctula,0.222,0.58,-1,../../Downloads/20210910_030000_1spad.WAV
608.2975,608.312,22890.0,30426.0,Echolocation,Eptesicus serotinus,0.274,0.633,-1,../../Downloads/20210910_030000_1spad.WAV
608.4145,608.426,22890.0,31634.0,Echolocation,Eptesicus serotinus,0.253,0.607,-1,../../Downloads/20210910_030000_1spad.WAV
608.5405,608.5533,22890.0,32222.0,Echolocation,Eptesicus serotinus,0.389,0.64,-1,../../Downloads/20210910_030000_1spad.WAV
608.6645,608.6748,24609.0,34375.0,Echolocation,Eptesicus serotinus,0.372,0.658,-1,../../Downloads/20210910_030000_1spad.WAV
608.7605,608.7693,25468.0,35132.0,Echolocation,Eptesicus serotinus,0.385,0.658,-1,../../Downloads/20210910_030000_1spad.WAV
608.8365,608.8456,25468.0,35734.0,Echolocation,Eptesicus serotinus,0.453,0.62,-1,../../Downloads/20210910_030000_1spad.WAV
608.9295,608.9372,24609.0,33700.0,Echolocation,Eptesicus serotinus,0.32,0.623,-1,../../Downloads/20210910_030000_1spad.WAV
609.0055,609.0137,25468.0,34898.0,Echolocation,Eptesicus serotinus,0.38,0.553,-1,../../Downloads/20210910_030000_1spad.WAV
609.5255,609.5393,23750.0,30430.0,Echolocation,Nyctalus leisleri,0.318,0.648,-1,../../Downloads/20210910_030000_1spad.WAV
609.6595,609.6753,22890.0,33110.0,Echolocation,Eptesicus serotinus,0.39,0.6,-1,../../Downloads/20210910_030000_1spad.WAV
609.7575,609.7678,24609.0,33726.0,Echolocation,Eptesicus serotinus,0.319,0.691,-1,../../Downloads/20210910_030000_1spad.WAV
609.8835,609.8953,23750.0,33672.0,Echolocation,Eptesicus serotinus,0.446,0.656,-1,../../Downloads/20210910_030000_1spad.WAV
610.1155,610.1299,22890.0,32685.0,Echolocation,Eptesicus serotinus,0.364,0.619,-1,../../Downloads/20210910_030000_1spad.WAV
610.2605,610.2703,25468.0,31978.0,Echolocation,Nyctalus leisleri,0.381,0.642,-1,../../Downloads/20210910_030000_1spad.WAV
610.3935,610.4069,23750.0,35186.0,Echolocation,Eptesicus serotinus,0.376,0.693,-1,../../Downloads/20210910_030000_1spad.WAV
610.5335,610.5441,24609.0,34210.0,Echolocation,Eptesicus serotinus,0.342,0.706,-1,../../Downloads/20210910_030000_1spad.WAV
610.6965,610.7055,25468.0,32522.0,Echolocation,Nyctalus leisleri,0.272,0.589,-1,../../Downloads/20210910_030000_1spad.WAV
610.8405,610.8514,25468.0,35022.0,Echolocation,Eptesicus serotinus,0.308,0.646,-1,../../Downloads/20210910_030000_1spad.WAV
610.9725,610.9851,24609.0,34880.0,Echolocation,Nyctalus leisleri,0.323,0.671,-1,../../Downloads/20210910_030000_1spad.WAV
611.1025,611.1139,24609.0,34184.0,Echolocation,Eptesicus serotinus,0.346,0.636,-1,../../Downloads/20210910_030000_1spad.WAV
611.2255,611.2381,25468.0,34349.0,Echolocation,Eptesicus serotinus,0.338,0.577,-1,../../Downloads/20210910_030000_1spad.WAV
611.5085,611.5209,25468.0,32659.0,Echolocation,Nyctalus leisleri,0.36,0.612,-1,../../Downloads/20210910_030000_1spad.WAV
611.6405,611.6509,25468.0,33965.0,Echolocation,Eptesicus serotinus,0.321,0.563,-1,../../Downloads/20210910_030000_1spad.WAV
611.7715,611.7817,25468.0,34034.0,Echolocation,Nyctalus leisleri,0.421,0.705,-1,../../Downloads/20210910_030000_1spad.WAV
611.9145,611.931,23750.0,32578.0,Echolocation,Eptesicus serotinus,0.259,0.54,-1,../../Downloads/20210910_030000_1spad.WAV
612.0145,612.0264,25468.0,39687.0,Echolocation,Eptesicus serotinus,0.452,0.679,-1,../../Downloads/20210910_030000_1spad.WAV
612.1205,612.131,25468.0,41476.0,Echolocation,Eptesicus serotinus,0.459,0.732,-1,../../Downloads/20210910_030000_1spad.WAV
612.2715,612.2855,23750.0,34912.0,Echolocation,Eptesicus serotinus,0.302,0.616,-1,../../Downloads/20210910_030000_1spad.WAV
612.4245,612.4402,23750.0,34536.0,Echolocation,Eptesicus serotinus,0.377,0.635,-1,../../Downloads/20210910_030000_1spad.WAV
612.6735,612.6882,23750.0,37479.0,Echolocation,Eptesicus serotinus,0.347,0.653,-1,../../Downloads/20210910_030000_1spad.WAV
612.8185,612.8329,22890.0,33410.0,Echolocation,Eptesicus serotinus,0.398,0.635,-1,../../Downloads/20210910_030000_1spad.WAV
612.9495,612.9629,23750.0,32435.0,Echolocation,Nyctalus leisleri,0.353,0.663,-1,../../Downloads/20210910_030000_1spad.WAV
613.0795,613.0949,22890.0,37298.0,Echolocation,Eptesicus serotinus,0.451,0.666,-1,../../Downloads/20210910_030000_1spad.WAV
613.2165,613.2306,22890.0,32922.0,Echolocation,Eptesicus serotinus,0.401,0.649,-1,../../Downloads/20210910_030000_1spad.WAV
613.4775,613.4934,22890.0,32992.0,Echolocation,Eptesicus serotinus,0.35,0.579,-1,../../Downloads/20210910_030000_1spad.WAV
613.6265,613.646,21171.0,31385.0,Echolocation,Eptesicus serotinus,0.334,0.527,-1,../../Downloads/20210910_030000_1spad.WAV
613.9095,613.9288,22031.0,30638.0,Echolocation,Eptesicus serotinus,0.231,0.521,-1,../../Downloads/20210910_030000_1spad.WAV
614.3445,614.3624,22031.0,29918.0,Echolocation,Eptesicus serotinus,0.219,0.528,-1,../../Downloads/20210910_030000_1spad.WAV
614.4985,614.5212,21171.0,30257.0,Echolocation,Nyctalus noctula,0.393,0.609,-1,../../Downloads/20210910_030000_1spad.WAV
614.7625,614.7856,21171.0,29429.0,Echolocation,Nyctalus noctula,0.386,0.586,-1,../../Downloads/20210910_030000_1spad.WAV
614.9145,614.9352,22031.0,29797.0,Echolocation,Nyctalus noctula,0.305,0.563,-1,../../Downloads/20210910_030000_1spad.WAV
615.6385,615.6611,22031.0,34455.0,Echolocation,Nyctalus noctula,0.301,0.524,-1,../../Downloads/20210910_030000_1spad.WAV
615.7865,615.8077,21171.0,32300.0,Echolocation,Eptesicus serotinus,0.363,0.55,-1,../../Downloads/20210910_030000_1spad.WAV
616.0455,616.0657,22890.0,33648.0,Echolocation,Nyctalus noctula,0.277,0.538,-1,../../Downloads/20210910_030000_1spad.WAV
616.1805,616.198,23750.0,38199.0,Echolocation,Eptesicus serotinus,0.276,0.575,-1,../../Downloads/20210910_030000_1spad.WAV
616.3245,616.3415,23750.0,40077.0,Echolocation,Nyctalus noctula,0.257,0.601,-1,../../Downloads/20210910_030000_1spad.WAV
616.4465,616.4613,23750.0,43504.0,Echolocation,Eptesicus serotinus,0.362,0.648,-1,../../Downloads/20210910_030000_1spad.WAV
616.5595,616.5738,23750.0,44112.0,Echolocation,Eptesicus serotinus,0.307,0.645,-1,../../Downloads/20210910_030000_1spad.WAV
616.6755,616.689,24609.0,45000.0,Echolocation,Nyctalus leisleri,0.292,0.582,-1,../../Downloads/20210910_030000_1spad.WAV
616.7935,616.808,23750.0,42671.0,Echolocation,Nyctalus noctula,0.277,0.54,-1,../../Downloads/20210910_030000_1spad.WAV
616.9445,616.9611,23750.0,39388.0,Echolocation,Eptesicus serotinus,0.414,0.629,-1,../../Downloads/20210910_030000_1spad.WAV
617.0865,617.1031,23750.0,42313.0,Echolocation,Eptesicus serotinus,0.411,0.61,-1,../../Downloads/20210910_030000_1spad.WAV
617.2255,617.2434,23750.0,42143.0,Echolocation,Nyctalus leisleri,0.215,0.594,-1,../../Downloads/20210910_030000_1spad.WAV
617.3465,617.3599,24609.0,47402.0,Echolocation,Eptesicus serotinus,0.282,0.618,-1,../../Downloads/20210910_030000_1spad.WAV
617.4505,617.4618,22890.0,48300.0,Echolocation,Eptesicus serotinus,0.375,0.651,-1,../../Downloads/20210910_030000_1spad.WAV
617.6215,617.6360999999999,22890.0,41060.0,Echolocation,Nyctalus noctula,0.277,0.668,-1,../../Downloads/20210910_030000_1spad.WAV
617.7635,617.7778,23750.0,40097.0,Echolocation,Eptesicus serotinus,0.305,0.667,-1,../../Downloads/20210910_030000_1spad.WAV
617.8885,617.9005,23750.0,45328.0,Echolocation,Eptesicus serotinus,0.381,0.644,-1,../../Downloads/20210910_030000_1spad.WAV
618.0215,618.0332,23750.0,46317.0,Echolocation,Eptesicus serotinus,0.503,0.722,-1,../../Downloads/20210910_030000_1spad.WAV
618.2465,618.2602,22890.0,40608.0,Echolocation,Eptesicus serotinus,0.406,0.737,-1,../../Downloads/20210910_030000_1spad.WAV
618.3695,618.3847,24609.0,38637.0,Echolocation,Eptesicus serotinus,0.426,0.641,-1,../../Downloads/20210910_030000_1spad.WAV
618.4965,618.5091,22890.0,42257.0,Echolocation,Eptesicus serotinus,0.447,0.73,-1,../../Downloads/20210910_030000_1spad.WAV
618.6195,618.6331,24609.0,34631.0,Echolocation,Eptesicus serotinus,0.346,0.529,-1,../../Downloads/20210910_030000_1spad.WAV
618.7475,618.7591,24609.0,39091.0,Echolocation,Eptesicus serotinus,0.401,0.611,-1,../../Downloads/20210910_030000_1spad.WAV
618.8635,618.8765,24609.0,37259.0,Echolocation,Eptesicus serotinus,0.383,0.596,-1,../../Downloads/20210910_030000_1spad.WAV
618.9925,619.006,23750.0,38905.0,Echolocation,Eptesicus serotinus,0.375,0.578,-1,../../Downloads/20210910_030000_1spad.WAV
