KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,24000.0,8.541789348230804,6.3985,6.4072,21171.0,30662.0,Plecotus austriacus,0.097,0.242,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_180000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,26880.0,6.090003342161106,12.8635,12.8685,23750.0,36834.0,Plecotus austriacus,0.291,0.338,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_180000.WAV,recover-20250310,UBNA_029,Carp Pond
HF,46080.0,2.2438760233762602,22.3845,22.3934,45234.0,50270.0,Pipistrellus pipistrellus,0.209,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_180000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,23040.0,12.051450837433935,49.0685,49.074,16875.0,31564.0,Plecotus auritus,0.16,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_180000.WAV,recover-20250310,UBNA_029,Carp Pond
HF,46080.0,1.3823477063716625,55.0655,55.076,45234.0,48721.0,Pipistrellus pipistrellus,0.179,0.21,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_180000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,22080.0,3.0514882507845327,140.9095,140.9142,14296.0,36257.0,Plecotus auritus,0.225,0.273,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_180000.WAV,recover-20250310,UBNA_029,Carp Pond
HF,47040.0,2.178280225217496,178.6795,178.6863,43515.0,49003.0,Pipistrellus pipistrellus,0.062,0.228,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_180000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,24960.0,0.6604411543721853,232.35750000000002,232.3722,22890.0,27388.0,Nyctalus leisleri,0.089,0.204,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_180000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,25920.0,13.311341386862539,1.1395,1.1536,25468.0,28310.0,Nyctalus leisleri,0.291,0.312,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_181000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,25920.0,-6.964877617984911,1.9405,1.9557,25468.0,28895.0,Nyctalus leisleri,0.302,0.378,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_181000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,25920.0,2.3850430820765824,4.8785,4.8949,25468.0,28420.0,Nyctalus leisleri,0.204,0.246,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_181000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,25920.0,-5.808025020502486,5.9565,5.9731,25468.0,29229.0,Nyctalus leisleri,0.297,0.389,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_181000.WAV,recover-20250310,UBNA_029,Carp Pond
HF,46080.0,-1.4586506024311998,9.8455,9.8526,44375.0,51272.0,Pipistrellus pipistrellus,0.211,0.228,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_181000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,25920.0,7.61560955613157,12.3535,12.3657,25468.0,30163.0,Nyctalus leisleri,0.199,0.259,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_181000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,25920.0,0.7682444777702359,16.6985,16.7145,25468.0,28644.0,Nyctalus leisleri,0.346,0.401,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_181000.WAV,recover-20250310,UBNA_029,Carp Pond
LF,25920.0,-4.2957986491933795,19.7435,19.7584,25468.0,29705.0,Nyctalus leisleri,0.153,0.216,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_181000.WAV,recover-20250310,UBNA_029,Carp Pond
HF,48000.0,2.9115060347582844,21.1725,21.1792,46953.0,51467.0,Pipistrellus pipistrellus,0.261,0.267,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250310/UBNA_029/20250303_181000.WAV,recover-20250310,UBNA_029,Carp Pond
