KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,32640.0,4.062664357333975,223.5705,223.5893,32343.0,34821.0,Echolocation,Nyctalus leisleri,0.15,0.319,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_192000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,26880.0,4.005434068342254,48.0045,48.0088,22890.0,42462.0,Echolocation,Plecotus austriacus,0.287,0.375,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,22080.0,5.132670903981625,137.4335,137.4386,19453.0,52581.0,Echolocation,Myotis nattereri,0.302,0.324,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,22080.0,3.4609703692082086,163.2235,163.2312,21171.0,34220.0,Echolocation,Plecotus austriacus,0.163,0.338,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
HF,48000.0,-3.2901668530266197,166.2945,166.3013,46093.0,50530.0,Echolocation,Pipistrellus pipistrellus,0.307,0.321,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,22080.0,5.076286476877509,175.2735,175.2793,19453.0,56950.0,Echolocation,Myotis nattereri,0.321,0.337,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,23040.0,3.3133007395812153,194.7755,194.7799,23750.0,47544.0,Echolocation,Myotis nattereri,0.305,0.389,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
HF,46080.0,10.676598021278105,195.8605,195.8653,21171.0,77966.0,Echolocation,Myotis nattereri,0.334,0.357,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,27840.0,2.6680595567141485,212.1065,212.1103,26328.0,49373.0,Echolocation,Myotis nattereri,0.238,0.363,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,24000.0,0.5207679823900079,214.7035,214.7085,22890.0,36242.0,Echolocation,Plecotus austriacus,0.228,0.346,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,23040.0,0.19774419971088167,217.8285,217.8337,22031.0,52486.0,Echolocation,Myotis nattereri,0.316,0.354,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,21120.0,-3.6121989268411503,225.7015,225.7139,20312.0,24921.0,Echolocation,Nyctalus leisleri,0.257,0.309,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,24000.0,1.2988832617122847,233.7175,233.7218,24609.0,52079.0,Echolocation,Myotis nattereri,0.237,0.313,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
HF,48960.0,4.420694591282167,240.2005,240.2053,46093.0,53053.0,Echolocation,Pipistrellus pipistrellus,0.313,0.368,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,23040.0,3.3053210605079935,251.8925,251.897,20312.0,51701.0,Echolocation,Myotis nattereri,0.291,0.323,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
LF,24000.0,2.478584291068091,256.4655,256.4702,23750.0,51135.0,Echolocation,Myotis nattereri,0.298,0.361,-1,192000.0,/mnt/ubna_data_06/recover-20250703/UBNA_031/20250626_194000.WAV,recover-20250703,UBNA_031,E18 Bridge
