start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file
33.408500000000004,33.4227,24609.0,28538.0,Echolocation,Nyctalus leisleri,0.509,0.572,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
33.5595,33.5751,26328.0,29421.0,Echolocation,Nyctalus leisleri,0.442,0.52,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
34.7375,34.7519,26328.0,30076.0,Echolocation,Nyctalus leisleri,0.47,0.561,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
35.0715,35.0862,25468.0,29746.0,Echolocation,Nyctalus leisleri,0.452,0.547,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
35.5565,35.5705,26328.0,29724.0,Echolocation,Nyctalus leisleri,0.517,0.6,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
35.9155,35.9307,25468.0,29668.0,Echolocation,Nyctalus leisleri,0.48,0.568,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
36.158500000000004,36.172399999999996,25468.0,29114.0,Echolocation,Nyctalus leisleri,0.574,0.65,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
36.5095,36.5247,25468.0,29124.0,Echolocation,Nyctalus leisleri,0.544,0.605,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
36.6425,36.6542,26328.0,30882.0,Echolocation,Nyctalus leisleri,0.603,0.685,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
36.8785,36.8908,25468.0,29574.0,Echolocation,Nyctalus leisleri,0.587,0.654,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
37.1275,37.1415,26328.0,29859.0,Echolocation,Nyctalus leisleri,0.468,0.564,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
37.3735,37.3874,25468.0,30206.0,Echolocation,Nyctalus leisleri,0.609,0.666,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
37.6205,37.6346,26328.0,29236.0,Echolocation,Nyctalus leisleri,0.57,0.637,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
37.9795,37.9945,25468.0,29811.0,Echolocation,Nyctalus leisleri,0.601,0.672,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
38.2305,38.2445,25468.0,29074.0,Echolocation,Nyctalus leisleri,0.609,0.678,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-20_36_47_25.wav
