start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
0.1095,0.1246,24609,33356,Eptesicus serotinus,0.314,0.596,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
0.4935,0.5086,24609,31190,Nyctalus leisleri,0.319,0.593,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
0.7655,0.7813,24609,32397,Nyctalus leisleri,0.306,0.6,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.0425,1.0565,25468,32159,Eptesicus serotinus,0.285,0.523,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.4445,1.4606,25468,32256,Nyctalus leisleri,0.294,0.625,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.5455,1.5576,26328,42107,Eptesicus serotinus,0.391,0.681,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.6425,1.6533,27187,42765,Eptesicus serotinus,0.43,0.717,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.7515,1.7612,28046,44731,Eptesicus serotinus,0.45,0.714,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.8745,1.8833,28906,46997,Eptesicus serotinus,0.403,0.703,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
1.9655,1.9728,28906,44245,Nyctalus leisleri,0.434,0.695,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.0485,2.0561,28906,44639,Eptesicus serotinus,0.482,0.665,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.1015,2.1084,27187,39595,Eptesicus serotinus,0.495,0.615,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.2475,2.2567,28046,47936,Eptesicus serotinus,0.443,0.724,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.3865,2.4007,25468,35019,Eptesicus serotinus,0.412,0.576,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.5085,2.5218,26328,38718,Eptesicus serotinus,0.52,0.64,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.6295,2.6414,27187,39927,Eptesicus serotinus,0.49,0.659,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
2.7685,2.7818,26328,38791,Eptesicus serotinus,0.513,0.702,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
3.0235,3.038,25468,34849,Eptesicus serotinus,0.412,0.591,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
3.2865,3.3002,25468,35362,Eptesicus serotinus,0.372,0.625,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
3.4485,3.4613,26328,36298,Eptesicus serotinus,0.373,0.623,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
3.7135,3.7265,26328,37886,Eptesicus serotinus,0.455,0.669,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
3.8685,3.8827,25468,31116,Nyctalus leisleri,0.339,0.62,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
4.0345,4.0483,25468,30790,Nyctalus leisleri,0.403,0.58,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
4.2865,4.3017,25468,30284,Nyctalus leisleri,0.45,0.618,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
4.5505,4.5643,24609,32090,Nyctalus leisleri,0.353,0.646,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
4.8105,4.825,25468,33543,Eptesicus serotinus,0.277,0.578,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
5.0855,5.1,24609,29792,Nyctalus leisleri,0.416,0.587,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
5.3665,5.3806,24609,29580,Nyctalus leisleri,0.589,0.675,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
5.6405,5.6544,24609,30872,Nyctalus leisleri,0.347,0.644,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
5.9255,5.939,25468,30335,Nyctalus leisleri,0.583,0.662,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
6.3385,6.3527,24609,29531,Nyctalus leisleri,0.623,0.724,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
6.4695,6.4823,26328,35818,Eptesicus serotinus,0.378,0.651,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
6.7425,6.7574,26328,30819,Nyctalus leisleri,0.376,0.521,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
7.1515,7.1666,24609,29664,Nyctalus leisleri,0.338,0.533,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
7.4255,7.4411,24609,29553,Nyctalus leisleri,0.429,0.61,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
8.1315,8.1456,24609,30638,Nyctalus leisleri,0.352,0.591,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
8.5435,8.5583,24609,29630,Nyctalus leisleri,0.406,0.565,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
8.9605,8.9762,24609,29671,Nyctalus leisleri,0.376,0.532,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
10.3045,10.3183,24609,29258,Nyctalus leisleri,0.374,0.521,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
35.5735,35.5875,24609,28985,Nyctalus leisleri,0.414,0.504,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
36.2955,36.3105,23750,28515,Nyctalus leisleri,0.416,0.534,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
36.4545,36.4702,25468,29236,Nyctalus leisleri,0.493,0.595,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
36.8915,36.9089,24609,27923,Nyctalus leisleri,0.618,0.666,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
37.1795,37.1973,24609,27592,Nyctalus leisleri,0.488,0.551,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
37.4825,37.4989,24609,27859,Nyctalus leisleri,0.588,0.644,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
37.7825,37.7992,23750,27780,Nyctalus leisleri,0.578,0.645,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
38.0775,38.0935,24609,28062,Nyctalus leisleri,0.564,0.629,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
38.2355,38.2543,24609,29383,Nyctalus leisleri,0.373,0.526,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
38.7005,38.7175,24609,30665,Nyctalus leisleri,0.242,0.513,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
38.8365,38.8519,24609,31049,Nyctalus leisleri,0.271,0.568,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_28.wav
