start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
1.5195,1.533,23750,29611,Nyctalus leisleri,0.411,0.623,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
1.9575,1.9717,24609,29911,Nyctalus leisleri,0.476,0.619,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
2.1815,2.1963,23750,28382,Nyctalus leisleri,0.557,0.649,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
2.6725,2.6874,22890,27475,Nyctalus leisleri,0.597,0.672,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
2.9055,2.9197,23750,29008,Nyctalus leisleri,0.496,0.654,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
3.1525,3.1679,23750,29667,Nyctalus leisleri,0.507,0.665,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
3.3905,3.4029,24609,30320,Nyctalus leisleri,0.336,0.54,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
3.7825,3.7976,23750,29495,Nyctalus leisleri,0.493,0.658,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
4.0375,4.0523,23750,29822,Nyctalus leisleri,0.481,0.632,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
4.2705,4.2849,23750,30205,Nyctalus leisleri,0.453,0.652,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_22.wav
