start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
0.8265,0.8409,22890,28434,Nyctalus leisleri,0.393,0.558,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
7.5955,7.6107,23750,28135,Nyctalus leisleri,0.484,0.552,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
8.2795,8.2949,22890,27256,Nyctalus leisleri,0.697,0.742,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
8.5665,8.5804,23750,27946,Nyctalus leisleri,0.659,0.71,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
8.9755,8.9909,22890,26816,Nyctalus leisleri,0.751,0.771,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
9.3995,9.4145,22890,27798,Nyctalus leisleri,0.679,0.753,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
9.6415,9.6579,23750,26505,Nyctalus leisleri,0.638,0.687,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
9.9225,9.9372,23750,26975,Nyctalus leisleri,0.742,0.789,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
10.1915,10.207,22890,26675,Nyctalus leisleri,0.69,0.721,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
10.4535,10.471,22890,26355,Nyctalus leisleri,0.698,0.736,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
10.6975,10.7159,22890,26385,Nyctalus leisleri,0.602,0.65,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
10.9595,10.9759,23750,25605,Nyctalus leisleri,0.78,0.797,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
11.2635,11.2779,22890,27333,Nyctalus leisleri,0.762,0.789,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
11.5165,11.531,23750,27744,Nyctalus leisleri,0.769,0.804,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
11.7695,11.7832,23750,28891,Nyctalus leisleri,0.775,0.837,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
12.0225,12.0386,22890,26475,Nyctalus leisleri,0.761,0.789,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
12.2795,12.2953,22890,27466,Nyctalus leisleri,0.772,0.798,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
12.5455,12.5608,22890,28209,Nyctalus leisleri,0.633,0.719,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
12.6595,12.6709,24609,32352,Nyctalus leisleri,0.607,0.749,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
12.9265,12.94,23750,27722,Nyctalus leisleri,0.773,0.806,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
13.1955,13.2104,22890,26599,Nyctalus leisleri,0.791,0.81,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
13.3125,13.3236,24609,31897,Nyctalus leisleri,0.602,0.721,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
13.4055,13.4158,25468,31998,Nyctalus leisleri,0.543,0.684,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
13.4905,13.5013,24609,32829,Nyctalus leisleri,0.498,0.711,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
13.5785,13.5878,24609,30963,Nyctalus leisleri,0.561,0.653,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
13.6645,13.6747,24609,32076,Nyctalus leisleri,0.502,0.661,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
13.7545,13.7631,25468,31952,Nyctalus leisleri,0.538,0.655,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
13.8445,13.8542,25468,31608,Nyctalus leisleri,0.46,0.598,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
13.9435,13.9533,25468,31810,Nyctalus leisleri,0.459,0.573,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
14.3055,14.3141,26328,33072,Nyctalus leisleri,0.325,0.515,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
14.4945,14.503,25468,32544,Nyctalus leisleri,0.423,0.605,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
15.1335,15.1447,25468,31233,Nyctalus leisleri,0.556,0.688,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
15.2675,15.2799,23750,30646,Nyctalus leisleri,0.708,0.777,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
15.5235,15.5367,23750,30104,Nyctalus leisleri,0.579,0.712,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
15.7835,15.7988,22890,28132,Nyctalus leisleri,0.677,0.745,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
15.8865,15.8946,27187,39218,Eptesicus serotinus,0.413,0.704,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
15.9905,15.9995,25468,39554,Eptesicus serotinus,0.336,0.544,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
16.2415,16.2563,23750,28392,Nyctalus leisleri,0.758,0.797,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
16.4105,16.4242,23750,29548,Nyctalus leisleri,0.624,0.74,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
16.6645,16.6793,23750,29524,Nyctalus leisleri,0.615,0.72,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
16.9155,16.9298,22890,30040,Nyctalus leisleri,0.44,0.667,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
17.0835,17.0953,24609,35187,Eptesicus serotinus,0.367,0.678,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_23.wav
