start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file
40.6775,40.6924,23750.0,28681.0,Echolocation,Nyctalus leisleri,0.396,0.52,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
40.9895,41.003299999999996,23750.0,28900.0,Echolocation,Nyctalus leisleri,0.542,0.628,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
41.2755,41.2901,23750.0,28677.0,Echolocation,Nyctalus leisleri,0.519,0.615,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
41.4595,41.476,23750.0,28157.0,Echolocation,Nyctalus leisleri,0.536,0.629,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
42.0625,42.0803,23750.0,27991.0,Echolocation,Nyctalus leisleri,0.543,0.605,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
42.1935,42.2053,24609.0,29863.0,Echolocation,Nyctalus leisleri,0.39,0.524,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
42.4385,42.4534,23750.0,29896.0,Echolocation,Nyctalus leisleri,0.504,0.677,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
42.7085,42.7257,23750.0,27571.0,Echolocation,Nyctalus leisleri,0.507,0.563,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
42.9795,42.9966,23750.0,27767.0,Echolocation,Nyctalus leisleri,0.502,0.566,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
43.1455,43.1616,23750.0,27601.0,Echolocation,Nyctalus leisleri,0.646,0.702,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
43.4465,43.4639,22890.0,26753.0,Echolocation,Nyctalus leisleri,0.59,0.631,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
43.7305,43.746,23750.0,27563.0,Echolocation,Nyctalus leisleri,0.625,0.688,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
43.8905,43.9074,23750.0,28226.0,Echolocation,Nyctalus leisleri,0.426,0.572,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
44.0555,44.0713,23750.0,27933.0,Echolocation,Nyctalus leisleri,0.618,0.665,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
44.2145,44.230000000000004,23750.0,28648.0,Echolocation,Nyctalus leisleri,0.557,0.654,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
44.4885,44.5025,23750.0,30154.0,Echolocation,Nyctalus leisleri,0.54,0.706,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
44.795500000000004,44.8091,23750.0,29515.0,Echolocation,Nyctalus leisleri,0.589,0.702,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
45.0805,45.0966,23750.0,27961.0,Echolocation,Nyctalus leisleri,0.726,0.762,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
45.2475,45.260400000000004,24609.0,30094.0,Echolocation,Nyctalus leisleri,0.545,0.675,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
45.5345,45.550399999999996,23750.0,27814.0,Echolocation,Nyctalus leisleri,0.648,0.702,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
45.8245,45.8408,23750.0,28869.0,Echolocation,Nyctalus leisleri,0.568,0.651,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
46.0045,46.020399999999995,22890.0,26436.0,Echolocation,Nyctalus leisleri,0.596,0.615,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
46.320499999999996,46.3373,23750.0,27059.0,Echolocation,Nyctalus leisleri,0.694,0.734,-1,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_7.wav
