start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
23.8685,23.8831,23750,29380,Nyctalus leisleri,0.279,0.521,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
24.1445,24.1585,24609,30545,Nyctalus leisleri,0.326,0.536,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
24.4205,24.4348,23750,29659,Nyctalus leisleri,0.267,0.515,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
24.6785,24.6946,23750,28964,Nyctalus leisleri,0.309,0.508,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
24.9445,24.959,23750,30420,Nyctalus leisleri,0.259,0.528,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
25.0705,25.0819,25468,30883,Nyctalus leisleri,0.302,0.52,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
25.2495,25.2596,26328,31726,Nyctalus leisleri,0.354,0.524,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
26.2155,26.2292,22890,29575,Nyctalus leisleri,0.305,0.563,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
26.4315,26.4458,23750,29735,Nyctalus leisleri,0.355,0.588,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
26.6805,26.6952,23750,29316,Nyctalus leisleri,0.441,0.605,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
27.0345,27.0498,22890,30058,Eptesicus serotinus,0.248,0.536,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
27.2995,27.3133,22890,29325,Nyctalus leisleri,0.486,0.663,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
27.5605,27.576,23750,29645,Nyctalus leisleri,0.363,0.565,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
27.8155,27.8312,22890,28629,Nyctalus leisleri,0.445,0.601,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
28.0875,28.1034,23750,28254,Nyctalus leisleri,0.534,0.62,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
28.3555,28.3715,22031,27599,Nyctalus leisleri,0.364,0.544,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
28.6315,28.6484,22890,27181,Nyctalus leisleri,0.514,0.606,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
29.7115,29.7281,22890,29704,Nyctalus leisleri,0.428,0.59,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
29.9655,29.9811,22890,28893,Nyctalus leisleri,0.327,0.525,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
30.2235,30.2393,22031,33766,Eptesicus serotinus,0.353,0.638,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
30.4915,30.5064,22031,30050,Eptesicus serotinus,0.287,0.57,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
30.7605,30.7762,22890,34437,Eptesicus serotinus,0.274,0.606,-1,Echolocation,/mnt/ubna_data_03/UBNA_202309/20230915_central_pond_wav_files/UBNA_23-09-15-19_49_24_26.wav
