KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,2.6465086820000723,117.3275,117.3347,58984.0,68096.0,Echolocation,Pipistrellus pygmaeus,0.507,0.515,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241011_211000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,47040.0,12.350048271497567,153.9255,153.9352,43515.0,60848.0,Echolocation,Pipistrellus pipistrellus,0.411,0.536,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_023000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,48000.0,9.448828443794671,148.9515,148.9624,46093.0,59280.0,Echolocation,Pipistrellus pipistrellus,0.409,0.503,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_023000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,48960.0,7.532153288224118,273.9605,273.9714,46953.0,59954.0,Echolocation,Pipistrellus pipistrellus,0.425,0.501,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,45120.0,8.487042534104857,245.6765,245.6881,44375.0,56888.0,Echolocation,Pipistrellus pipistrellus,0.399,0.511,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,46080.0,9.849273704345894,210.1685,210.1787,45234.0,62249.0,Echolocation,Pipistrellus pipistrellus,0.419,0.57,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,47040.0,11.322126430143328,188.2065,188.216,45234.0,64800.0,Echolocation,Pipistrellus pipistrellus,0.502,0.682,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,48960.0,9.238355802050526,156.1395,156.1472,46953.0,62309.0,Echolocation,Pipistrellus pipistrellus,0.515,0.595,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,46080.0,6.029489224012826,121.3905,121.3962,45234.0,56617.0,Echolocation,Pipistrellus pipistrellus,0.528,0.584,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,48000.0,19.431515051129043,90.0435,90.0486,45234.0,64904.0,Echolocation,Pipistrellus pipistrellus,0.639,0.658,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,46080.0,12.637265589286066,61.8955,61.9048,44375.0,63444.0,Echolocation,Pipistrellus pipistrellus,0.506,0.692,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,45120.0,6.495116761026351,33.0485,33.0607,44375.0,59415.0,Echolocation,Pipistrellus pipistrellus,0.39,0.555,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
LF,22080.0,17.394982055342645,91.3435,91.3631,22031.0,23957.0,Echolocation,Nyctalus leisleri,0.524,0.535,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241018_004000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,46080.0,8.026329471361361,0.1185,0.1283,45234.0,58548.0,Echolocation,Pipistrellus pipistrellus,0.505,0.554,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_022000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,46080.0,5.22080648418015,2.0275,2.0355,44375.0,61048.0,Echolocation,Pipistrellus pipistrellus,0.298,0.511,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241014_042000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,47040.0,14.17912556938181,270.0355,270.0448,44375.0,64500.0,Echolocation,Pipistrellus pipistrellus,0.506,0.71,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_021000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,47040.0,6.085823094140503,246.6025,246.6132,46093.0,57995.0,Echolocation,Pipistrellus pipistrellus,0.379,0.51,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_021000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,46080.0,9.976501020898956,210.0825,210.0917,44375.0,56615.0,Echolocation,Pipistrellus pipistrellus,0.532,0.624,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_021000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,47040.0,9.349986350750148,210.0155,210.0214,45234.0,54417.0,Echolocation,Pipistrellus pipistrellus,0.541,0.569,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241014_041000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,47040.0,10.016746833524115,206.1035,206.1108,44375.0,61204.0,Echolocation,Pipistrellus pipistrellus,0.513,0.61,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_023000.WAV,recover-20241018,UBNA_011,E18 Bridge
HF,45120.0,5.661894513962226,210.0765,210.0847,43515.0,64923.0,Echolocation,Pipistrellus pipistrellus,0.371,0.609,-1,192000.0,/mnt/ubna_data_04/recover-20241018/UBNA_011/20241017_023000.WAV,recover-20241018,UBNA_011,E18 Bridge
