start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
1115.9185,1115.9377,22890.0,25917.0,0.53,Echolocation,20230606_030000.WAV
570.9135,570.9188,51250.0,61322.0,0.506,Echolocation,20230606_043000.WAV
571.0015,571.0086,46093.0,61954.0,0.601,Echolocation,20230606_043000.WAV
571.0865,571.0928,48671.0,63163.0,0.541,Echolocation,20230606_043000.WAV
571.2015,571.2115,45234.0,63716.0,0.534,Echolocation,20230606_043000.WAV
571.4775,571.4843,47812.0,59142.0,0.571,Echolocation,20230606_043000.WAV
571.7315,571.7379,45234.0,63914.0,0.512,Echolocation,20230606_043000.WAV
571.8215,571.8287,47812.0,65554.0,0.691,Echolocation,20230606_043000.WAV
571.9235,571.9302,46093.0,65021.0,0.52,Echolocation,20230606_043000.WAV
572.0125,572.0162,48671.0,69985.0,0.502,Echolocation,20230606_043000.WAV
572.2955,572.2992,48671.0,79253.0,0.536,Echolocation,20230606_043000.WAV
572.3855,572.3902,44375.0,87583.0,0.611,Echolocation,20230606_043000.WAV
572.4705,572.474,52109.0,70206.0,0.583,Echolocation,20230606_043000.WAV
665.5455,665.555,26328.0,33667.0,0.631,Echolocation,20230606_043000.WAV
667.0775,667.0862,27187.0,37259.0,0.537,Echolocation,20230606_043000.WAV
667.7255,667.7347,27187.0,36591.0,0.573,Echolocation,20230606_043000.WAV
667.8715,667.8827,27187.0,33212.0,0.581,Echolocation,20230606_043000.WAV
668.0155,668.0248,27187.0,37017.0,0.609,Echolocation,20230606_043000.WAV
668.1515,668.1622,25468.0,37540.0,0.582,Echolocation,20230606_043000.WAV
668.2795,668.2889,27187.0,37383.0,0.605,Echolocation,20230606_043000.WAV
668.4125,668.4235,27187.0,35864.0,0.502,Echolocation,20230606_043000.WAV
668.6665,668.6769,27187.0,37406.0,0.507,Echolocation,20230606_043000.WAV
669.1725,669.1804,27187.0,45854.0,0.7,Echolocation,20230606_043000.WAV
669.2985,669.3058,28046.0,45654.0,0.657,Echolocation,20230606_043000.WAV
669.4225,669.43,28046.0,40277.0,0.657,Echolocation,20230606_043000.WAV
669.5415,669.5494,28046.0,45865.0,0.678,Echolocation,20230606_043000.WAV
669.6665,669.6755,28906.0,45328.0,0.544,Echolocation,20230606_043000.WAV
669.7855,669.7943,28906.0,40324.0,0.532,Echolocation,20230606_043000.WAV
669.9165,669.9272,28046.0,45231.0,0.614,Echolocation,20230606_043000.WAV
670.4605,670.4703,29765.0,40225.0,0.5,Echolocation,20230606_043000.WAV
672.3765,672.3845,28046.0,46444.0,0.632,Echolocation,20230606_043000.WAV
672.4965,672.505,28906.0,48470.0,0.652,Echolocation,20230606_043000.WAV
672.6175,672.6261,28046.0,43035.0,0.586,Echolocation,20230606_043000.WAV
672.7445,672.7513,28046.0,50378.0,0.721,Echolocation,20230606_043000.WAV
672.8715,672.8788,27187.0,44788.0,0.645,Echolocation,20230606_043000.WAV
672.9865,672.9935,27187.0,47573.0,0.699,Echolocation,20230606_043000.WAV
673.1145,673.1236,27187.0,37344.0,0.571,Echolocation,20230606_043000.WAV
673.2475,673.2562,25468.0,46012.0,0.714,Echolocation,20230606_043000.WAV
673.3835,673.3917,26328.0,37973.0,0.644,Echolocation,20230606_043000.WAV
673.5195,673.5271,26328.0,47763.0,0.696,Echolocation,20230606_043000.WAV
673.6535,673.6611,27187.0,40962.0,0.683,Echolocation,20230606_043000.WAV
673.7275,673.7351,28906.0,39941.0,0.547,Echolocation,20230606_043000.WAV
673.8585,673.8686,28046.0,41457.0,0.512,Echolocation,20230606_043000.WAV
676.9025,676.9126,28046.0,37566.0,0.5,Echolocation,20230606_043000.WAV
677.0264999999999,677.0363,28906.0,37161.0,0.566,Echolocation,20230606_043000.WAV
689.8865,689.9019,22890.0,28302.0,0.539,Echolocation,20230606_043000.WAV
690.5665,690.5797,22890.0,28507.0,0.607,Echolocation,20230606_043000.WAV
691.8655,691.8814,22890.0,26849.0,0.524,Echolocation,20230606_043000.WAV
696.0615,696.0732,23750.0,30207.0,0.53,Echolocation,20230606_043000.WAV
696.8925,696.9058,23750.0,29492.0,0.662,Echolocation,20230606_043000.WAV
792.6535,792.6605,28046.0,39421.0,0.59,Echolocation,20230606_043000.WAV
799.4905,799.5072,22890.0,29213.0,0.519,Echolocation,20230606_043000.WAV
799.8875,799.9018,23750.0,32195.0,0.533,Echolocation,20230606_043000.WAV
800.1615,800.1777,22890.0,31407.0,0.569,Echolocation,20230606_043000.WAV
800.2764999999999,800.2897,24609.0,32501.0,0.531,Echolocation,20230606_043000.WAV
802.4105,802.4256,23750.0,28775.0,0.559,Echolocation,20230606_043000.WAV
802.5585,802.5695,23750.0,30780.0,0.606,Echolocation,20230606_043000.WAV
802.6755,802.6877,23750.0,29900.0,0.546,Echolocation,20230606_043000.WAV
802.7955,802.8066,23750.0,29529.0,0.629,Echolocation,20230606_043000.WAV
803.1885,803.1998,24609.0,30953.0,0.578,Echolocation,20230606_043000.WAV
803.4895,803.5007,23750.0,29781.0,0.618,Echolocation,20230606_043000.WAV
804.0525,804.0669,22890.0,28996.0,0.588,Echolocation,20230606_043000.WAV
824.1615,824.1805,22890.0,27126.0,0.51,Echolocation,20230606_043000.WAV
826.4845,826.4993,22031.0,25911.0,0.603,Echolocation,20230606_043000.WAV
826.9235,826.9389,22890.0,27453.0,0.575,Echolocation,20230606_043000.WAV
829.5905,829.6085,22031.0,27195.0,0.544,Echolocation,20230606_043000.WAV
847.4875,847.5017,24609.0,30436.0,0.513,Echolocation,20230606_043000.WAV
847.7215,847.7393,22890.0,31514.0,0.547,Echolocation,20230606_043000.WAV
848.5245,848.5365,23750.0,29641.0,0.623,Echolocation,20230606_043000.WAV
861.3135,861.3285,23750.0,29798.0,0.606,Echolocation,20230606_043000.WAV
861.5955,861.6061,43515.0,54989.0,0.579,Echolocation,20230606_043000.WAV
861.7975,861.8061,43515.0,57102.0,0.5,Echolocation,20230606_043000.WAV
861.8365,861.8491,24609.0,30082.0,0.561,Echolocation,20230606_043000.WAV
862.2525,862.2655,23750.0,30104.0,0.555,Echolocation,20230606_043000.WAV
862.5825,862.5959,22890.0,28805.0,0.615,Echolocation,20230606_043000.WAV
863.0065,863.0141,43515.0,54718.0,0.53,Echolocation,20230606_043000.WAV
