Time (UTC),10/25/24,10/26/24,10/27/24,10/28/24,10/29/24,10/30/24,10/31/24,11/01/24,11/02/24,11/03/24,11/04/24,11/05/24
00:00,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,354.3333333333333,40.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02:00,,138.33333333333334,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02:30,,108.33333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03:00,,106.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03:30,,2.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
04:00,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
04:30,,200.33333333333331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
05:00,,4.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
05:30,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06:00,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06:30,,24.666666666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
07:00,,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
07:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
08:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
08:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
09:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
09:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:00,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21:30,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:00,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:30,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
