date_and_time_UTC,activity_index,LFactivity_index,HFactivity_index
2025-05-30 21:50:00+00:00,0.0,0.0,0.0
2025-05-30 22:00:00+00:00,5.0,1.6666666666666667,3.3333333333333335
2025-05-30 22:10:00+00:00,0.0,0.0,0.0
2025-05-30 22:20:00+00:00,0.0,0.0,0.0
2025-05-30 22:30:00+00:00,5.0,0.0,5.0
2025-05-30 22:40:00+00:00,0.0,0.0,0.0
2025-05-30 22:50:00+00:00,0.0,0.0,0.0
2025-05-30 23:00:00+00:00,0.0,0.0,0.0
2025-05-30 23:10:00+00:00,0.0,0.0,0.0
2025-05-30 23:20:00+00:00,0.0,0.0,0.0
2025-05-30 23:30:00+00:00,0.0,0.0,0.0
2025-05-30 23:40:00+00:00,0.0,0.0,0.0
2025-05-30 23:50:00+00:00,0.0,0.0,0.0
2025-05-31 00:00:00+00:00,0.0,0.0,0.0
2025-05-31 00:10:00+00:00,0.0,0.0,0.0
2025-05-31 00:20:00+00:00,0.0,0.0,0.0
2025-05-31 00:30:00+00:00,0.0,0.0,0.0
2025-05-31 00:40:00+00:00,0.0,0.0,0.0
2025-05-31 00:50:00+00:00,0.0,0.0,0.0
2025-05-31 01:00:00+00:00,6.666666666666667,6.666666666666667,0.0
2025-05-31 01:10:00+00:00,0.0,0.0,0.0
2025-05-31 01:20:00+00:00,0.0,0.0,0.0
2025-05-31 01:30:00+00:00,3.3333333333333335,3.3333333333333335,0.0
2025-05-31 01:40:00+00:00,0.0,0.0,0.0
2025-05-31 01:50:00+00:00,0.0,0.0,0.0
2025-05-31 02:00:00+00:00,0.0,0.0,0.0
2025-05-31 02:10:00+00:00,0.0,0.0,0.0
2025-05-31 02:20:00+00:00,0.0,0.0,0.0
2025-05-31 02:30:00+00:00,0.0,0.0,0.0
2025-05-31 02:40:00+00:00,0.0,0.0,0.0
2025-05-31 02:50:00+00:00,0.0,0.0,0.0
2025-05-31 03:00:00+00:00,0.0,0.0,0.0
2025-05-31 03:10:00+00:00,0.0,0.0,0.0
2025-05-31 03:20:00+00:00,0.0,0.0,0.0
2025-05-31 03:30:00+00:00,3.3333333333333335,3.3333333333333335,0.0
2025-05-31 03:40:00+00:00,0.0,0.0,0.0
2025-05-31 03:50:00+00:00,0.0,0.0,0.0
2025-05-31 04:00:00+00:00,56.666666666666664,56.666666666666664,3.3333333333333335
2025-05-31 04:10:00+00:00,0.0,0.0,0.0
2025-05-31 04:20:00+00:00,0.0,0.0,0.0
2025-05-31 04:30:00+00:00,91.66666666666666,21.666666666666668,78.33333333333333
2025-05-31 04:40:00+00:00,0.0,0.0,0.0
2025-05-31 04:50:00+00:00,0.0,0.0,0.0
2025-05-31 05:00:00+00:00,88.33333333333333,0.0,88.33333333333333
2025-05-31 05:10:00+00:00,0.0,0.0,0.0
2025-05-31 05:20:00+00:00,0.0,0.0,0.0
2025-05-31 05:30:00+00:00,55.00000000000001,0.0,55.00000000000001
2025-05-31 05:40:00+00:00,0.0,0.0,0.0
2025-05-31 05:50:00+00:00,0.0,0.0,0.0
2025-05-31 06:00:00+00:00,3.3333333333333335,3.3333333333333335,0.0
2025-05-31 06:10:00+00:00,0.0,0.0,0.0
2025-05-31 06:20:00+00:00,0.0,0.0,0.0
2025-05-31 06:30:00+00:00,13.333333333333334,13.333333333333334,0.0
2025-05-31 06:40:00+00:00,0.0,0.0,0.0
2025-05-31 06:50:00+00:00,0.0,0.0,0.0
2025-05-31 07:00:00+00:00,11.666666666666666,0.0,11.666666666666666
2025-05-31 07:10:00+00:00,0.0,0.0,0.0
2025-05-31 07:20:00+00:00,0.0,0.0,0.0
2025-05-31 07:30:00+00:00,15.0,10.0,5.0
2025-05-31 07:40:00+00:00,0.0,0.0,0.0
2025-05-31 07:50:00+00:00,0.0,0.0,0.0
