KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,69120.0,1.3362844375505198,23.1475,23.1633,64140.0,69433.0,Echolocation,Pipistrellus pygmaeus,0.301,0.306,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,63360.0,1.686272975096096,27.5615,27.5758,63281.0,68436.0,Echolocation,Pipistrellus pygmaeus,0.366,0.371,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,69120.0,1.8469180299138572,54.1565,54.172,64140.0,69782.0,Echolocation,Pipistrellus pygmaeus,0.324,0.33,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,65280.0,2.8100922855260753,55.192499999999995,55.2064,63281.0,68611.0,Echolocation,Pipistrellus pygmaeus,0.41,0.426,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,46080.0,-11.379733758006033,57.938500000000005,57.944500000000005,44375.0,49723.0,Echolocation,Pipistrellus pipistrellus,0.299,0.313,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,66240.0,5.724934361914443,75.3215,75.3341,63281.0,68230.0,Echolocation,Pipistrellus pygmaeus,0.4,0.433,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,65280.0,6.565898987372818,97.6925,97.7088,63281.0,68910.0,Echolocation,Pipistrellus pygmaeus,0.294,0.307,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,64320.0,0.450963702564105,106.7645,106.7799,64140.0,69404.0,Echolocation,Pipistrellus pygmaeus,0.485,0.495,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,64320.0,5.367302088128685,113.2745,113.2913,63281.0,68284.0,Echolocation,Pipistrellus pygmaeus,0.361,0.383,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,65280.0,0.509870607718927,120.8775,120.893,63281.0,68757.0,Echolocation,Pipistrellus pygmaeus,0.43,0.432,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
LF,23040.0,2.8270707067149337,214.6735,214.6794,22890.0,35011.0,Echolocation,Plecotus austriacus,0.174,0.329,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,67200.0,1.6834999443041576,234.3515,234.3638,64140.0,69203.0,Echolocation,Pipistrellus pygmaeus,0.326,0.33,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,64320.0,2.250552237428076,263.7165,263.7324,64140.0,69652.0,Echolocation,Pipistrellus pygmaeus,0.398,0.404,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,67200.0,4.332147023914528,267.3165,267.3322,64140.0,69315.0,Echolocation,Pipistrellus pygmaeus,0.308,0.315,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
HF,46080.0,-24.213208251839283,286.9765,286.9828,45234.0,51630.0,Echolocation,Pipistrellus pipistrellus,0.299,0.311,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_221000.WAV,recover-20250606,UBNA_027,Foliage
LF,31680.0,-5.910843364855898,56.7875,56.8042,30625.0,34408.0,Echolocation,Nyctalus leisleri,0.263,0.516,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_222000.WAV,recover-20250606,UBNA_027,Foliage
LF,31680.0,9.860979441914148,130.6635,130.6786,30625.0,32957.0,Echolocation,Nyctalus leisleri,0.175,0.316,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_222000.WAV,recover-20250606,UBNA_027,Foliage
LF,25920.0,9.771194732296065,261.5945,261.6103,25468.0,27979.0,Echolocation,Nyctalus leisleri,0.318,0.348,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_222000.WAV,recover-20250606,UBNA_027,Foliage
LF,25920.0,13.635746236853329,270.5535,270.5672,24609.0,28314.0,Echolocation,Nyctalus leisleri,0.27,0.306,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_222000.WAV,recover-20250606,UBNA_027,Foliage
LF,25920.0,-0.2706019623293747,279.2065,279.222,25468.0,28851.0,Echolocation,Nyctalus leisleri,0.301,0.369,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_222000.WAV,recover-20250606,UBNA_027,Foliage
LF,25920.0,2.431737505982662,280.7665,280.7827,24609.0,28259.0,Echolocation,Nyctalus leisleri,0.211,0.301,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_027/20250530_222000.WAV,recover-20250606,UBNA_027,Foliage
