KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,45120.0,2.032388945593659,1.9105,1.9248,43515.0,47216.0,Pipistrellus pipistrellus,0.287,0.334,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,44160.0,-0.6936061912294784,5.5285,5.5384,44375.0,49891.0,Pipistrellus pipistrellus,0.26,0.322,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,45120.0,-0.004012053169400043,6.2825,6.2982,44375.0,46898.0,Pipistrellus pipistrellus,0.318,0.38,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,60480.0,2.4746501686680684,7.9665,7.9756,55546.0,63368.0,Pipistrellus pygmaeus,0.231,0.263,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,3.2371752949528676,8.0885,8.104,58984.0,70788.0,Pipistrellus pygmaeus,0.193,0.205,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
LF,28800.0,0.5694871446078785,8.6775,8.6912,23750.0,27660.0,Nyctalus leisleri,0.162,0.231,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-0.9597713113910216,10.4215,10.4333,60703.0,68172.0,Pipistrellus pipistrellus,0.125,0.221,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-1.2600391518455665,10.7205,10.7345,63281.0,67641.0,Pipistrellus pygmaeus,0.303,0.309,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,0.9927711061390356,10.7715,10.7886,63281.0,67962.0,Pipistrellus pygmaeus,0.298,0.31,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,3.925712347508034,11.6265,11.6334,58125.0,63156.0,Pipistrellus pygmaeus,0.196,0.203,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
LF,23040.0,4.054980505275254,14.2075,14.2244,23750.0,27596.0,Nyctalus leisleri,0.162,0.237,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-0.005796158131988733,14.5845,14.6017,58125.0,65244.0,Pipistrellus pygmaeus,0.122,0.212,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,42240.0,1.6337177285316251,19.2625,19.2798,41796.0,45355.0,Pipistrellus pipistrellus,0.17,0.205,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,0.022541854124989085,20.3525,20.3631,58125.0,62964.0,Pipistrellus pipistrellus,0.179,0.228,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,48960.0,-0.4706976822170321,22.7175,22.7267,47812.0,55039.0,Pipistrellus pipistrellus,0.203,0.218,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
LF,23040.0,-4.856647677203329,24.3485,24.3653,22890.0,25740.0,Nyctalus leisleri,0.201,0.229,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
LF,23040.0,-1.5930292841201352,25.6185,25.6312,22890.0,27275.0,Nyctalus leisleri,0.158,0.209,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
LF,23040.0,-1.7900261119999672,34.4035,34.4205,22890.0,25802.0,Nyctalus leisleri,0.233,0.268,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,0.685276422509813,34.6865,34.7025,63281.0,68250.0,Pipistrellus pygmaeus,0.252,0.271,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,3.2950035726917326,38.9155,38.9267,60703.0,66340.0,Pipistrellus pygmaeus,0.201,0.206,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,0.16085545302044926,43.4645,43.4737,58125.0,66635.0,Pipistrellus pygmaeus,0.176,0.233,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,47040.0,-3.0421155002618825,45.570499999999996,45.5804,47812.0,52037.0,Pipistrellus pipistrellus,0.218,0.231,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-5.243767086022423,47.2145,47.222899999999996,62421.0,66585.0,Pipistrellus pygmaeus,0.238,0.245,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,4.860222657376402,47.329499999999996,47.3412,62421.0,69989.0,Pipistrellus pipistrellus,0.117,0.204,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-0.5851665658125742,47.3445,47.3607,64140.0,68567.0,Pipistrellus pipistrellus,0.098,0.205,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
LF,23040.0,0.5948109542721474,48.3945,48.411699999999996,22890.0,26629.0,Nyctalus leisleri,0.205,0.243,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-2.2870653970483383,48.917500000000004,48.9274,62421.0,67798.0,Pipistrellus pipistrellus,0.101,0.213,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,0.5679052334188427,52.1785,52.1849,58984.0,66814.0,Pipistrellus pygmaeus,0.227,0.254,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,1.5395395541662371,52.2185,52.2324,58984.0,65473.0,Pipistrellus pygmaeus,0.191,0.206,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,42240.0,5.076805624048393,58.2975,58.3178,41796.0,44442.0,Pipistrellus pipistrellus,0.202,0.25,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,0.021951195320909146,59.6655,59.6781,58984.0,64049.0,Pipistrellus pygmaeus,0.155,0.216,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,42240.0,4.372333708789572,61.6925,61.7079,41796.0,45810.0,Pipistrellus nathusii,0.165,0.248,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,0.38584665345313107,62.4245,62.4422,59843.0,65776.0,Pipistrellus pygmaeus,0.294,0.31,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
LF,23040.0,5.147493340400366,63.8955,63.9116,22890.0,26340.0,Nyctalus leisleri,0.148,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
LF,23040.0,-2.467585720889564,65.3285,65.3482,22890.0,26446.0,Nyctalus leisleri,0.131,0.203,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,4.898718721773657,70.1045,70.119,62421.0,68193.0,Pipistrellus pygmaeus,0.325,0.337,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,45120.0,-1.7601241082005168,71.8685,71.8846,44375.0,46985.0,Pipistrellus pipistrellus,0.217,0.259,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,0.4220279451885617,72.6625,72.6743,59843.0,64695.0,Pipistrellus pipistrellus,0.216,0.344,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-0.7179491148145645,72.8565,72.8684,59843.0,64949.0,Pipistrellus pygmaeus,0.213,0.222,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,6.275184281727442,72.9285,72.9402,59843.0,64589.0,Pipistrellus pipistrellus,0.124,0.268,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-2.5720856336852465,78.9525,78.9688,59843.0,65824.0,Pipistrellus pygmaeus,0.207,0.211,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,42240.0,2.4596153459925736,79.7585,79.7764,41796.0,44896.0,Pipistrellus nathusii,0.133,0.207,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
LF,23040.0,2.082425024894425,81.4325,81.4514,22890.0,26676.0,Nyctalus leisleri,0.299,0.336,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-0.7735804248030276,83.4465,83.4573,59843.0,65111.0,Pipistrellus pygmaeus,0.272,0.283,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,-1.4550513624251615,83.5715,83.5832,59843.0,64129.0,Pipistrellus pygmaeus,0.274,0.283,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,60480.0,11.509998951671276,85.1135,85.12610000000001,56406.0,62006.0,Pipistrellus pygmaeus,0.191,0.259,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
HF,65280.0,0.6375746625035394,85.5805,85.5918,59843.0,66830.0,Pipistrellus pygmaeus,0.232,0.267,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250303/UBNA_032/20250224_175000.WAV,recover-20250303,UBNA_032,Foliage
