KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,0.15706950514796275,1.2625,1.2802,58984.0,64468.0,Pipistrellus pygmaeus,0.217,0.241,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
LF,23040.0,9.04741576354295,1.7895,1.808,22890.0,27038.0,Nyctalus leisleri,0.165,0.224,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
LF,23040.0,10.446149239389362,2.9885,3.0073,22890.0,26237.0,Nyctalus leisleri,0.19,0.26,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
LF,23040.0,3.977375434086374,3.1115,3.1315,22890.0,26432.0,Nyctalus leisleri,0.222,0.298,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
HF,46080.0,3.324716626935396,3.4525,3.4662,44375.0,47327.0,Pipistrellus pipistrellus,0.214,0.251,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
HF,65280.0,3.441662999986928,4.1085,4.1251,65000.0,70286.0,Pipistrellus pygmaeus,0.215,0.223,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
HF,65280.0,0.24833281052252731,5.6795,5.6941,59843.0,64397.0,Pipistrellus pygmaeus,0.239,0.287,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
HF,65280.0,4.262946281553127,6.2105,6.2228,58984.0,64434.0,Pipistrellus pygmaeus,0.151,0.294,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
HF,65280.0,-1.8214364786151591,7.7575,7.7656,56406.0,65717.0,Pipistrellus pipistrellus,0.171,0.241,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
HF,65280.0,0.20744692992020586,10.1495,10.1597,58984.0,63877.0,Pipistrellus pygmaeus,0.288,0.302,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250224/UBNA_024/20250210_181000.WAV,recover-20250224,UBNA_024,Foliage
