KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,46080.0,4.109309082263089,253.3935,253.3994,44375.0,53532.0,Echolocation,Pipistrellus pipistrellus,0.489,0.512,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20240928_024000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,24960.0,4.033996618241023,33.1345,33.1485,23750.0,28533.0,Echolocation,Nyctalus leisleri,0.442,0.608,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_033000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,24000.0,5.582578492693689,74.9755,74.9918,23750.0,27544.0,Echolocation,Nyctalus leisleri,0.484,0.59,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_033000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,24000.0,36.77181071937872,90.1295,90.1456,22890.0,27797.0,Echolocation,Nyctalus leisleri,0.417,0.597,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_033000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,24000.0,8.123681764584164,120.1765,120.1938,23750.0,28896.0,Echolocation,Nyctalus leisleri,0.316,0.542,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_033000.WAV,recover-20241004,UBNA_011,Carp Pond
HF,46080.0,7.105680371032644,275.2275,275.2355,46093.0,51953.0,Echolocation,Pipistrellus pipistrellus,0.514,0.551,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241001_082000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,24000.0,3.3650041123850145,153.3715,153.3897,23750.0,28334.0,Echolocation,Nyctalus leisleri,0.342,0.512,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_033000.WAV,recover-20241004,UBNA_011,Carp Pond
HF,49920.0,11.466112173192876,150.1765,150.1796,49531.0,66881.0,Echolocation,Myotis alcathoe,0.259,0.561,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241001_061000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,25920.0,3.1377876844077717,296.2125,296.2272,24609.0,28050.0,Echolocation,Nyctalus leisleri,0.381,0.5,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_044000.WAV,recover-20241004,UBNA_011,Carp Pond
HF,47040.0,5.048055901993571,148.9375,148.9436,46953.0,56625.0,Echolocation,Pipistrellus pipistrellus,0.56,0.575,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241001_061000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,26880.0,3.9080502442775797,17.4595,17.4759,25468.0,29739.0,Echolocation,Nyctalus leisleri,0.408,0.572,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_050000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,26880.0,4.773049343340691,101.1855,101.2003,26328.0,29986.0,Echolocation,Nyctalus leisleri,0.409,0.524,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_065000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,24000.0,6.136654072243866,36.2915,36.309,22890.0,26334.0,Echolocation,Nyctalus leisleri,0.471,0.507,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_113000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,24000.0,10.023612930339233,240.9095,240.9278,22890.0,25892.0,Echolocation,Nyctalus leisleri,0.521,0.562,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241002_180000.WAV,recover-20241004,UBNA_011,Carp Pond
HF,48000.0,3.736267969872829,62.8155,62.8229,47812.0,59441.0,Echolocation,Pipistrellus pipistrellus,0.503,0.571,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241001_122000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,26880.0,4.4425700439946345,224.7835,224.7961,25468.0,30762.0,Echolocation,Nyctalus leisleri,0.358,0.64,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241003_021000.WAV,recover-20241004,UBNA_011,Carp Pond
LF,24960.0,2.4512756441504906,16.6595,16.676,23750.0,29043.0,Echolocation,Nyctalus leisleri,0.325,0.549,-1,192000.0,/mnt/ubna_data_04/recover-20241004/UBNA_011/20241003_022000.WAV,recover-20241004,UBNA_011,Carp Pond
