KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,26880.0,5.1722737788670505,144.9015,144.9069,22890.0,37656.0,Echolocation,Plecotus austriacus,0.319,0.397,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_215000.WAV,recover-20250606,UBNA_024,Central Pond
LF,30720.0,2.5366558466569344,244.7965,244.7999,28046.0,44031.0,Echolocation,Myotis daubentonii,0.115,0.416,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_220000.WAV,recover-20250606,UBNA_024,Central Pond
HF,48000.0,8.136148497904529,245.5905,245.5933,24609.0,57111.0,Echolocation,Myotis nattereri,0.282,0.368,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_220000.WAV,recover-20250606,UBNA_024,Central Pond
HF,48960.0,13.293248123170416,1.6435,1.649,48671.0,53774.0,Echolocation,Pipistrellus pipistrellus,0.264,0.341,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_221000.WAV,recover-20250606,UBNA_024,Central Pond
LF,19200.0,-1.8892427529152793,6.4765,6.4974,17734.0,21233.0,Echolocation,Nyctalus noctula,0.24,0.381,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_221000.WAV,recover-20250606,UBNA_024,Central Pond
HF,46080.0,-13.835431402698465,7.0795,7.0848,44375.0,54837.0,Echolocation,Pipistrellus pipistrellus,0.278,0.308,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_221000.WAV,recover-20250606,UBNA_024,Central Pond
HF,48960.0,34.902462957427566,13.1655,13.1741,48671.0,53976.0,Echolocation,Pipistrellus pipistrellus,0.233,0.324,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_221000.WAV,recover-20250606,UBNA_024,Central Pond
HF,48960.0,25.24985615651378,20.3525,20.3612,48671.0,53107.0,Echolocation,Pipistrellus pipistrellus,0.252,0.317,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_221000.WAV,recover-20250606,UBNA_024,Central Pond
LF,25920.0,26.727062949281674,23.4145,23.427,24609.0,27754.0,Echolocation,Nyctalus leisleri,0.295,0.313,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_221000.WAV,recover-20250606,UBNA_024,Central Pond
LF,25920.0,-0.8642725109192207,24.0105,24.0242,25468.0,29566.0,Echolocation,Nyctalus leisleri,0.25,0.305,-1,192000.0,/mnt/ubna_data_06/recover-20250606/UBNA_024/20250530_221000.WAV,recover-20250606,UBNA_024,Central Pond
