KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,23040.0,5.357927708998435,83.2145,83.2356,22031.0,25311.0,Echolocation,Nyctalus leisleri,0.549,0.579,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
HF,65280.0,0.05692342013005399,88.2495,88.2607,57265.0,63954.0,Echolocation,Pipistrellus pygmaeus,0.3,0.318,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
LF,22080.0,4.223452028649258,110.52850000000001,110.54169999999999,22890.0,28431.0,Echolocation,Nyctalus leisleri,0.119,0.308,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
HF,60480.0,0.901478734828825,160.0995,160.1082,53828.0,61141.0,Echolocation,Pipistrellus pipistrellus,0.226,0.337,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
LF,18240.0,-0.3344091499891765,165.2115,165.236,17734.0,20546.0,Echolocation,Nyctalus noctula,0.207,0.313,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
LF,19200.0,1.9693396797562113,182.2755,182.2998,17734.0,20359.0,Echolocation,Nyctalus noctula,0.235,0.33,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
HF,65280.0,2.1259897593811576,198.1885,198.1963,59843.0,63679.0,Echolocation,Pipistrellus pygmaeus,0.353,0.362,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
LF,19200.0,2.039786432787923,199.3355,199.3607,17734.0,20655.0,Echolocation,Nyctalus noctula,0.238,0.314,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
HF,65280.0,5.437474058779727,213.0865,213.1047,64140.0,68470.0,Echolocation,Pipistrellus pygmaeus,0.376,0.382,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
HF,65280.0,10.314093878422366,213.1255,213.1458,64140.0,68561.0,Echolocation,Pipistrellus pygmaeus,0.313,0.336,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
HF,65280.0,-0.45140286486466424,239.5935,239.6036,62421.0,67349.0,Echolocation,Pipistrellus pygmaeus,0.385,0.393,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
HF,65280.0,1.1632318029494986,243.2225,243.233,62421.0,67554.0,Echolocation,Pipistrellus pygmaeus,0.409,0.418,-1,192000.0,/mnt/ubna_data_06/recover-20250721/UBNA_027/20250710_190000.WAV,recover-20250721,UBNA_027,Foliage
