,date_and_time_UTC,num_of_detections
0,2023-07-18 03:06:00+00:00,1
1,2023-07-18 03:36:00+00:00,1
2,2023-07-18 04:06:00+00:00,1
3,2023-07-18 04:36:00+00:00,388
4,2023-07-18 05:06:00+00:00,143
5,2023-07-18 05:36:00+00:00,247
6,2023-07-18 06:06:00+00:00,4
7,2023-07-18 06:36:00+00:00,169
8,2023-07-18 07:06:00+00:00,42
9,2023-07-18 07:36:00+00:00,63
10,2023-07-18 08:06:00+00:00,2
11,2023-07-18 08:36:00+00:00,45
12,2023-07-18 09:06:00+00:00,13
13,2023-07-18 09:36:00+00:00,52
14,2023-07-18 10:06:00+00:00,1
15,2023-07-18 10:36:00+00:00,58
16,2023-07-18 11:06:00+00:00,40
17,2023-07-18 11:36:00+00:00,5
18,2023-07-18 12:06:00+00:00,1
19,2023-07-18 12:36:00+00:00,1
20,2023-07-18 13:06:00+00:00,1
21,2023-07-19 03:06:00+00:00,1
22,2023-07-19 03:36:00+00:00,1
23,2023-07-19 04:06:00+00:00,1
24,2023-07-19 04:36:00+00:00,175
25,2023-07-19 05:06:00+00:00,32
26,2023-07-19 05:36:00+00:00,137
27,2023-07-19 06:06:00+00:00,222
28,2023-07-19 06:36:00+00:00,88
29,2023-07-19 07:06:00+00:00,136
30,2023-07-19 07:36:00+00:00,21
31,2023-07-19 08:06:00+00:00,46
32,2023-07-19 08:36:00+00:00,54
33,2023-07-19 09:06:00+00:00,1
34,2023-07-19 09:36:00+00:00,107
35,2023-07-19 10:06:00+00:00,11
36,2023-07-19 10:36:00+00:00,12
37,2023-07-19 11:06:00+00:00,8
38,2023-07-19 11:36:00+00:00,55
39,2023-07-19 12:06:00+00:00,1
40,2023-07-19 12:36:00+00:00,1
41,2023-07-19 13:06:00+00:00,1
42,2023-07-20 03:06:00+00:00,1
43,2023-07-20 03:36:00+00:00,1
44,2023-07-20 04:06:00+00:00,1
45,2023-07-20 04:36:00+00:00,43
46,2023-07-20 05:06:00+00:00,354
47,2023-07-20 05:36:00+00:00,232
48,2023-07-20 06:06:00+00:00,62
49,2023-07-20 06:36:00+00:00,45
50,2023-07-20 07:06:00+00:00,118
51,2023-07-20 07:36:00+00:00,11
52,2023-07-20 08:06:00+00:00,67
53,2023-07-20 08:36:00+00:00,25
54,2023-07-20 09:06:00+00:00,182
55,2023-07-20 09:36:00+00:00,19
56,2023-07-20 10:06:00+00:00,144
57,2023-07-20 10:36:00+00:00,6
58,2023-07-20 11:06:00+00:00,44
59,2023-07-20 11:36:00+00:00,68
60,2023-07-20 12:06:00+00:00,1
61,2023-07-20 12:36:00+00:00,1
62,2023-07-20 13:06:00+00:00,1
63,2023-07-21 03:06:00+00:00,1
