start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Recover Folder,SD Card,Site name
11.7025,11.7166,23750.0,28096.0,Nyctalus leisleri,0.421,0.522,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_030000.WAV,recover-20230801,UBNA_012,Telephone Field
332.8125,332.8259,23750.0,28211.0,Nyctalus leisleri,0.389,0.501,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_033000.WAV,recover-20230801,UBNA_012,Telephone Field
903.1685,903.1842,22890.0,26499.0,Nyctalus leisleri,0.632,0.652,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_033000.WAV,recover-20230801,UBNA_012,Telephone Field
1508.7925,1508.8065,23750.0,27268.0,Nyctalus leisleri,0.501,0.552,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_033000.WAV,recover-20230801,UBNA_012,Telephone Field
1738.1685,1738.1827,23750.0,27161.0,Nyctalus leisleri,0.474,0.521,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_033000.WAV,recover-20230801,UBNA_012,Telephone Field
181.6875,181.702,23750.0,28388.0,Nyctalus leisleri,0.423,0.541,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_040000.WAV,recover-20230801,UBNA_012,Telephone Field
411.0645,411.0791,23750.0,27189.0,Nyctalus leisleri,0.535,0.576,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_040000.WAV,recover-20230801,UBNA_012,Telephone Field
1206.8975,1206.9116,23750.0,27893.0,Nyctalus leisleri,0.454,0.538,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_040000.WAV,recover-20230801,UBNA_012,Telephone Field
1526.2455,1526.2585,23750.0,27982.0,Nyctalus leisleri,0.373,0.505,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_040000.WAV,recover-20230801,UBNA_012,Telephone Field
2.6725,2.6812,40078.0,46945.0,Pipistrellus nathusii,0.475,0.541,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
2.7645,2.7723,39218.0,47421.0,Pipistrellus nathusii,0.477,0.573,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
3.1285,3.1358,38359.0,47490.0,Pipistrellus nathusii,0.504,0.534,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
3.3115,3.3183,40078.0,48577.0,Pipistrellus nathusii,0.474,0.515,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
3.5805,3.5896,38359.0,48964.0,Pipistrellus nathusii,0.506,0.58,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
4.0895,4.097,40078.0,49568.0,Pipistrellus nathusii,0.452,0.536,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
4.1795,4.1871,39218.0,50047.0,Pipistrellus nathusii,0.547,0.634,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
4.2675,4.2753,40078.0,49306.0,Pipistrellus nathusii,0.555,0.62,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
4.3585,4.3655,39218.0,49395.0,Pipistrellus nathusii,0.439,0.57,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
4.4485,4.4567,39218.0,49168.0,Pipistrellus nathusii,0.508,0.606,-1,Echolocation,/mnt/ubna_data_02/recover-20230801/UBNA_012/20230726_043000.WAV,recover-20230801,UBNA_012,Telephone Field
