date_and_time_UTC,num_of_detections,HF2_num_of_detections,HF1_num_of_detections,LF1_num_of_detections
2023-08-31 01:30:00+00:00,1,1,1,1
2023-08-31 02:00:00+00:00,2,1,1,2
2023-08-31 02:30:00+00:00,2,1,1,2
2023-08-31 03:00:00+00:00,30,13,11,1
2023-08-31 03:30:00+00:00,168,1,37,126
2023-08-31 04:00:00+00:00,159,1,34,125
2023-08-31 04:30:00+00:00,53,2,1,51
2023-08-31 05:00:00+00:00,93,68,1,24
2023-08-31 05:30:00+00:00,15,1,1,15
2023-08-31 06:00:00+00:00,48,1,47,1
2023-08-31 06:30:00+00:00,53,43,1,10
2023-08-31 07:00:00+00:00,2,1,1,2
2023-08-31 07:30:00+00:00,112,86,25,1
2023-08-31 08:00:00+00:00,34,13,4,15
2023-08-31 08:30:00+00:00,2,1,1,2
2023-08-31 09:00:00+00:00,115,18,68,3
2023-08-31 09:30:00+00:00,75,51,18,2
2023-08-31 10:00:00+00:00,60,13,46,1
2023-08-31 10:30:00+00:00,47,22,23,2
2023-08-31 11:00:00+00:00,2,1,1,2
2023-08-31 11:30:00+00:00,5,1,1,5
2023-08-31 12:00:00+00:00,5,1,1,5
2023-08-31 12:30:00+00:00,14,1,12,2
2023-08-31 13:00:00+00:00,2,1,1,2
2023-08-31 13:30:00+00:00,2,1,1,2
2023-08-31 14:00:00+00:00,3,1,1,3
2023-09-01 01:30:00+00:00,1,1,1,1
2023-09-01 02:00:00+00:00,1,1,1,1
2023-09-01 02:30:00+00:00,1,1,1,1
2023-09-01 03:00:00+00:00,125,1,1,125
2023-09-01 03:30:00+00:00,52,1,17,20
2023-09-01 04:00:00+00:00,57,5,1,49
2023-09-01 04:30:00+00:00,112,64,1,45
2023-09-01 05:00:00+00:00,15,3,1,12
2023-09-01 05:30:00+00:00,54,15,1,36
2023-09-01 06:00:00+00:00,65,55,8,2
2023-09-01 06:30:00+00:00,66,58,3,2
2023-09-01 07:00:00+00:00,63,12,50,1
2023-09-01 07:30:00+00:00,16,14,1,2
2023-09-01 08:00:00+00:00,230,148,36,2
2023-09-01 08:30:00+00:00,119,116,1,3
2023-09-01 09:00:00+00:00,80,61,10,7
2023-09-01 09:30:00+00:00,20,13,1,7
2023-09-01 10:00:00+00:00,2,1,1,2
2023-09-01 10:30:00+00:00,28,24,1,3
2023-09-01 11:00:00+00:00,1,1,1,1
2023-09-01 11:30:00+00:00,29,23,1,6
2023-09-01 12:00:00+00:00,14,12,1,2
2023-09-01 12:30:00+00:00,5,1,1,5
2023-09-01 13:00:00+00:00,4,1,1,4
2023-09-01 13:30:00+00:00,1,1,1,1
2023-09-01 14:00:00+00:00,2,1,1,2
2023-09-02 01:30:00+00:00,3,1,1,3
2023-09-02 02:00:00+00:00,1,1,1,1
2023-09-02 02:30:00+00:00,1,1,1,1
2023-09-02 03:00:00+00:00,137,2,38,97
2023-09-02 03:30:00+00:00,31,1,4,19
2023-09-02 04:00:00+00:00,152,53,2,96
2023-09-02 04:30:00+00:00,180,25,1,155
2023-09-02 05:00:00+00:00,159,74,4,77
2023-09-02 05:30:00+00:00,52,23,1,29
2023-09-02 06:00:00+00:00,15,1,6,8
2023-09-02 06:30:00+00:00,41,37,2,2
2023-09-02 07:00:00+00:00,32,26,1,5
2023-09-02 07:30:00+00:00,110,81,4,19
2023-09-02 08:00:00+00:00,45,43,1,1
2023-09-02 08:30:00+00:00,97,14,13,70
2023-09-02 09:00:00+00:00,80,1,13,66
2023-09-02 09:30:00+00:00,25,8,1,17
2023-09-02 10:00:00+00:00,30,20,1,10
2023-09-02 10:30:00+00:00,84,32,31,8
2023-09-02 11:00:00+00:00,21,16,1,5
2023-09-02 11:30:00+00:00,44,5,2,37
2023-09-02 12:00:00+00:00,18,4,9,5
2023-09-02 12:30:00+00:00,8,2,1,3
2023-09-02 13:00:00+00:00,1,1,1,1
2023-09-02 13:30:00+00:00,5,1,1,4
2023-09-02 14:00:00+00:00,6,1,1,6
2023-09-03 01:30:00+00:00,2,1,1,2
2023-09-03 02:00:00+00:00,3,1,1,3
2023-09-03 02:30:00+00:00,4,1,1,4
2023-09-03 03:00:00+00:00,276,1,14,261
2023-09-03 03:30:00+00:00,138,9,6,114
2023-09-03 04:00:00+00:00,6,1,1,6
2023-09-03 04:30:00+00:00,25,18,1,6
2023-09-03 05:00:00+00:00,52,27,1,25
2023-09-03 05:30:00+00:00,231,44,33,154
2023-09-03 06:00:00+00:00,144,116,4,24
2023-09-03 06:30:00+00:00,75,62,4,7
2023-09-03 07:00:00+00:00,94,9,38,47
2023-09-03 07:30:00+00:00,23,1,1,23
2023-09-03 08:00:00+00:00,179,92,30,52
2023-09-03 08:30:00+00:00,47,9,36,2
2023-09-03 09:00:00+00:00,333,43,271,10
2023-09-03 09:30:00+00:00,23,4,1,19
2023-09-03 10:00:00+00:00,87,46,40,1
2023-09-03 10:30:00+00:00,27,25,1,2
2023-09-03 11:00:00+00:00,53,31,5,4
2023-09-03 11:30:00+00:00,13,1,1,13
2023-09-03 12:00:00+00:00,12,8,1,4
2023-09-03 12:30:00+00:00,3,1,1,3
2023-09-03 13:00:00+00:00,1,1,1,1
2023-09-03 13:30:00+00:00,3,1,1,3
2023-09-03 14:00:00+00:00,5,1,1,5
2023-09-04 01:30:00+00:00,2,1,1,2
2023-09-04 02:00:00+00:00,3,1,1,3
2023-09-04 02:30:00+00:00,3,1,1,3
2023-09-04 03:00:00+00:00,4,1,1,1
2023-09-04 03:30:00+00:00,36,36,1,1
2023-09-04 04:00:00+00:00,1,1,1,1
2023-09-04 04:30:00+00:00,10,7,2,1
2023-09-04 05:00:00+00:00,18,16,1,2
2023-09-04 05:30:00+00:00,48,2,45,1
2023-09-04 06:00:00+00:00,17,1,15,2
2023-09-04 06:30:00+00:00,12,1,10,2
2023-09-04 07:00:00+00:00,1,1,1,1
2023-09-04 07:30:00+00:00,35,30,3,1
2023-09-04 08:00:00+00:00,32,1,30,2
2023-09-04 08:30:00+00:00,3,1,1,3
2023-09-04 09:00:00+00:00,2,1,1,2
2023-09-04 09:30:00+00:00,47,44,1,3
2023-09-04 10:00:00+00:00,2,1,1,2
2023-09-04 10:30:00+00:00,7,4,1,3
2023-09-04 11:00:00+00:00,2,1,1,2
2023-09-04 11:30:00+00:00,22,1,21,1
2023-09-04 12:00:00+00:00,3,1,1,3
2023-09-04 12:30:00+00:00,1,1,1,1
2023-09-04 13:00:00+00:00,2,1,1,2
2023-09-04 13:30:00+00:00,5,1,1,5
2023-09-04 14:00:00+00:00,3,1,1,3
2023-09-05 01:30:00+00:00,4,1,1,4
